season,team_name,Raider Name,Number of Defenders,Total Raids,% of Raids,Empty,Successful,Unsuccessful
PKL-09,Puneri Paltan,Gaurav Khatri,1,1,17%,,100.00%,
PKL-09,Puneri Paltan,,7,5,83%,80.00%,,20.00%
PKL-09,Puneri Paltan,Govind Gurjar,3,1,33%,,100.00%,
PKL-09,Puneri Paltan,,7,2,67%,50.00%,,50.00%
PKL-09,Puneri Paltan,Mohammad Esmaeil Nabibakhsh,2,2,3%,50.00%,,50.00%
PKL-09,Puneri Paltan,,3,5,8%,80.00%,,20.00%
PKL-09,Puneri Paltan,,4,7,11%,71.40%,14.30%,14.30%
PKL-09,Puneri Paltan,,5,16,26%,75.00%,6.30%,18.80%
PKL-09,Puneri Paltan,,6,13,21%,53.80%,23.10%,23.10%
PKL-09,Puneri Paltan,,7,19,31%,36.80%,31.60%,31.60%
PKL-09,Puneri Paltan,Mohammad Nabibakhsh,2,1,7%,,100.00%,
PKL-09,Puneri Paltan,,4,4,29%,100.00%,,
PKL-09,Puneri Paltan,,5,4,29%,50.00%,,50.00%
PKL-09,Puneri Paltan,,6,4,29%,25.00%,75.00%,
PKL-09,Puneri Paltan,,7,1,7%,100.00%,,
PKL-09,Puneri Paltan,Mohit Goyat,1,2,1%,,100.00%,
PKL-09,Puneri Paltan,,2,16,6%,,75.00%,25.00%
PKL-09,Puneri Paltan,,3,25,10%,36.00%,44.00%,20.00%
PKL-09,Puneri Paltan,,4,46,18%,50.00%,37.00%,13.00%
PKL-09,Puneri Paltan,,5,65,25%,43.10%,26.20%,30.80%
PKL-09,Puneri Paltan,,6,41,16%,46.30%,36.60%,17.10%
PKL-09,Puneri Paltan,,7,62,24%,46.80%,41.90%,11.30%
PKL-09,Puneri Paltan,Pankaj Mohite,1,2,2%,,100.00%,
PKL-09,Puneri Paltan,,2,7,6%,28.60%,57.10%,14.30%
PKL-09,Puneri Paltan,,3,12,11%,16.70%,58.30%,25.00%
PKL-09,Puneri Paltan,,4,18,16%,33.30%,38.90%,27.80%
PKL-09,Puneri Paltan,,5,29,26%,44.80%,31.00%,24.10%
PKL-09,Puneri Paltan,,6,14,13%,42.90%,35.70%,21.40%
PKL-09,Puneri Paltan,,7,28,25%,39.30%,50.00%,10.70%
PKL-09,Puneri Paltan,Rakesh Bhalle Ra..,7,3,100%,66.70%,,33.30%
PKL-09,Puneri Paltan,Sanket Sawant,3,1,100%,,,100.00%
PKL-09,Puneri Paltan,Saurabh,2,1,6%,,100.00%,
PKL-09,Puneri Paltan,,4,2,13%,,50.00%,50.00%
PKL-09,Puneri Paltan,,5,5,31%,60.00%,40.00%,
PKL-09,Puneri Paltan,,6,3,19%,,33.30%,66.70%
PKL-09,Puneri Paltan,,7,5,31%,40.00%,40.00%,20.00%
PKL-09,Tamil Thailaivas,Aashish,7,2,100%,50.00%,50.00%,
PKL-09,Tamil Thailaivas,Ajinkya Ashok,1,2,1%,,100.00%,
PKL-09,Tamil Thailaivas,Pawar,2,10,3%,20.00%,70.00%,10.00%
PKL-09,Tamil Thailaivas,,3,27,9%,63.00%,22.20%,14.80%
PKL-09,Tamil Thailaivas,,4,33,11%,60.60%,18.20%,21.20%
PKL-09,Tamil Thailaivas,,5,66,22%,62.10%,19.70%,18.20%
PKL-09,Tamil Thailaivas,,6,52,17%,50.00%,32.70%,17.30%
PKL-09,Tamil Thailaivas,,7,110,37%,40.00%,42.70%,17.30%
PKL-09,Tamil Thailaivas,Himanshu,3,4,3%,100.00%,,
PKL-09,Tamil Thailaivas,,4,15,10%,66.70%,20.00%,13.30%
PKL-09,Tamil Thailaivas,,5,51,35%,78.40%,3.90%,17.60%
PKL-09,Tamil Thailaivas,,6,22,15%,45.50%,36.40%,18.20%
PKL-09,Tamil Thailaivas,,7,52,36%,59.60%,28.80%,11.50%
PKL-09,Tamil Thailaivas,Himanshu Narwal,4,1,10%,,,100.00%
PKL-09,Tamil Thailaivas,,5,4,40%,50.00%,25.00%,25.00%
PKL-09,Tamil Thailaivas,,6,1,10%,,100.00%,
PKL-09,Tamil Thailaivas,,7,4,40%,,50.00%,50.00%
PKL-09,Tamil Thailaivas,Himanshu Singh,1,1,1%,,100.00%,
PKL-09,Tamil Thailaivas,,2,3,3%,,66.70%,33.30%
PKL-09,Tamil Thailaivas,,3,8,8%,62.50%,37.50%,
PKL-09,Tamil Thailaivas,,4,7,7%,42.90%,42.90%,14.30%
PKL-09,Tamil Thailaivas,,5,13,14%,61.50%,15.40%,23.10%
PKL-09,Tamil Thailaivas,,6,18,19%,38.90%,27.80%,33.30%
PKL-09,Tamil Thailaivas,,7,45,47%,44.40%,24.40%,31.10%
PKL-09,Tamil Thailaivas,K Abhimanyu,6,1,33%,100.00%,,
PKL-09,Tamil Thailaivas,,7,2,67%,50.00%,50.00%,
PKL-09,Tamil Thailaivas,Md. Arif Rabbani,3,1,50%,100.00%,,
PKL-09,Tamil Thailaivas,,7,1,50%,,,100.00%
PKL-09,Tamil Thailaivas,Mohit,5,3,33%,66.70%,,33.30%
PKL-09,Tamil Thailaivas,,6,3,33%,33.30%,33.30%,33.30%
PKL-09,Tamil Thailaivas,,7,3,33%,66.70%,33.30%,
PKL-09,Tamil Thailaivas,Mohit Jakhar,5,3,75%,100.00%,,
PKL-09,Tamil Thailaivas,,7,1,25%,100.00%,,
PKL-09,Tamil Thailaivas,Narender,1,7,2%,,100.00%,
PKL-09,Tamil Thailaivas,,2,11,3%,9.10%,72.70%,18.20%
PKL-09,Tamil Thailaivas,,3,25,6%,28.00%,44.00%,28.00%
PKL-09,Tamil Thailaivas,,4,39,10%,35.90%,35.90%,28.20%
PKL-09,Tamil Thailaivas,,5,55,14%,54.50%,18.20%,27.30%
PKL-09,Tamil Thailaivas,,6,99,25%,19.20%,56.60%,24.20%
PKL-09,Tamil Thailaivas,,7,158,40%,24.10%,55.70%,20.30%
PKL-09,Tamil Thailaivas,Narender,5,4,36%,25.00%,50.00%,25.00%
PKL-09,Tamil Thailaivas,,6,3,27%,33.30%,66.70%,
PKL-09,Tamil Thailaivas,,7,4,36%,,50.00%,50.00%
PKL-09,Tamil Thailaivas,Pawan Sehrawat,7,2,100%,50.00%,50.00%,
PKL-09,Tamil Thailaivas,Sachin,4,1,20%,,,100.00%
PKL-09,Tamil Thailaivas,,5,2,40%,50.00%,,50.00%
PKL-09,Tamil Thailaivas,,6,1,20%,100.00%,,
PKL-09,Tamil Thailaivas,,7,1,20%,,100.00%,
PKL-09,Tamil Thailaivas,Sachin Nehra,3,3,12%,33.30%,,66.70%
PKL-09,Tamil Thailaivas,,4,4,15%,50.00%,50.00%,
PKL-09,Tamil Thailaivas,,5,3,12%,33.30%,66.70%,
PKL-09,Tamil Thailaivas,,6,7,27%,14.30%,57.10%,28.60%
PKL-09,Tamil Thailaivas,,7,9,35%,22.20%,11.10%,66.70%
PKL-09,Tamil Thailaivas,Visvanath V,3,3,9%,33.30%,33.30%,33.30%
PKL-09,Tamil Thailaivas,,4,6,18%,33.30%,,66.70%
PKL-09,Tamil Thailaivas,,5,4,12%,50.00%,50.00%,
PKL-09,Tamil Thailaivas,,6,7,21%,85.70%,14.30%,
PKL-09,Tamil Thailaivas,,7,14,41%,35.70%,42.90%,21.40%
PKL-09,Telugu Titans,Abhishek Singh,1,1,1%,,100.00%,
PKL-09,Telugu Titans,,2,1,1%,,100.00%,
PKL-09,Telugu Titans,,3,10,5%,50.00%,30.00%,20.00%
PKL-09,Telugu Titans,,4,16,9%,56.30%,18.80%,25.00%
PKL-09,Telugu Titans,,5,36,19%,44.40%,13.90%,41.70%
PKL-09,Telugu Titans,,6,42,22%,47.60%,26.20%,26.20%
PKL-09,Telugu Titans,,7,82,44%,42.70%,31.70%,25.60%
PKL-09,Telugu Titans,Adarsh T,2,2,2%,,100.00%,
PKL-09,Telugu Titans,,3,3,3%,66.70%,33.30%,
PKL-09,Telugu Titans,,4,14,14%,14.30%,50.00%,35.70%
PKL-09,Telugu Titans,,5,14,14%,35.70%,35.70%,28.60%
PKL-09,Telugu Titans,,6,25,25%,32.00%,28.00%,40.00%
PKL-09,Telugu Titans,,7,41,41%,43.90%,19.50%,36.60%
PKL-09,Telugu Titans,Ankit,6,1,33%,,100.00%,
PKL-09,Telugu Titans,,7,2,67%,50.00%,50.00%,
PKL-09,Telugu Titans,K Hanumanthu,2,1,2%,,,100.00%
PKL-09,Telugu Titans,,3,6,11%,33.30%,33.30%,33.30%
PKL-09,Telugu Titans,,4,11,19%,27.30%,36.40%,36.40%
PKL-09,Telugu Titans,,5,10,18%,30.00%,20.00%,50.00%
PKL-09,Telugu Titans,,6,10,18%,10.00%,50.00%,40.00%
PKL-09,Telugu Titans,,7,19,33%,21.10%,42.10%,36.80%
PKL-09,Telugu Titans,Mohit Pahal,7,2,100%,,,100.00%
PKL-09,Telugu Titans,Mohsen Maghsoudlou Jafari,2,2,2%,,50.00%,50.00%
PKL-09,Telugu Titans,,3,2,2%,100.00%,,
PKL-09,Telugu Titans,,4,10,9%,60.00%,10.00%,30.00%
PKL-09,Telugu Titans,,5,22,20%,86.40%,4.50%,9.10%
PKL-09,Telugu Titans,,6,32,29%,56.30%,21.90%,21.90%
PKL-09,Telugu Titans,,7,43,39%,58.10%,23.30%,18.60%
PKL-09,Telugu Titans,Monu Goyat,2,1,1%,,100.00%,
PKL-09,Telugu Titans,,3,2,2%,50.00%,50.00%,
PKL-09,Telugu Titans,,4,7,8%,57.10%,,42.90%
PKL-09,Telugu Titans,,5,21,25%,52.40%,4.80%,42.90%
PKL-09,Telugu Titans,,6,13,15%,46.20%,38.50%,15.40%
PKL-09,Telugu Titans,,7,40,48%,35.00%,35.00%,30.00%
PKL-09,Telugu Titans,Muhammed Shih..,7,1,100%,,,100.00%
PKL-09,Telugu Titans,Nitin,7,1,100%,,,100.00%
PKL-09,Telugu Titans,Palla Ramakrishna,7,1,100%,,,100.00%
PKL-09,Telugu Titans,Parvesh Bhainswal,4,2,29%,100.00%,,
PKL-09,Telugu Titans,,7,5,71%,20.00%,,80.00%
PKL-09,Telugu Titans,Prince D,5,2,29%,100.00%,,
PKL-09,Telugu Titans,,7,5,71%,100.00%,,
PKL-09,Telugu Titans,Rajnish,2,1,4%,,100.00%,
PKL-09,Telugu Titans,,3,1,4%,,100.00%,
PKL-09,Telugu Titans,,5,8,35%,62.50%,12.50%,25.00%
PKL-09,Telugu Titans,,6,2,9%,,100.00%,
PKL-09,Telugu Titans,,7,11,48%,36.40%,27.30%,36.40%
PKL-09,Telugu Titans,Siddharth Sirish Desai,2,6,3%,,100.00%,
PKL-09,Telugu Titans,,3,15,7%,20.00%,46.70%,33.30%
PKL-09,Telugu Titans,,4,21,9%,38.10%,28.60%,33.30%
PKL-09,Telugu Titans,,5,25,11%,48.00%,36.00%,16.00%
PKL-09,Telugu Titans,,6,63,28%,17.50%,63.50%,19.00%
PKL-09,Telugu Titans,,7,94,42%,18.10%,48.90%,33.00%
PKL-09,Telugu Titans,Surjeet Singh,4,2,18%,100.00%,,
PKL-09,Telugu Titans,,5,1,9%,100.00%,,
PKL-09,Telugu Titans,,6,1,9%,100.00%,,
PKL-09,Telugu Titans,,7,7,64%,71.40%,14.30%,14.30%
PKL-09,Telugu Titans,Vijay Kumar,5,1,7%,100.00%,,
PKL-09,Telugu Titans,,6,1,7%,100.00%,,
PKL-09,Telugu Titans,,7,13,87%,76.90%,7.70%,15.40%
PKL-09,Telugu Titans,Vinay,3,2,2%,50.00%,,50.00%
PKL-09,Telugu Titans,,4,13,14%,46.20%,7.70%,46.20%
PKL-09,Telugu Titans,,5,21,22%,52.40%,19.00%,28.60%
PKL-09,Telugu Titans,,6,23,24%,39.10%,39.10%,21.70%
PKL-09,Telugu Titans,,7,36,38%,36.10%,38.90%,25.00%
PKL-09,Telugu Titans,Vishal Bhardwaj,3,1,10%,100.00%,,
PKL-09,Telugu Titans,,7,9,90%,88.90%,,11.10%
PKL-09,U Mumba,Ankush,4,4,33%,25.00%,,75.00%
PKL-09,U Mumba,,5,4,33%,75.00%,,25.00%
PKL-09,U Mumba,,6,2,17%,50.00%,,50.00%
PKL-09,U Mumba,,7,2,17%,50.00%,,50.00%
PKL-09,U Mumba,Ashish,2,2,3%,,50.00%,50.00%
PKL-09,U Mumba,,3,5,8%,40.00%,40.00%,20.00%
PKL-09,U Mumba,,4,4,6%,75.00%,,25.00%
PKL-09,U Mumba,,5,13,20%,53.80%,,46.20%
PKL-09,U Mumba,,6,16,25%,25.00%,43.80%,31.30%
PKL-09,U Mumba,,7,24,38%,29.20%,41.70%,29.20%
PKL-09,U Mumba,Ashish (Bubla),2,14,7%,,78.60%,21.40%
PKL-09,U Mumba,,3,15,8%,60.00%,20.00%,20.00%
PKL-09,U Mumba,,4,28,14%,67.90%,17.90%,14.30%
PKL-09,U Mumba,,5,40,21%,62.50%,22.50%,15.00%
PKL-09,U Mumba,,6,41,21%,39.00%,36.60%,24.40%
PKL-09,U Mumba,,7,57,29%,40.40%,35.10%,24.60%
PKL-09,U Mumba,Guman Singh,2,10,4%,,80.00%,20.00%
PKL-09,U Mumba,,3,16,6%,56.30%,25.00%,18.80%
PKL-09,U Mumba,,4,39,14%,33.30%,35.90%,30.80%
PKL-09,U Mumba,,5,59,21%,62.70%,10.20%,27.10%
PKL-09,U Mumba,,6,56,20%,25.00%,55.40%,19.60%
PKL-09,U Mumba,,7,99,35%,33.30%,44.40%,22.20%
PKL-09,U Mumba,Harendra Kumar,6,3,50%,66.70%,,33.30%
PKL-09,U Mumba,,7,3,50%,100.00%,,
PKL-09,U Mumba,Heidarali Ekrami,2,2,3%,50.00%,50.00%,
PKL-09,U Mumba,,3,4,6%,50.00%,,50.00%
PKL-09,U Mumba,,4,11,17%,36.40%,27.30%,36.40%
PKL-09,U Mumba,,5,7,11%,14.30%,57.10%,28.60%
PKL-09,U Mumba,,6,15,23%,46.70%,13.30%,40.00%
PKL-09,U Mumba,,7,25,39%,28.00%,44.00%,28.00%
PKL-09,U Mumba,Jai Bhagwan,2,2,1%,,100.00%,
PKL-09,U Mumba,,3,10,6%,30.00%,20.00%,50.00%
PKL-09,U Mumba,,4,17,10%,35.30%,23.50%,41.20%
PKL-09,U Mumba,,5,40,25%,60.00%,17.50%,22.50%
PKL-09,U Mumba,,6,41,25%,34.10%,41.50%,24.40%
PKL-09,U Mumba,,7,53,33%,34.00%,37.70%,28.30%
PKL-09,U Mumba,Kamlesh,4,1,17%,,,100.00%
PKL-09,U Mumba,,7,5,83%,,40.00%,60.00%
PKL-09,U Mumba,Pranay Vinay Rane,2,1,2%,,100.00%,
PKL-09,U Mumba,,3,3,6%,,33.30%,66.70%
PKL-09,U Mumba,,4,3,6%,,,100.00%
PKL-09,U Mumba,,5,12,26%,16.70%,33.30%,50.00%
PKL-09,U Mumba,,6,8,17%,25.00%,50.00%,25.00%
PKL-09,U Mumba,,7,20,43%,20.00%,50.00%,30.00%
PKL-09,U Mumba,Rahul Sethpal,5,10,38%,100.00%,,
PKL-09,U Mumba,,6,2,8%,50.00%,,50.00%
PKL-09,U Mumba,Rahul Sethpal,7,14,54%,78.60%,7.10%,14.30%
PKL-09,U Mumba,Rinku H C,3,1,6%,100.00%,,
PKL-09,U Mumba,,4,1,6%,100.00%,,
PKL-09,U Mumba,,5,5,31%,100.00%,,
PKL-09,U Mumba,,6,3,19%,100.00%,,
PKL-09,U Mumba,,7,6,38%,83.30%,,16.70%
PKL-09,U Mumba,Rupesh,5,1,50%,,,100.00%
PKL-09,U Mumba,,6,1,50%,100.00%,,
PKL-09,U Mumba,Sachin,7,1,100%,,,100.00%
PKL-09,U Mumba,Shivam,4,4,15%,25.00%,,75.00%
PKL-09,U Mumba,,5,6,23%,83.30%,16.70%,
PKL-09,U Mumba,,6,7,27%,,71.40%,28.60%
PKL-09,U Mumba,,7,9,35%,55.60%,22.20%,22.20%
PKL-09,U Mumba,Shivansh Thakur,5,1,17%,100.00%,,
PKL-09,U Mumba,,6,3,50%,100.00%,,
PKL-09,U Mumba,,7,2,33%,100.00%,,
PKL-09,U Mumba,Surinder Singh,6,3,38%,100.00%,,
PKL-09,U Mumba,,7,5,63%,80.00%,,20.00%
PKL-09,U Mumba,Vishal Mane,7,1,100%,100.00%,,
PKL-09,UP Yoddha,Aman Hooda,2,1,10%,,100.00%,
PKL-09,UP Yoddha,,4,2,20%,50.00%,,50.00%
PKL-09,UP Yoddha,,5,3,30%,33.30%,33.30%,33.30%
PKL-09,UP Yoddha,,6,1,10%,,100.00%,
PKL-09,UP Yoddha,,7,3,30%,33.30%,33.30%,33.30%
PKL-09,UP Yoddha,Anil Kumar,2,1,3%,,,100.00%
PKL-09,UP Yoddha,,3,1,3%,,100.00%,
PKL-09,UP Yoddha,,4,2,5%,100.00%,,
PKL-09,UP Yoddha,,5,8,21%,37.50%,25.00%,37.50%
PKL-09,UP Yoddha,,6,5,13%,20.00%,40.00%,40.00%
PKL-09,UP Yoddha,,7,22,56%,40.90%,31.80%,27.30%
PKL-09,UP Yoddha,Ashu Singh,3,2,12%,100.00%,,
PKL-09,UP Yoddha,,6,1,6%,100.00%,,
PKL-09,UP Yoddha,,7,14,82%,100.00%,,
PKL-09,UP Yoddha,Babu M,7,1,100%,100.00%,,
PKL-09,UP Yoddha,Durgesh Kumar,2,2,7%,,50.00%,50.00%
PKL-09,UP Yoddha,,3,3,10%,,66.70%,33.30%
PKL-09,UP Yoddha,,4,1,3%,100.00%,,
PKL-09,UP Yoddha,,5,2,7%,,,100.00%
PKL-09,UP Yoddha,,6,8,28%,37.50%,25.00%,37.50%
PKL-09,UP Yoddha,,7,13,45%,38.50%,15.40%,46.20%
PKL-09,UP Yoddha,Gulveer Singh,5,3,43%,33.30%,,66.70%
PKL-09,UP Yoddha,,6,2,29%,,,100.00%
PKL-09,UP Yoddha,,7,2,29%,100.00%,,
PKL-09,UP Yoddha,Gurdeep,7,1,100%,,,100.00%
PKL-09,UP Yoddha,Jaideep,5,1,50%,100.00%,,
PKL-09,UP Yoddha,,7,1,50%,100.00%,,
PKL-09,UP Yoddha,James Kamweti,5,2,20%,,,100.00%
PKL-09,UP Yoddha,,6,3,30%,,66.70%,33.30%
PKL-09,UP Yoddha,,7,5,50%,40.00%,20.00%,40.00%
PKL-09,UP Yoddha,Mahipal,3,1,4%,100.00%,,
PKL-09,UP Yoddha,,4,2,8%,50.00%,,50.00%
PKL-09,UP Yoddha,,5,3,12%,33.30%,,66.70%
PKL-09,UP Yoddha,,6,5,19%,60.00%,20.00%,20.00%
PKL-09,UP Yoddha,,7,15,58%,13.30%,46.70%,40.00%
PKL-09,UP Yoddha,Nehal B Sawal De..,6,1,100%,,,100.00%
PKL-09,UP Yoddha,Nitin Panwar,7,3,100%,33.30%,33.30%,33.30%
PKL-09,UP Yoddha,Nitin Tomar,5,3,27%,66.70%,,33.30%
PKL-09,UP Yoddha,,6,3,27%,33.30%,33.30%,33.30%
PKL-09,UP Yoddha,,7,5,45%,60.00%,20.00%,20.00%
PKL-09,UP Yoddha,Pardeep Narwal,1,5,1%,,100.00%,
PKL-09,UP Yoddha,,2,20,5%,5.00%,95.00%,
PKL-09,UP Yoddha,,3,21,6%,28.60%,42.90%,28.60%
PKL-09,UP Yoddha,,4,46,12%,37.00%,52.20%,10.90%
PKL-09,UP Yoddha,,5,49,13%,42.90%,26.50%,30.60%
PKL-09,UP Yoddha,,6,88,24%,25.00%,47.70%,27.30%
PKL-09,UP Yoddha,,7,143,38%,30.80%,40.60%,28.70%
PKL-09,UP Yoddha,Rathan K,5,2,33%,50.00%,50.00%,
PKL-09,UP Yoddha,,7,4,67%,25.00%,25.00%,50.00%
PKL-09,UP Yoddha,Rohit Tomar,3,10,6%,60.00%,20.00%,20.00%
PKL-09,UP Yoddha,,4,14,8%,64.30%,14.30%,21.40%
PKL-09,UP Yoddha,,5,36,21%,58.30%,13.90%,27.80%
PKL-09,UP Yoddha,,6,39,23%,43.60%,48.70%,7.70%
PKL-09,UP Yoddha,,7,71,42%,38.00%,42.30%,19.70%
PKL-09,UP Yoddha,Sandeep Narwal,2,1,3%,100.00%,,
PKL-09,UP Yoddha,,3,5,13%,80.00%,20.00%,
PKL-09,UP Yoddha,,4,1,3%,100.00%,,
PKL-09,UP Yoddha,,5,8,21%,50.00%,37.50%,12.50%
PKL-09,UP Yoddha,,6,6,16%,66.70%,,33.30%
PKL-09,UP Yoddha,,7,17,45%,58.80%,23.50%,17.60%
PKL-09,UP Yoddha,Sumit,6,1,14%,100.00%,,
PKL-09,UP Yoddha,,7,6,86%,66.70%,16.70%,16.70%
PKL-09,UP Yoddha,Surender Gill,2,12,5%,8.30%,91.70%,
PKL-09,UP Yoddha,,3,9,4%,33.30%,55.60%,11.10%
PKL-09,UP Yoddha,,4,25,11%,60.00%,20.00%,20.00%
PKL-09,UP Yoddha,,5,24,11%,41.70%,33.30%,25.00%
PKL-09,UP Yoddha,,6,66,29%,33.30%,56.10%,10.60%
PKL-09,UP Yoddha,,7,88,39%,29.50%,47.70%,22.70%
PKL-09,Haryana Steelers,Amirhossein Bast..,7,1,100%,,,100.00%
PKL-09,Haryana Steelers,Harsh,7,1,100%,,,100.00%
PKL-09,Haryana Steelers,Jaideep Dahiya,7,4,100%,50.00%,25.00%,25.00%
PKL-09,Haryana Steelers,Joginder Singh N..,7,1,100%,100.00%,,
PKL-09,Haryana Steelers,K Prapanjan,3,3,5%,33.30%,,66.70%
PKL-09,Haryana Steelers,,4,6,9%,33.30%,50.00%,16.70%
PKL-09,Haryana Steelers,,5,14,21%,42.90%,35.70%,21.40%
PKL-09,Haryana Steelers,,6,11,17%,36.40%,36.40%,27.30%
PKL-09,Haryana Steelers,,7,32,48%,12.50%,56.30%,31.30%
PKL-09,Haryana Steelers,Lovepreet Singh,3,4,27%,,50.00%,50.00%
PKL-09,Haryana Steelers,,4,1,7%,,100.00%,
PKL-09,Haryana Steelers,,5,5,33%,,20.00%,80.00%
PKL-09,Haryana Steelers,,6,5,33%,20.00%,40.00%,40.00%
PKL-09,Haryana Steelers,Manish Gulia,3,2,10%,50.00%,,50.00%
PKL-09,Haryana Steelers,,4,2,10%,,50.00%,50.00%
PKL-09,Haryana Steelers,,5,4,20%,,75.00%,25.00%
PKL-09,Haryana Steelers,,6,2,10%,,100.00%,
PKL-09,Haryana Steelers,,7,10,50%,20.00%,30.00%,50.00%
PKL-09,Haryana Steelers,Manjeet,1,1,1%,,100.00%,
PKL-09,Haryana Steelers,,2,2,2%,,100.00%,
PKL-09,Haryana Steelers,,3,8,9%,75.00%,12.50%,12.50%
PKL-09,Haryana Steelers,,4,9,10%,66.70%,22.20%,11.10%
PKL-09,Haryana Steelers,,5,18,20%,55.60%,22.20%,22.20%
PKL-09,Haryana Steelers,,6,24,27%,16.70%,62.50%,20.80%
PKL-09,Haryana Steelers,,7,27,30%,18.50%,51.90%,29.60%
PKL-09,Haryana Steelers,Manjeet Dahiya,1,2,1%,,100.00%,
PKL-09,Haryana Steelers,,2,5,3%,,80.00%,20.00%
PKL-09,Haryana Steelers,,3,14,8%,42.90%,21.40%,35.70%
PKL-09,Haryana Steelers,,4,25,14%,48.00%,24.00%,28.00%
PKL-09,Haryana Steelers,,5,33,18%,45.50%,33.30%,21.20%
PKL-09,Haryana Steelers,,6,35,19%,34.30%,51.40%,14.30%
PKL-09,Haryana Steelers,,7,71,38%,22.50%,52.10%,25.40%
PKL-09,Haryana Steelers,Meetu Mahender,1,1,0%,,100.00%,
PKL-09,Haryana Steelers,,2,11,3%,9.10%,72.70%,18.20%
PKL-09,Haryana Steelers,,3,32,10%,37.50%,31.30%,31.30%
PKL-09,Haryana Steelers,,4,53,17%,45.30%,26.40%,28.30%
PKL-09,Haryana Steelers,,5,69,22%,43.50%,26.10%,30.40%
PKL-09,Haryana Steelers,,6,57,18%,36.80%,36.80%,26.30%
PKL-09,Haryana Steelers,,7,95,30%,34.70%,46.30%,18.90%
PKL-09,Haryana Steelers,Mohit,7,1,100%,,,100.00%
PKL-09,Haryana Steelers,Mohit Nandal,7,1,100%,,,100.00%
PKL-09,Haryana Steelers,Nitin Rawal,3,3,10%,100.00%,,
PKL-09,Haryana Steelers,,5,5,17%,100.00%,,
PKL-09,Haryana Steelers,,6,4,14%,75.00%,,25.00%
PKL-09,Haryana Steelers,,7,17,59%,41.20%,23.50%,35.30%
PKL-09,Haryana Steelers,Rakesh Narwal,1,1,1%,,100.00%,
PKL-09,Haryana Steelers,,2,3,3%,,100.00%,
PKL-09,Haryana Steelers,,3,4,4%,50.00%,50.00%,
PKL-09,Haryana Steelers,,4,15,14%,73.30%,6.70%,20.00%
PKL-09,Haryana Steelers,,5,28,25%,82.10%,3.60%,14.30%
PKL-09,Haryana Steelers,,6,24,22%,25.00%,41.70%,33.30%
PKL-09,Haryana Steelers,,7,35,32%,31.40%,42.90%,25.70%
PKL-09,Haryana Steelers,Sushil,2,3,11%,,100.00%,
PKL-09,Haryana Steelers,,3,2,7%,50.00%,50.00%,
PKL-09,Haryana Steelers,,4,3,11%,,66.70%,33.30%
PKL-09,Haryana Steelers,,5,2,7%,,50.00%,50.00%
PKL-09,Haryana Steelers,,6,7,26%,,71.40%,28.60%
PKL-09,Haryana Steelers,,7,10,37%,30.00%,50.00%,20.00%
PKL-09,Haryana Steelers,Vinay,4,5,28%,20.00%,,80.00%
PKL-09,Haryana Steelers,,5,3,17%,,,100.00%
PKL-09,Haryana Steelers,,6,3,17%,33.30%,66.70%,
PKL-09,Haryana Steelers,,7,7,39%,14.30%,57.10%,28.60%
PKL-09,Haryana Steelers,Vinay Tevatia,3,2,6%,,50.00%,50.00%
PKL-09,Haryana Steelers,,4,7,20%,14.30%,42.90%,42.90%
PKL-09,Haryana Steelers,,5,10,29%,20.00%,50.00%,30.00%
PKL-09,Haryana Steelers,,6,3,9%,,66.70%,33.30%
PKL-09,Haryana Steelers,,7,13,37%,30.80%,30.80%,38.50%
