match_played,value,team_id,team_name,rank,points_per_match
24,15,4,Bengal Warriors,1,0.625
23,15,28,Haryana Steelers,2,0.6521739130434783
22,14,6,Patna Pirates,3,0.6363636363636364
24,13,1,Bengaluru Bulls,4,0.5416666666666666
22,11,3,Jaipur Pink Panthers,5,0.5
22,11,8,Telugu Titans,6,0.5
24,9,5,U Mumba,7,0.375
24,8,2,Dabang Delhi K.C.,8,0.3333333333333333
22,8,7,Puneri Paltan,9,0.36363636363636365
22,7,31,Gujarat Giants,10,0.3181818181818182
23,6,30,U.P. Yoddha,11,0.2608695652173913
22,4,29,Tamil Thalaivas,12,0.18181818181818182
