match_played,value,team_id,team_name,rank,points_per_match
22,37,8,Telugu Titans,1,1.6818181818181819
22,30,5,U Mumba,2,1.3636363636363635
24,28,29,Tamil Thalaivas,3,1.1666666666666667
23,22,30,U.P. Yoddhas,4,0.9565217391304348
23,22,2,Dabang Delhi K.C.,5,0.9565217391304348
22,18,6,Patna Pirates,6,0.8181818181818182
24,18,1,Bengaluru Bulls,7,0.75
22,17,28,Haryana Steelers,8,0.7727272727272727
24,16,3,Jaipur Pink Panthers,9,0.6666666666666666
24,14,7,Puneri Paltan,10,0.5833333333333334
22,10,4,Bengal Warriors,11,0.45454545454545453
22,3,31,Gujarat Giants,12,0.13636363636363635
