match_played,value,team_id,team_name,rank,points_per_match
24,46.36,3,Jaipur Pink Panthers,1,1.9316666666666666
22,42.94,5,U Mumba,2,1.9518181818181817
24,40.61,7,Puneri Paltan,3,1.6920833333333334
22,39.06,28,Haryana Steelers,4,1.7754545454545456
24,38.88,1,Bengaluru Bulls,5,1.62
24,37.44,29,Tamil Thalaivas,6,1.5599999999999998
22,37.36,4,Bengal Warriors,7,1.6981818181818182
23,36.79,30,U.P. Yoddhas,8,1.5995652173913044
22,36.5,6,Patna Pirates,9,1.6590909090909092
23,33.84,2,Dabang Delhi K.C.,10,1.4713043478260872
22,32.66,31,Gujarat Giants,11,1.4845454545454544
22,30.0,8,Telugu Titans,12,1.3636363636363635
