match_played,value,team_id,team_name,rank,points_per_match
24,1041,29,Tamil Thalaivas,1,43.375
24,1028,1,Bengaluru Bulls,2,42.833333333333336
24,1018,3,Jaipur Pink Panthers,3,42.416666666666664
24,1006,7,Puneri Paltan,4,41.916666666666664
23,974,30,U.P. Yoddhas,5,42.34782608695652
23,974,2,Dabang Delhi K.C.,6,42.34782608695652
22,953,6,Patna Pirates,7,43.31818181818182
22,939,8,Telugu Titans,8,42.68181818181818
22,935,31,Gujarat Giants,9,42.5
22,928,28,Haryana Steelers,10,42.18181818181818
22,924,4,Bengal Warriors,11,42.0
22,922,5,U Mumba,12,41.90909090909091
