match_played,value,team_id,team_name,rank,points_per_match
24,39.83,3,Jaipur Pink Panthers,1,1.6595833333333332
23,39.61,2,Dabang Delhi K.C.,2,1.7221739130434783
24,39.42,1,Bengaluru Bulls,3,1.6425
22,37.86,31,Gujarat Giants,4,1.720909090909091
23,37.13,30,U.P. Yoddhas,5,1.6143478260869566
22,36.55,4,Bengal Warriors,6,1.6613636363636362
24,36.33,7,Puneri Paltan,7,1.51375
24,35.54,29,Tamil Thalaivas,8,1.4808333333333332
22,35.0,28,Haryana Steelers,9,1.5909090909090908
22,32.86,6,Patna Pirates,10,1.4936363636363637
22,32.5,5,U Mumba,11,1.4772727272727273
22,28.77,8,Telugu Titans,12,1.3077272727272726
