match_played,value,team_id,team_name,rank,points_per_match
24,12.08,3,Jaipur Pink Panthers,1,0.5033333333333333
24,11.29,29,Tamil Thalaivas,2,0.47041666666666665
22,11.18,5,U Mumba,3,0.5081818181818182
23,10.65,2,Dabang Delhi K.C.,4,0.46304347826086956
24,10.58,1,Bengaluru Bulls,5,0.44083333333333335
24,10.5,7,Puneri Paltan,6,0.4375
22,10.18,28,Haryana Steelers,7,0.4627272727272727
23,9.74,30,U.P. Yoddhas,8,0.42347826086956525
22,9.73,6,Patna Pirates,9,0.4422727272727273
22,9.73,4,Bengal Warriors,10,0.4422727272727273
22,9.18,8,Telugu Titans,11,0.41727272727272724
22,8.18,31,Gujarat Giants,12,0.3718181818181818
