match_played,value,team_id,team_name,rank,points_per_match
24,274,3,Jaipur Pink Panthers,1,11.416666666666666
24,243,29,Tamil Thalaivas,2,10.125
24,238,7,Puneri Paltan,3,9.916666666666666
24,236,1,Bengaluru Bulls,4,9.833333333333334
23,223,2,Dabang Delhi K.C.,5,9.695652173913043
22,216,5,U Mumba,6,9.818181818181818
22,207,28,Haryana Steelers,7,9.409090909090908
22,204,4,Bengal Warriors,8,9.272727272727273
23,202,30,U.P. Yoddhas,9,8.782608695652174
22,196,6,Patna Pirates,10,8.909090909090908
22,177,31,Gujarat Giants,11,8.045454545454545
22,165,8,Telugu Titans,12,7.5
