match_played,value,team_id,team_name,rank,points_per_match
24,290,3,Jaipur Pink Panthers,1,12.083333333333334
24,271,29,Tamil Thalaivas,2,11.291666666666666
24,254,1,Bengaluru Bulls,3,10.583333333333334
24,252,7,Puneri Paltan,4,10.5
22,246,5,U Mumba,5,11.181818181818182
23,245,2,Dabang Delhi K.C.,6,10.652173913043478
23,224,30,U.P. Yoddhas,7,9.73913043478261
22,224,28,Haryana Steelers,8,10.181818181818182
22,214,4,Bengal Warriors,9,9.727272727272727
22,214,6,Patna Pirates,10,9.727272727272727
22,202,8,Telugu Titans,11,9.181818181818182
22,180,31,Gujarat Giants,12,8.181818181818182
