match_played,value,team_id,team_name,rank,points_per_match
24,431,1,Bengaluru Bulls,1,17.958333333333332
22,406,6,Patna Pirates,2,18.454545454545453
24,401,2,Dabang Delhi K.C.,3,16.708333333333332
25,392,31,Gujarat Giants,4,15.68
23,372,5,U Mumba,5,16.17391304347826
22,361,28,Haryana Steelers,6,16.40909090909091
25,357,30,U.P. Yoddha,7,14.28
22,345,29,Tamil Thalaivas,8,15.681818181818182
23,340,4,Bengal Warriors,9,14.782608695652174
22,334,3,Jaipur Pink Panthers,10,15.181818181818182
22,289,8,Telugu Titans,11,13.136363636363637
22,286,7,Puneri Paltan,12,13.0
