match_played,value,team_id,team_name,rank,points_per_match
16,32.19,7,Puneri Paltan,1,2.011875
16,31.63,8,Telugu Titans,2,1.976875
16,30.75,6,Patna Pirates,3,1.921875
14,29.93,2,Dabang Delhi K.C.,4,2.137857142857143
16,29.69,3,Jaipur Pink Panthers,5,1.855625
14,28.57,5,U Mumba,6,2.040714285714286
14,27.0,4,Bengal Warriors,7,1.9285714285714286
14,25.71,1,Bengaluru Bulls,8,1.8364285714285715
