,player_id,player_name,total_points_match_played,total_points_value,total_points_team_id,total_points_team,team_name,total_points_rank,total_points_position_id,total_points_position_name,team_full_name,total_points_points_per_match,successful_raids_match_played,successful_raids_value,successful_raids_team_id,successful_raids_team,successful_raids_rank,successful_raids_position_id,successful_raids_position_name,successful_raids_points_per_match,raid_points_match_played,raid_points_value,raid_points_team_id,raid_points_team,raid_points_rank,raid_points_position_id,raid_points_position_name,raid_points_points_per_match,successful_tackles_match_played,successful_tackles_value,successful_tackles_team_id,successful_tackles_team,successful_tackles_rank,successful_tackles_position_id,successful_tackles_position_name,successful_tackles_points_per_match,tackle_points_match_played,tackle_points_value,tackle_points_team_id,tackle_points_team,tackle_points_rank,tackle_points_position_id,tackle_points_position_name,tackle_points_points_per_match,avg_tackle_points_match_played,avg_tackle_points_value,avg_tackle_points_team_id,avg_tackle_points_team,avg_tackle_points_rank,avg_tackle_points_position_id,avg_tackle_points_position_name,avg_tackle_points_points_per_match,dod_raid_points_match_played,dod_raid_points_value,dod_raid_points_team_id,dod_raid_points_team,dod_raid_points_rank,dod_raid_points_position_id,dod_raid_points_position_name,dod_raid_points_points_per_match,super_raids_match_played,super_raids_value,super_raids_team_id,super_raids_team,super_raids_rank,super_raids_position_id,super_raids_position_name,super_raids_points_per_match,super_tackles_match_played,super_tackles_value,super_tackles_team_id,super_tackles_team,super_tackles_rank,super_tackles_position_id,super_tackles_position_name,super_tackles_points_per_match,super_10s_match_played,super_10s_value,super_10s_team_id,super_10s_team,super_10s_rank,super_10s_position_id,super_10s_position_name,super_10s_points_per_match,super_5s_match_played,super_5s_value,super_5s_team_id,super_5s_team,super_5s_rank,super_5s_position_id,super_5s_position_name,super_5s_points_per_match
0,12,Jang Kun Lee,11,65,4,,KOL,14,8,Raider,Bengal Warriors,5.909090909090909,11.0,49.0,4.0,,11.0,8.0,Raider,4.454545454545454,11.0,61.0,4.0,,14.0,8.0,Raider,5.545454545454546,11.0,4.0,4.0,,48.0,8.0,Raider,0.3636363636363636,11.0,4.0,4.0,,47.0,8.0,Raider,0.3636363636363636,11.0,0.36,4.0,,60.0,8.0,Raider,0.0327272727272727,11.0,13.0,4.0,,17.0,8.0,Raider,1.181818181818182,11.0,2.0,4.0,,9.0,8.0,Raider,0.1818181818181818,,,,,,,,,11.0,2.0,4.0,,5.0,8.0,Raider,0.1818181818181818,,,,,,,,
1,26,Ajay Thakur,16,64,7,,PUN,15,8,Raider,Puneri Paltan,4.0,16.0,41.0,7.0,,17.0,8.0,Raider,2.5625,16.0,63.0,7.0,,10.0,8.0,Raider,3.9375,16.0,1.0,7.0,,66.0,8.0,Raider,0.0625,16.0,1.0,7.0,,80.0,8.0,Raider,0.0625,16.0,0.06,7.0,,80.0,8.0,Raider,0.00375,16.0,25.0,7.0,,6.0,8.0,Raider,1.5625,16.0,5.0,7.0,,2.0,8.0,Raider,0.3125,,,,,,,,,16.0,1.0,7.0,,10.0,8.0,Raider,0.0625,,,,,,,,
2,28,Amit Singh Chhillar,9,13,4,,KOL,63,9,Defender,Bengal Warriors,1.4444444444444444,,,,,,,,,,,,,,,,,9.0,13.0,4.0,,30.0,9.0,Defender,1.4444444444444444,9.0,13.0,4.0,,31.0,9.0,Defender,1.4444444444444444,9.0,1.44,4.0,,31.0,9.0,Defender,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,29,Anup Kumar,14,82,5,,MUM,8,8,Raider,U Mumba,5.857142857142857,14.0,60.0,5.0,,6.0,8.0,Raider,4.285714285714286,14.0,72.0,5.0,,7.0,8.0,Raider,5.142857142857143,14.0,9.0,5.0,,34.0,8.0,Raider,0.6428571428571429,14.0,10.0,5.0,,38.0,8.0,Raider,0.7142857142857143,14.0,0.71,5.0,,45.0,8.0,Raider,0.0507142857142857,14.0,3.0,5.0,,38.0,8.0,Raider,0.2142857142857142,14.0,1.0,5.0,,19.0,8.0,Raider,0.0714285714285714,14.0,1.0,5.0,,35.0,8.0,Raider,0.0714285714285714,,,,,,,,,,,,,,,,
4,41,Deepak Niwas Hooda,16,130,7,,PUN,3,0,All Rounder,Puneri Paltan,8.125,16.0,108.0,7.0,,2.0,0.0,All Rounder,6.75,16.0,126.0,7.0,,3.0,0.0,All Rounder,7.875,16.0,4.0,7.0,,47.0,0.0,All Rounder,0.25,16.0,4.0,7.0,,46.0,0.0,All Rounder,0.25,16.0,0.25,7.0,,65.0,0.0,All Rounder,0.015625,16.0,34.0,7.0,,3.0,0.0,All Rounder,2.125,16.0,2.0,7.0,,10.0,0.0,All Rounder,0.125,,,,,,,,,16.0,2.0,7.0,,6.0,0.0,All Rounder,0.125,,,,,,,,
5,42,Dharmaraj Cheralathan,14,41,6,,PAT,27,9,Defender,Patna Pirates,2.9285714285714284,14.0,2.0,6.0,,59.0,9.0,Defender,0.1428571428571428,14.0,2.0,6.0,,60.0,9.0,Defender,0.1428571428571428,14.0,31.0,6.0,,11.0,9.0,Defender,2.2142857142857144,14.0,39.0,6.0,,7.0,9.0,Defender,2.7857142857142856,14.0,2.79,6.0,,8.0,9.0,Defender,0.1992857142857143,,,,,,,,,,,,,,,,,14.0,8.0,6.0,,1.0,9.0,Defender,0.5714285714285714,,,,,,,,,14.0,4.0,6.0,,3.0,9.0,Defender,0.2857142857142857
6,46,Gurvinder Singh,6,4,5,,MUM,84,8,Raider,U Mumba,0.6666666666666666,6.0,4.0,5.0,,52.0,8.0,Raider,0.6666666666666666,6.0,4.0,5.0,,52.0,8.0,Raider,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,5.0,,43.0,8.0,Raider,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,51,Jasmer Singh Gulia,13,19,8,,HYD,53,0,All Rounder,Telugu Titans,1.4615384615384617,,,,,,,,,,,,,,,,,13.0,19.0,8.0,,24.0,0.0,All Rounder,1.4615384615384617,13.0,19.0,8.0,,26.0,0.0,All Rounder,1.4615384615384617,13.0,1.46,8.0,,29.0,0.0,All Rounder,0.1123076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,8.0,,20.0,0.0,All Rounder,0.0769230769230769
8,52,Jasvir Singh,14,88,3,,JAI,6,8,Raider,Jaipur Pink Panthers,6.285714285714286,14.0,64.0,3.0,,5.0,8.0,Raider,4.571428571428571,14.0,82.0,3.0,,5.0,8.0,Raider,5.857142857142857,14.0,4.0,3.0,,46.0,8.0,Raider,0.2857142857142857,14.0,6.0,3.0,,43.0,8.0,Raider,0.4285714285714285,14.0,0.43,3.0,,55.0,8.0,Raider,0.0307142857142857,14.0,16.0,3.0,,14.0,8.0,Raider,1.1428571428571428,,,,,,,,,14.0,2.0,3.0,,18.0,8.0,Raider,0.1428571428571428,14.0,2.0,3.0,,7.0,8.0,Raider,0.1428571428571428,,,,,,,,
9,54,Jeeva Kumar,14,26,5,,MUM,42,9,Defender,U Mumba,1.8571428571428572,,,,,,,,,,,,,,,,,14.0,24.0,5.0,,18.0,9.0,Defender,1.7142857142857142,14.0,26.0,5.0,,17.0,9.0,Defender,1.8571428571428572,14.0,1.86,5.0,,21.0,9.0,Defender,0.1328571428571428,,,,,,,,,,,,,,,,,14.0,2.0,5.0,,19.0,9.0,Defender,0.1428571428571428,,,,,,,,,,,,,,,,
