match_played,value,team_id,team_name,rank,points_per_match
24,903,1,Bengaluru Bulls,1,37.625
24,876,6,Patna Pirates,2,36.5
24,865,30,U.P. Yoddhas,3,36.041666666666664
23,814,7,Puneri Paltan,4,35.391304347826086
24,804,2,Dabang Delhi K.C.,5,33.5
22,756,3,Jaipur Pink Panthers,6,34.36363636363637
22,754,4,Bengal Warriors,7,34.27272727272727
22,741,28,Haryana Steelers,8,33.68181818181818
23,737,31,Gujarat Giants,9,32.04347826086956
22,734,29,Tamil Thalaivas,10,33.36363636363637
22,721,8,Telugu Titans,11,32.77272727272727
22,716,5,U Mumba,12,32.54545454545455
