match_played,value,team_id,team_name,rank,points_per_match
24,400,6,Patna Pirates,1,16.666666666666668
24,391,7,Puneri Paltan,2,16.291666666666668
23,390,2,Dabang Delhi K.C.,3,16.956521739130434
22,386,4,Bengal Warriors,4,17.545454545454547
25,378,28,Haryana Steelers,5,15.12
23,369,3,Jaipur Pink Panthers,6,16.043478260869566
22,367,5,U Mumba,7,16.681818181818183
22,365,29,Tamil Thalaivas,8,16.59090909090909
22,338,30,U.P. Yoddhas,9,15.363636363636363
23,332,31,Gujarat Giants,10,14.434782608695652
22,312,8,Telugu Titans,11,14.181818181818182
22,311,1,Bengaluru Bulls,12,14.136363636363637
