match_played,value,team_id,team_name,rank,points_per_match
22,40.67,4,Bengal Warriors,1,1.8486363636363636
23,40.0,2,Dabang Delhi K.C.,2,1.7391304347826086
22,38.39,5,U Mumba,3,1.745
24,38.35,6,Patna Pirates,4,1.5979166666666667
24,38.26,7,Puneri Paltan,5,1.5941666666666665
23,37.5,3,Jaipur Pink Panthers,6,1.6304347826086956
22,37.47,29,Tamil Thalaivas,7,1.7031818181818181
25,34.74,28,Haryana Steelers,8,1.3896000000000002
22,34.45,30,U.P. Yoddhas,9,1.5659090909090911
23,34.09,31,Gujarat Giants,10,1.4821739130434783
22,32.53,1,Bengaluru Bulls,11,1.4786363636363637
22,31.14,8,Telugu Titans,12,1.4154545454545455
