season,team_id,team_name,team_name,team-average-raid-points_match_played,team-avg-points-scored_match_played,team-all-outs-conceded_match_played,team-successful-tackle-percent_match_played,team-super-raid_match_played,team-raid_match_played,team-successful-raid-percent_match_played,team-dod-raid-points_match_played,team-super-tackles_match_played,team-raid-points_match_played,team-successful-raids_match_played,team-total-points-conceded_match_played,team-tackle-points_match_played,team-total-points_match_played,team-successful-tackles-per-match_match_played,team-all-outs-inflicted_match_played,team-average-tackle-points_match_played,team-successful-tackles_match_played,team-average-raid-points_rank,team-avg-points-scored_rank,team-all-outs-conceded_rank,team-successful-tackle-percent_rank,team-super-raid_rank,team-raid_rank,team-successful-raid-percent_rank,team-dod-raid-points_rank,team-super-tackles_rank,team-raid-points_rank,team-successful-raids_rank,team-total-points-conceded_rank,team-tackle-points_rank,team-total-points_rank,team-successful-tackles-per-match_rank,team-all-outs-inflicted_rank,team-average-tackle-points_rank,team-successful-tackles_rank,team-average-raid-points_value,team-avg-points-scored_value,team-all-outs-conceded_value,team-successful-tackle-percent_value,team-super-raid_value,team-raid_value,team-successful-raid-percent_value,team-dod-raid-points_value,team-super-tackles_value,team-raid-points_value,team-successful-raids_value,team-total-points-conceded_value,team-tackle-points_value,team-total-points_value,team-successful-tackles-per-match_value,team-all-outs-inflicted_value,team-average-tackle-points_value,team-successful-tackles_value,team-average-raid-points_points_per_match,team-avg-points-scored_points_per_match,team-all-outs-conceded_points_per_match,team-successful-tackle-percent_points_per_match,team-super-raid_points_per_match,team-raid_points_per_match,team-successful-raid-percent_points_per_match,team-dod-raid-points_points_per_match,team-super-tackles_points_per_match,team-raid-points_points_per_match,team-successful-raids_points_per_match,team-total-points-conceded_points_per_match,team-tackle-points_points_per_match,team-total-points_points_per_match,team-successful-tackles-per-match_points_per_match,team-all-outs-inflicted_points_per_match,team-average-tackle-points_points_per_match,team-successful-tackles_points_per_match,team_name,team_name
8,29,Tamil Thalaivas,Tamil Thalaivas,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,12,9,1,4,12,7,12,4,9,12,11,6,5,10,4,8,4,5,18.95,33.36,36,38.83,8,919,35.58,83,15,417,327,776,227,734,9.64,25,10.32,212,0.8613636363636363,1.5163636363636364,1.6363636363636365,1.765,0.3636363636363636,41.77272727272727,1.6172727272727272,3.772727272727273,0.6818181818181818,18.954545454545453,14.863636363636363,35.27272727272727,10.318181818181818,33.36363636363637,0.4381818181818182,1.1363636363636365,0.4690909090909091,9.636363636363637,Tamil Thalaivas,Tamil Thalaivas
8,30,U.P. Yoddhas,U.P. Yoddhas,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,3,3,11,6,1,1,8,5,1,2,3,3,4,3,7,2,5,4,21.46,36.04,24,37.85,22,1015,38.62,78,27,515,392,832,242,865,8.96,35,10.08,215,0.8941666666666667,1.5016666666666667,1,1.5770833333333334,0.9166666666666666,42.29166666666666,1.6091666666666666,3.25,1.125,21.45833333333333,16.333333333333332,34.666666666666664,10.083333333333334,36.04166666666666,0.3733333333333333,1.4583333333333333,0.42,8.958333333333334,U.P. Yoddhas,U.P. Yoddhas
8,31,Gujarat Giants,Gujarat Giants,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,10,12,8,10,6,6,10,7,5,8,9,9,10,9,10,11,10,11,19.3,32.04,27,34.97,11,941,36.98,68,22,444,348,755,207,737,8.04,23,9,185,0.8391304347826087,1.3930434782608696,1.173913043478261,1.5204347826086957,0.4782608695652174,40.91304347826087,1.6078260869565215,2.9565217391304346,0.9565217391304348,19.30434782608696,15.130434782608695,32.82608695652174,9,32.04347826086956,0.3495652173913043,1,0.391304348,8.043478260869565,Gujarat Giants,Gujarat Giants
1,1,Bengaluru Bulls,Bengaluru Bulls,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,8,6,7,,7,,,5,6,5,6,5,2,4,,4,2,2,18.19,31.13,30,,7,,,39,10,291,230,479,163,498,,40,10.19,153,1.136875,1.945625,1.875,,0.4375,,,2.4375,0.625,18.1875,14.375,29.9375,10.1875,31.125,,2.5,0.636875,9.5625,Bengaluru Bulls,Bengaluru Bulls
1,2,Dabang Delhi K.C.,Dabang Delhi K.C.,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,4,4,3,,8,,,8,7,6,5,7,5,6,,5,4,5,20.36,32.57,46,,5,,,31,10,285,247,471,134,456,,36,9.57,124,1.4542857142857142,2.3264285714285715,3.2857142857142856,,0.3571428571428571,,,2.2142857142857144,0.7142857142857143,20.357142857142858,17.642857142857142,33.642857142857146,9.571428571428571,32.57142857142857,,2.571428571428572,0.6835714285714286,8.857142857142858,Dabang Delhi K.C.,Dabang Delhi K.C.
1,3,Jaipur Pink Panthers,Jaipur Pink Panthers,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,3,1,6,,5,,,1,4,2,3,8,1,1,,1,1,1,21.5,36.19,30,,9,,,50,12,344,281,458,170,579,,58,10.63,158,1.34375,2.261875,1.875,,0.5625,,,3.125,0.75,21.5,17.5625,28.625,10.625,36.1875,,3.625,0.664375,9.875,Jaipur Pink Panthers,Jaipur Pink Panthers
1,4,Bengal Warriors,Bengal Warriors,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,5,7,2,,4,,,6,2,7,7,2,6,7,,8,6,6,20.21,30.71,50,,11,,,32,16,283,220,515,122,430,,22,8.71,106,1.4435714285714287,2.1935714285714285,3.571428571428572,,0.7857142857142857,,,2.2857142857142856,1.1428571428571428,20.214285714285715,15.714285714285714,36.785714285714285,8.714285714285714,30.714285714285715,,1.5714285714285714,0.6221428571428572,7.571428571428571,Bengal Warriors,Bengal Warriors
1,5,U Mumba,U Mumba,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,2,3,4,,1,,,4,5,1,1,3,3,2,,3,3,3,21.69,34.38,38,,12,,,39,12,347,282,499,157,550,,42,9.81,145,1.355625,2.14875,2.375,,0.75,,,2.4375,0.75,21.6875,17.625,31.1875,9.8125,34.375,,2.625,0.613125,9.0625,U Mumba,U Mumba
1,6,Patna Pirates,Patna Pirates,16,16,16,,16,,,16,16,16,16,16,16,16,,16,16,16,6,5,5,,2,,,3,1,4,4,4,4,3,,6,5,4,19.75,31.5,34,,12,,,42,18,316,257,487,142,504,,36,8.88,124,1.234375,1.96875,2.125,,0.75,,,2.625,1.125,19.75,16.0625,30.4375,8.875,31.5,,2.25,0.555,7.75,Patna Pirates,Patna Pirates
1,7,Puneri Paltan,Puneri Paltan,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,7,8,1,,3,,,2,3,8,8,1,7,8,,7,7,8,19.21,28.93,52,,11,,,48,14,269,206,536,107,405,,24,7.64,93,1.372142857142857,2.0664285714285717,3.7142857142857135,,0.7857142857142857,,,3.4285714285714284,1,19.214285714285715,14.714285714285714,38.285714285714285,7.642857142857143,28.928571428571427,,1.7142857142857142,0.5457142857142857,6.642857142857143,Puneri Paltan,Puneri Paltan
1,8,Telugu Titans,Telugu Titans,14,14,14,,14,,,14,14,14,14,14,14,14,,14,14,14,1,2,8,,6,,,7,8,3,2,6,8,5,,2,8,7,24,35.5,28,,8,,,32,8,336,281,474,104,497,,50,7.43,96,1.7142857142857142,2.5357142857142856,2,,0.5714285714285714,,,2.2857142857142856,0.5714285714285714,24,20.071428571428573,33.857142857142854,7.428571428571429,35.5,,3.571428571428572,0.5307142857142857,6.857142857142857,Telugu Titans,Telugu Titans
6,1,Bengaluru Bulls,Bengaluru Bulls,24,24,24,,24,,,24,24,24,24,24,24,24,,24,24,24,1,2,9,,1,,,7,12,1,1,7,5,1,,2,7,4,22.79,36.96,24,,19,,,73,11,547,431,766,230,887,,37,9.58,219,0.9495833333333332,1.54,1,,0.7916666666666666,,,3.0416666666666665,0.4583333333333333,22.791666666666668,17.958333333333332,31.916666666666668,9.583333333333334,36.958333333333336,,1.5416666666666667,0.3991666666666666,9.125,Bengaluru Bulls,Bengaluru Bulls
6,2,Dabang Delhi K.C.,Dabang Delhi K.C.,24,24,24,,24,,,24,24,24,24,24,24,24,,24,24,24,4,5,6,,10,,,8,5,3,3,3,8,4,,4,9,7,20.13,34.25,28,,9,,,73,18,483,401,824,216,822,,34,9,198,0.83875,1.4270833333333333,1.1666666666666667,,0.375,,,3.0416666666666665,0.75,20.125,16.708333333333332,34.333333333333336,9,34.25,,1.4166666666666667,0.375,8.25,Dabang Delhi K.C.,Dabang Delhi K.C.
6,3,Jaipur Pink Panthers,Jaipur Pink Panthers,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,9,8,2,,4,,,5,4,10,10,5,6,9,,8,5,5,18.86,32.32,32,,13,,,75,23,415,334,780,225,711,,22,10.23,202,0.8572727272727273,1.469090909090909,1.4545454545454546,,0.5909090909090909,,,3.409090909090909,1.0454545454545454,18.863636363636363,15.181818181818182,35.45454545454545,10.227272727272728,32.31818181818182,,1,0.465,9.181818181818182,Jaipur Pink Panthers,Jaipur Pink Panthers
6,4,Bengal Warriors,Bengal Warriors,23,23,23,,23,,,23,23,23,23,23,23,23,,23,23,23,8,9,10,,2,,,4,10,8,9,9,10,7,,7,11,9,18.96,31.52,23,,15,,,85,14,436,340,734,200,725,,23,8.7,186,0.8243478260869566,1.3704347826086956,1,,0.6521739130434783,,,3.695652173913043,0.6086956521739131,18.956521739130437,14.782608695652174,31.91304347826087,8.695652173913043,31.52173913043478,,1,0.3782608695652174,8.086956522,Bengal Warriors,Bengal Warriors
6,5,U Mumba,U Mumba,23,23,23,,23,,,23,23,23,23,23,23,23,,23,23,23,5,1,12,,3,,,1,8,5,5,12,1,3,,1,1,1,19.96,37.22,16,,14,,,89,15,459,372,672,289,856,,41,12.57,274,0.8678260869565217,1.6182608695652174,0.6956521739130435,,0.6086956521739131,,,3.869565217391304,0.6521739130434783,19.956521739130437,16.17391304347826,29.217391304347824,12.565217391304348,37.21739130434783,,1.7826086956521738,0.5465217391304348,11.91304347826087,U Mumba,U Mumba
6,6,Patna Pirates,Patna Pirates,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,2,3,3,,6,,,11,9,2,2,2,9,6,,5,8,10,22.55,36.32,30,,11,,,54,15,496,406,835,201,799,,30,9.14,186,1.025,1.6509090909090909,1.3636363636363635,,0.5,,,2.4545454545454546,0.6818181818181818,22.545454545454547,18.454545454545453,37.95454545454545,9.136363636363637,36.31818181818182,,1.3636363636363635,0.4154545454545454,8.454545454545455,Patna Pirates,Patna Pirates
6,7,Puneri Paltan,Puneri Paltan,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,12,11,5,,12,,,9,2,12,12,11,7,11,,12,6,8,15.73,29.5,29,,6,,,72,30,346,286,694,219,649,,14,9.95,189,0.715,1.3409090909090908,1.318181818181818,,0.2727272727272727,,,3.272727272727273,1.3636363636363635,15.727272727272728,13,31.545454545454547,9.954545454545457,29.5,,0.6363636363636364,0.4522727272727272,8.590909090909092,Puneri Paltan,Puneri Paltan
6,8,Telugu Titans,Telugu Titans,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,11,12,8,,9,,,3,1,11,11,10,4,12,,10,4,6,16.05,29.41,25,,9,,,85,31,353,289,702,233,647,,18,10.59,202,0.7295454545454546,1.336818181818182,1.1363636363636365,,0.4090909090909091,,,3.863636363636364,1.4090909090909092,16.045454545454547,13.136363636363637,31.90909090909091,10.590909090909092,29.40909090909091,,0.8181818181818182,0.4813636363636364,9.181818181818182,Telugu Titans,Telugu Titans
6,28,Haryana Steelers,Haryana Steelers,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,3,6,1,,5,,,12,11,7,6,4,11,8,,11,10,11,20.32,32.5,33,,12,,,44,13,447,361,806,193,715,,16,8.77,180,0.9236363636363636,1.4772727272727273,1.5,,0.5454545454545454,,,2,0.5909090909090909,20.318181818181817,16.40909090909091,36.63636363636363,8.772727272727273,32.5,,0.7272727272727273,0.3986363636363636,8.181818181818182,Haryana Steelers,Haryana Steelers
6,29,Tamil Thalaivas,Tamil Thalaivas,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,7,10,7,,11,,,10,7,9,8,8,12,10,,9,12,12,19.05,30.5,27,,7,,,67,15,419,345,741,189,671,,20,8.59,173,0.865909091,1.3863636363636365,1.2272727272727273,,0.3181818181818182,,,3.0454545454545454,0.6818181818181818,19.045454545454547,15.681818181818182,33.68181818181818,8.590909090909092,30.5,,0.9090909090909092,0.3904545454545454,7.863636363636363,Tamil Thalaivas,Tamil Thalaivas
6,30,U.P. Yoddha,U.P. Yoddha,25,25,25,,25,,,25,25,25,25,25,25,25,,25,25,25,10,7,4,,7,,,2,3,6,7,1,3,5,,6,3,3,17.96,32.48,30,,10,,,86,25,449,357,847,265,812,,26,10.6,240,0.7184,1.2992,1.2,,0.4,,,3.44,1,17.96,14.28,33.88,10.6,32.48,,1.04,0.424,9.6,U.P. Yoddha,U.P. Yoddha
6,31,Gujarat Giants,Gujarat Giants,25,25,25,,25,,,25,25,25,25,25,25,25,,25,25,25,6,4,11,,8,,,6,6,4,4,6,2,2,,3,2,2,19.2,35.04,20,,10,,,74,16,480,392,769,274,876,,36,10.96,258,0.768,1.4016,0.8,,0.4,,,2.96,0.64,19.2,15.68,30.76,10.96,35.04,,1.44,0.4384,10.32,Gujarat Giants,Gujarat Giants
7,1,Bengaluru Bulls,Bengaluru Bulls,24,24,24,,24,,,24,24,24,24,24,24,24,,24,24,24,1,3,3,,4,,,11,4,1,3,1,5,3,,7,9,8,22.21,36.17,33,,13,,,54,26,533,412,855,232,868,,30,9.67,206,0.9254166666666668,1.507083333333333,1.375,,0.5416666666666666,,,2.25,1.0833333333333333,22.20833333333333,17.166666666666668,35.625,9.666666666666666,36.16666666666666,,1.25,0.4029166666666666,8.583333333333334,Bengaluru Bulls,Bengaluru Bulls
7,2,Dabang Delhi K.C.,Dabang Delhi K.C.,24,24,24,,24,,,24,24,24,24,24,24,24,,24,24,24,2,1,9,,8,,,9,12,2,1,2,11,1,,2,11,5,22.17,37.08,26,,8,,,58,8,532,431,823,222,890,,40,9.25,214,0.92375,1.545,1.0833333333333333,,0.3333333333333333,,,2.4166666666666665,0.3333333333333333,22.166666666666668,17.958333333333332,34.291666666666664,9.25,37.083333333333336,,1.6666666666666667,0.3854166666666667,8.916666666666666,Dabang Delhi K.C.,Dabang Delhi K.C.
7,3,Jaipur Pink Panthers,Jaipur Pink Panthers,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,10,10,10,,5,,,1,1,10,12,11,3,10,,10,3,7,17.5,31.82,25,,11,,,80,31,385,295,713,240,700,,20,10.91,209,0.7954545454545454,1.4463636363636363,1.1363636363636365,,0.5,,,3.636363636363636,1.4090909090909092,17.5,13.409090909090908,32.40909090909091,10.909090909090908,31.818181818181817,,0.9090909090909092,0.4959090909090909,9.5,Jaipur Pink Panthers,Jaipur Pink Panthers
7,4,Bengal Warriors,Bengal Warriors,24,24,24,,24,,,24,24,24,24,24,24,24,,24,24,24,3,2,12,,1,,,8,11,3,2,6,6,2,,1,10,3,21.38,36.17,23,,15,,,62,12,513,414,790,229,868,,41,9.54,217,0.8908333333333333,1.507083333333333,0.9583333333333334,,0.625,,,2.583333333333333,0.5,21.375,17.25,32.916666666666664,9.541666666666666,36.16666666666666,,1.7083333333333333,0.3974999999999999,9.041666666666666,Bengal Warriors,Bengal Warriors
7,5,U Mumba,U Mumba,24,24,24,,24,,,24,24,24,24,24,24,24,,24,24,24,8,9,7,,7,,,3,8,6,7,10,4,5,,5,8,4,18.25,32.71,27,,9,,,79,17,438,350,732,233,785,,33,9.71,216,0.7604166666666666,1.3629166666666668,1.125,,0.375,,,3.2916666666666665,0.7083333333333334,18.25,14.583333333333334,30.5,9.708333333333334,32.708333333333336,,1.375,0.4045833333333333,9,U Mumba,U Mumba
7,6,Patna Pirates,Patna Pirates,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,5,4,8,,3,,,4,2,5,6,9,7,6,,3,4,11,20.32,35.18,26,,14,,,78,29,447,354,745,225,774,,34,10.23,196,0.9236363636363636,1.5990909090909091,1.181818181818182,,0.6363636363636364,,,3.5454545454545454,1.318181818181818,20.318181818181817,16.09090909090909,33.86363636363637,10.227272727272728,35.18181818181818,,1.5454545454545454,0.465,8.909090909090908,Patna Pirates,Patna Pirates
7,7,Puneri Paltan,Puneri Paltan,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,7,6,1,,9,,,6,3,8,8,3,1,8,,9,1,2,18.59,33.82,37,,8,,,64,29,409,329,816,264,744,,22,12,235,0.845,1.5372727272727271,1.681818181818182,,0.3636363636363636,,,2.909090909090909,1.318181818181818,18.59090909090909,14.954545454545457,37.09090909090909,12,33.81818181818182,,1,0.5454545454545454,10.681818181818182,Puneri Paltan,Puneri Paltan
7,8,Telugu Titans,Telugu Titans,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,6,8,2,,6,,,12,5,7,5,5,10,9,,11,6,10,19.82,32.95,33,,11,,,49,24,436,355,792,224,725,,18,10.18,200,0.9009090909090908,1.4977272727272728,1.5,,0.5,,,2.227272727272727,1.0909090909090908,19.818181818181817,16.136363636363637,36,10.181818181818182,32.95454545454545,,0.8181818181818182,0.4627272727272727,9.090909090909092,Telugu Titans,Telugu Titans
7,28,Haryana Steelers,Haryana Steelers,23,23,23,,23,,,23,23,23,23,23,23,23,,23,23,23,4,5,6,,2,,,5,9,4,4,4,8,4,,4,7,6,21.3,35.17,28,,15,,,76,15,490,377,802,225,809,,33,9.78,210,0.9260869565217392,1.529130434782609,1.2173913043478262,,0.6521739130434783,,,3.3043478260869565,0.6521739130434783,21.30434782608696,16.391304347826086,34.869565217391305,9.782608695652174,35.17391304347826,,1.434782608695652,0.4252173913043478,9.130434782608695,Haryana Steelers,Haryana Steelers
7,29,Tamil Thalaivas,Tamil Thalaivas,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,11,12,4,,12,,,10,10,11,10,8,12,12,,12,12,12,17.18,29.18,31,,4,,,58,15,378,308,761,192,642,,15,8.73,177,0.7809090909090909,1.3263636363636364,1.4090909090909092,,0.1818181818181818,,,2.636363636363636,0.6818181818181818,17.181818181818183,14,34.59090909090909,8.727272727272727,29.181818181818183,,0.6818181818181818,0.3968181818181818,8.045454545454545,Tamil Thalaivas,Tamil Thalaivas
7,30,U.P. Yoddha,U.P. Yoddha,23,23,23,,23,,,23,23,23,23,23,23,23,,23,23,23,9,7,5,,11,,,2,6,9,9,7,2,7,,6,2,1,17.74,33.48,29,,6,,,80,19,408,328,764,260,770,,32,11.3,241,0.7713043478260869,1.4556521739130432,1.2608695652173914,,0.2608695652173913,,,3.4782608695652173,0.8260869565217391,17.73913043478261,14.26086956521739,33.21739130434783,11.304347826086955,33.47826086956522,,1.391304347826087,0.491304348,10.478260869565217,U.P. Yoddha,U.P. Yoddha
7,31,Gujarat Giants,Gujarat Giants,22,22,22,,22,,,22,22,22,22,22,22,22,,22,22,22,12,11,11,,10,,,7,7,12,11,12,9,11,,8,5,9,16.91,31.18,25,,7,,,63,19,372,305,668,224,686,,25,10.18,205,0.7686363636363637,1.4172727272727272,1.1363636363636365,,0.3181818181818182,,,2.863636363636364,0.8636363636363636,16.90909090909091,13.863636363636363,30.363636363636363,10.181818181818182,31.181818181818183,,1.1363636363636365,0.4627272727272727,9.318181818181818,Gujarat Giants,Gujarat Giants
9,1,Bengaluru Bulls,Bengaluru Bulls,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,3,3,3,5,2,2,3,9,7,1,1,2,3,2,4,2,5,4,22.92,39.42,36,38.88,20,1028,42.8,60,18,550,440,895,254,946,9.83,45,10.58,236,0.955,1.6425,1.5,1.62,0.8333333333333334,42.833333333333336,1.7833333333333332,2.5,0.75,22.916666666666668,18.33333333333333,37.29166666666666,10.583333333333334,39.41666666666666,0.4095833333333333,1.875,0.4408333333333333,9.833333333333334,Bengaluru Bulls,Bengaluru Bulls
9,2,Dabang Delhi K.C.,Dabang Delhi K.C.,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2,2,2,10,5,6,2,10,5,3,2,1,6,3,6,6,4,5,23.57,39.61,41,33.84,13,974,44.56,59,22,542,434,926,245,911,9.7,34,10.65,223,1.0247826086956522,1.7221739130434783,1.7826086956521738,1.4713043478260872,0.5652173913043478,42.34782608695652,1.937391304347826,2.565217391304348,0.9565217391304348,23.565217391304348,18.869565217391305,40.26086956521739,10.652173913043478,39.60869565217392,0.4217391304347825,1.4782608695652173,0.4630434782608695,9.695652173913045,Dabang Delhi K.C.,Dabang Delhi K.C.
9,3,Jaipur Pink Panthers,Jaipur Pink Panthers,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,6,1,12,1,8,3,4,6,9,4,3,10,1,1,1,1,1,1,21.63,39.83,18,46.36,11,1018,42.44,70,16,519,432,758,290,956,11.42,48,12.08,274,0.90125,1.6595833333333332,0.75,1.9316666666666664,0.4583333333333333,42.41666666666666,1.768333333333333,2.9166666666666665,0.6666666666666666,21.625,18,31.58333333333333,12.083333333333334,39.833333333333336,0.4758333333333333,2,0.5033333333333333,11.416666666666666,Jaipur Pink Panthers,Jaipur Pink Panthers
9,4,Bengal Warriors,Bengal Warriors,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,4,6,6,7,1,11,5,8,11,7,8,6,9,8,8,7,10,8,22.23,36.55,32,37.36,22,924,40.91,60,10,489,378,816,214,804,9.27,30,9.73,204,1.0104545454545455,1.6613636363636362,1.4545454545454546,1.6981818181818182,1,42,1.8595454545454544,2.727272727272727,0.4545454545454545,22.227272727272727,17.181818181818183,37.09090909090909,9.727272727272728,36.54545454545455,0.4213636363636363,1.3636363636363635,0.4422727272727273,9.272727272727272,Bengal Warriors,Bengal Warriors
9,5,U Mumba,U Mumba,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,11,11,10,2,7,12,11,4,2,11,12,12,5,11,5,11,3,6,17.45,32.5,27,42.94,12,922,31.89,75,30,384,294,743,246,715,9.82,23,11.18,216,0.7931818181818181,1.4772727272727273,1.2272727272727273,1.9518181818181817,0.5454545454545454,41.90909090909091,1.4495454545454545,3.409090909090909,1.3636363636363635,17.454545454545453,13.363636363636363,33.77272727272727,11.181818181818182,32.5,0.4463636363636363,1.0454545454545454,0.5081818181818182,9.818181818181818,U Mumba,U Mumba
9,6,Patna Pirates,Patna Pirates,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,10,10,4,9,11,7,10,1,6,10,10,9,10,10,9,9,9,10,19,32.86,34,36.5,9,953,35.99,107,18,418,343,781,214,723,8.91,28,9.73,196,0.8636363636363636,1.4936363636363637,1.5454545454545454,1.6590909090909092,0.4090909090909091,43.31818181818182,1.635909090909091,4.863636363636363,0.8181818181818182,19,15.590909090909092,35.5,9.727272727272728,32.86363636363637,0.405,1.2727272727272727,0.4422727272727273,8.909090909090908,Patna Pirates,Patna Pirates
9,7,Puneri Paltan,Puneri Paltan,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,7,7,11,3,10,4,6,3,10,5,5,8,4,4,3,3,6,3,21.13,36.33,26,40.61,11,1006,40.85,80,14,507,411,808,252,872,9.92,38,10.5,238,0.8804166666666666,1.51375,1.0833333333333333,1.6920833333333334,0.4583333333333333,41.91666666666666,1.7020833333333334,3.333333333333333,0.5833333333333334,21.125,17.125,33.666666666666664,10.5,36.333333333333336,0.4133333333333333,1.5833333333333333,0.4375,9.916666666666666,Puneri Paltan,Puneri Paltan
9,8,Telugu Titans,Telugu Titans,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,12,12,1,12,12,8,12,11,1,12,11,3,11,12,12,12,11,12,17.09,28.77,48,30,6,939,31.63,57,37,376,297,878,202,633,7.5,11,9.18,165,0.7768181818181819,1.3077272727272726,2.1818181818181817,1.3636363636363635,0.2727272727272727,42.68181818181818,1.4377272727272727,2.590909090909091,1.681818181818182,17.09090909090909,13.5,39.90909090909091,9.181818181818182,28.772727272727277,0.3409090909090909,0.5,0.4172727272727272,7.5,Telugu Titans,Telugu Titans
9,28,Haryana Steelers,Haryana Steelers,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,8,9,9,4,6,10,8,12,8,9,9,11,8,9,7,10,7,7,20.82,35,29,39.06,13,928,38.69,50,17,458,359,754,224,770,9.41,25,10.18,207,0.9463636363636364,1.5909090909090908,1.318181818181818,1.7754545454545456,0.5909090909090909,42.18181818181818,1.7586363636363636,2.272727272727273,0.7727272727272727,20.818181818181817,16.318181818181817,34.27272727272727,10.181818181818182,35,0.4277272727272727,1.1363636363636365,0.4627272727272727,9.409090909090908,Haryana Steelers,Haryana Steelers
9,29,Tamil Thalaivas,Tamil Thalaivas,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,9,8,5,6,9,1,9,2,3,8,7,4,2,6,2,8,2,2,20.29,35.54,33,37.44,11,1041,36.7,98,28,487,382,850,271,853,10.13,30,11.29,243,0.8454166666666666,1.4808333333333332,1.375,1.5599999999999998,0.4583333333333333,43.375,1.5291666666666668,4.083333333333333,1.1666666666666667,20.291666666666668,15.916666666666666,35.416666666666664,11.291666666666666,35.541666666666664,0.4220833333333333,1.25,0.4704166666666666,10.125,Tamil Thalaivas,Tamil Thalaivas
9,30,U.P. Yoddhas,U.P. Yoddhas,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,5,5,8,8,3,5,7,5,4,6,6,7,7,5,10,4,8,9,21.91,37.13,29,36.79,20,974,39.43,70,22,504,384,812,224,854,8.78,37,9.74,202,0.952608696,1.6143478260869566,1.2608695652173914,1.5995652173913044,0.8695652173913043,42.34782608695652,1.7143478260869565,3.0434782608695654,0.9565217391304348,21.91304347826087,16.695652173913043,35.30434782608695,9.739130435,37.130434782608695,0.3817391304347826,1.608695652173913,0.4234782608695652,8.782608695652174,U.P. Yoddhas,U.P. Yoddhas
9,31,Gujarat Giants,Gujarat Giants,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,4,7,11,4,9,1,7,12,2,4,5,12,7,11,5,12,11,24.95,37.86,30,32.66,16,935,44.92,63,3,549,420,849,180,833,8.05,34,8.18,177,1.134090909090909,1.720909090909091,1.3636363636363635,1.4845454545454544,0.7272727272727273,42.5,2.041818181818182,2.863636363636364,0.1363636363636363,24.954545454545453,19.09090909090909,38.59090909090909,8.181818181818182,37.86363636363637,0.3659090909090909,1.5454545454545454,0.3718181818181818,8.045454545454545,Gujarat Giants,Gujarat Giants
10,1,Bengaluru Bulls,Bengaluru Bulls,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,11,12,6,3,2,11,11,8,9,12,12,7,7,12,4,9,5,6,18.45,33.36,31,43.74,16,956,32.53,72,19,406,311,801,246,734,10.32,25,11.18,227,0.8386363636363636,1.5163636363636364,1.4090909090909092,1.9881818181818185,0.7272727272727273,43.45454545454545,1.4786363636363635,3.272727272727273,0.8636363636363636,18.454545454545453,14.136363636363637,36.40909090909091,11.181818181818182,33.36363636363637,0.4690909090909091,1.1363636363636365,0.5081818181818182,10.318181818181818,Bengaluru Bulls,Bengaluru Bulls
