,Player_Name,Tournament,Team,Price,Status
311,rajesh mondal,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.55 L,SOLD
312,rajesh mondal,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.60 L,RETAINED
313,rajesh mondal,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
314,rajesh mondal,Pro Kabaddi Season 4,Bengal Warriors,10.40 L,SOLD
315,ankit beniwal,Pro Kabaddi Season 8,Gujarat Giants,15.00 L,SOLD
316,ankit beniwal,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.55 L,SOLD
317,ankit beniwal,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.60 L,RETAINED
318,ankit beniwal,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
319,ankit beniwal,Pro Kabaddi Season 4,Bengal Warriors,10.40 L,SOLD
320,mohammad esmaeil nabibakhsh,Pro Kabaddi Season 8,Gujarat Giants,15.00 L,SOLD
321,mohammad esmaeil nabibakhsh,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.55 L,SOLD
322,mohammad esmaeil nabibakhsh,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.60 L,RETAINED
323,mohammad esmaeil nabibakhsh,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
324,mohammad esmaeil nabibakhsh,Pro Kabaddi Season 4,Bengal Warriors,10.40 L,SOLD
325,shrikant tewthia,Pro Kabaddi Season 8,Gujarat Giants,15.00 L,SOLD
326,shrikant tewthia,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.55 L,SOLD
327,shrikant tewthia,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.60 L,RETAINED
328,shrikant tewthia,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
329,shrikant tewthia,Pro Kabaddi Season 4,Bengal Warriors,10.40 L,SOLD
330,vishal prabhakar mane,Pro Kabaddi Season 8,Gujarat Giants,15.00 L,SOLD
331,vishal prabhakar mane,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.55 L,SOLD
332,vishal prabhakar mane,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.60 L,RETAINED
333,vishal prabhakar mane,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
334,vishal prabhakar mane,Pro Kabaddi Season 4,Bengal Warriors,10.40 L,SOLD
335,sandeep kandola,Pro Kabaddi Season 8,Gujarat Giants,15.00 L,SOLD
336,sandeep kandola,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.55 L,SOLD
337,sandeep kandola,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.60 L,RETAINED
338,sandeep kandola,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
339,sandeep kandola,Pro Kabaddi Season 4,Bengal Warriors,10.40 L,SOLD
340,rakesh kumar,Pro Kabaddi Season 8,Gujarat Giants,15.00 L,SOLD
341,rakesh kumar,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.55 L,SOLD
342,rakesh kumar,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.60 L,RETAINED
343,rakesh kumar,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
344,rakesh kumar,Pro Kabaddi Season 4,Bengal Warriors,10.40 L,SOLD
345,shubham shinde,Pro Kabaddi Season 8,Gujarat Giants,15.00 L,SOLD
346,shubham shinde,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.55 L,SOLD
347,shubham shinde,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.60 L,RETAINED
348,shubham shinde,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
349,shubham shinde,Pro Kabaddi Season 4,Bengal Warriors,10.40 L,SOLD
350,sahil gulia,Pro Kabaddi Season 8,Gujarat Giants,15.00 L,SOLD
351,sahil gulia,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.55 L,SOLD
352,sahil gulia,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.60 L,RETAINED
353,sahil gulia,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
354,sahil gulia,Pro Kabaddi Season 4,Bengal Warriors,10.40 L,SOLD
355,mahendra ganesh rajput,Pro Kabaddi Season 8,Gujarat Giants,15.00 L,SOLD
356,mahendra ganesh rajput,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.55 L,SOLD
357,mahendra ganesh rajput,Pro Kabaddi Season 6,Gujarat Fortunegiants,24.60 L,RETAINED
358,mahendra ganesh rajput,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
359,mahendra ganesh rajput,Pro Kabaddi Season 4,Bengal Warriors,10.40 L,SOLD
360,ravi dalal,Pro Kabaddi Season 9,Patna Pirates,54.20 L,RETAINED
361,ravi dalal,Pro Kabaddi Season 8,Patna Pirates,49.00 L,RETAINED
362,guman singh,Pro Kabaddi Season 9,Patna Pirates,54.20 L,RETAINED
363,guman singh,Pro Kabaddi Season 8,Patna Pirates,49.00 L,RETAINED
364,ashu singh,Pro Kabaddi Season 9,Patna Pirates,54.20 L,RETAINED
365,ashu singh,Pro Kabaddi Season 8,Patna Pirates,49.00 L,RETAINED
366,nitin kumar,Pro Kabaddi Season 9,Patna Pirates,54.20 L,RETAINED
367,nitin kumar,Pro Kabaddi Season 8,Patna Pirates,49.00 L,RETAINED
368,rahul sethpal,Pro Kabaddi Season 9,Patna Pirates,54.20 L,RETAINED
369,rahul sethpal,Pro Kabaddi Season 8,Patna Pirates,49.00 L,RETAINED
370,mahesh goud,Pro Kabaddi Season 9,Patna Pirates,54.20 L,RETAINED
371,mahesh goud,Pro Kabaddi Season 8,Patna Pirates,49.00 L,RETAINED
372,hadi oshtorak,Pro Kabaddi Season 9,Patna Pirates,54.20 L,RETAINED
373,hadi oshtorak,Pro Kabaddi Season 8,Patna Pirates,49.00 L,RETAINED
374,ajinkya ashok pawar,Pro Kabaddi Season 9,Patna Pirates,54.20 L,RETAINED
375,ajinkya ashok pawar,Pro Kabaddi Season 8,Patna Pirates,49.00 L,RETAINED
376,kuldeep singh,Pro Kabaddi Season 9,Patna Pirates,54.20 L,RETAINED
377,kuldeep singh,Pro Kabaddi Season 8,Patna Pirates,49.00 L,RETAINED
378,neeraj kumar,Pro Kabaddi Season 9,Patna Pirates,54.20 L,RETAINED
379,neeraj kumar,Pro Kabaddi Season 8,Patna Pirates,49.00 L,RETAINED
380,ashish kumar sangwan,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
381,ashish kumar sangwan,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.25 L,SOLD
382,ashish kumar sangwan,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
383,shabeer bapu sharfudheen,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
384,shabeer bapu sharfudheen,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.25 L,SOLD
385,shabeer bapu sharfudheen,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
386,rinku hari,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
387,rinku hari,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.25 L,SOLD
388,rinku hari,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
389,ajay kumar,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
390,ajay kumar,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.25 L,SOLD
391,ajay kumar,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
392,rinku narwal,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
393,rinku narwal,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.25 L,SOLD
394,rinku narwal,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
395,rajnish,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
396,rajnish,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.25 L,SOLD
397,rajnish,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
398,mohit nandal,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
399,mohit nandal,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.25 L,SOLD
400,mohit nandal,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
401,surjeet narwal,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
402,surjeet narwal,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.25 L,SOLD
403,surjeet narwal,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
404,sonu,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
405,sonu,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.25 L,SOLD
406,sonu,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
407,vishal,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
408,vishal,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.25 L,SOLD
409,vishal,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
410,selvamani k,Pro Kabaddi Season 9,U Mumba,20.00 L,FBM
411,selvamani k,Pro Kabaddi Season 8,U Mumba,16.00 L,RETAINED
412,selvamani k,Pro Kabaddi Season 7,U Mumba,10.00 L,SOLD
413,neeraj narwal,Pro Kabaddi Season 9,U Mumba,20.00 L,FBM
414,neeraj narwal,Pro Kabaddi Season 8,U Mumba,16.00 L,RETAINED
415,neeraj narwal,Pro Kabaddi Season 7,U Mumba,10.00 L,SOLD
416,vikas kale,Pro Kabaddi Season 9,U Mumba,20.00 L,FBM
417,vikas kale,Pro Kabaddi Season 8,U Mumba,16.00 L,RETAINED
418,vikas kale,Pro Kabaddi Season 7,U Mumba,10.00 L,SOLD
419,amit sheoran,Pro Kabaddi Season 9,U Mumba,20.00 L,FBM
420,amit sheoran,Pro Kabaddi Season 8,U Mumba,16.00 L,RETAINED
421,amit sheoran,Pro Kabaddi Season 7,U Mumba,10.00 L,SOLD
422,surjeet singh,Pro Kabaddi Season 9,U Mumba,20.00 L,FBM
423,surjeet singh,Pro Kabaddi Season 8,U Mumba,16.00 L,RETAINED
424,surjeet singh,Pro Kabaddi Season 7,U Mumba,10.00 L,SOLD
425,sunil jaipal,Pro Kabaddi Season 9,U Mumba,20.00 L,FBM
426,sunil jaipal,Pro Kabaddi Season 8,U Mumba,16.00 L,RETAINED
427,sunil jaipal,Pro Kabaddi Season 7,U Mumba,10.00 L,SOLD
428,nitin madane,Pro Kabaddi Season 9,U Mumba,20.00 L,FBM
429,nitin madane,Pro Kabaddi Season 8,U Mumba,16.00 L,RETAINED
430,nitin madane,Pro Kabaddi Season 7,U Mumba,10.00 L,SOLD
431,ankush ashok,Pro Kabaddi Season 9,U Mumba,20.00 L,FBM
432,ankush ashok,Pro Kabaddi Season 8,U Mumba,16.00 L,RETAINED
433,ankush ashok,Pro Kabaddi Season 7,U Mumba,10.00 L,SOLD
434,farhad milaghardan,Pro Kabaddi Season 9,U Mumba,20.00 L,FBM
435,farhad milaghardan,Pro Kabaddi Season 8,U Mumba,16.00 L,RETAINED
436,farhad milaghardan,Pro Kabaddi Season 7,U Mumba,10.00 L,SOLD
437,harendra kumar,Pro Kabaddi Season 9,U Mumba,20.00 L,FBM
438,harendra kumar,Pro Kabaddi Season 8,U Mumba,16.00 L,RETAINED
439,harendra kumar,Pro Kabaddi Season 7,U Mumba,10.00 L,SOLD
440,somvir shekhar,Pro Kabaddi Season 7,UP Yoddha,10.00 L,SOLD
441,somvir shekhar,Pro Kabaddi Season 6,Patna Pirates,12.25 L,SOLD
442,somvir shekhar,Pro Kabaddi Season 5,UP Yoddha,28.50 L,SOLD
443,somvir shekhar,Pro Kabaddi Season 4,U Mumba,17.20 L,SOLD
444,deepak kumar dahiya,Pro Kabaddi Season 7,UP Yoddha,10.00 L,SOLD
445,deepak kumar dahiya,Pro Kabaddi Season 6,Patna Pirates,12.25 L,SOLD
446,deepak kumar dahiya,Pro Kabaddi Season 5,UP Yoddha,28.50 L,SOLD
447,deepak kumar dahiya,Pro Kabaddi Season 4,U Mumba,17.20 L,SOLD
448,baldev singh,Pro Kabaddi Season 7,UP Yoddha,10.00 L,SOLD
449,baldev singh,Pro Kabaddi Season 6,Patna Pirates,12.25 L,SOLD
450,baldev singh,Pro Kabaddi Season 5,UP Yoddha,28.50 L,SOLD
451,baldev singh,Pro Kabaddi Season 4,U Mumba,17.20 L,SOLD
452,c  arun,Pro Kabaddi Season 7,UP Yoddha,10.00 L,SOLD
453,c  arun,Pro Kabaddi Season 6,Patna Pirates,12.25 L,SOLD
454,c  arun,Pro Kabaddi Season 5,UP Yoddha,28.50 L,SOLD
455,c  arun,Pro Kabaddi Season 4,U Mumba,17.20 L,SOLD
456,nilesh shinde,Pro Kabaddi Season 7,UP Yoddha,10.00 L,SOLD
457,nilesh shinde,Pro Kabaddi Season 6,Patna Pirates,12.25 L,SOLD
458,nilesh shinde,Pro Kabaddi Season 5,UP Yoddha,28.50 L,SOLD
459,nilesh shinde,Pro Kabaddi Season 4,U Mumba,17.20 L,SOLD
460,himanshu virender,Pro Kabaddi Season 7,UP Yoddha,10.00 L,SOLD
461,himanshu virender,Pro Kabaddi Season 6,Patna Pirates,12.25 L,SOLD
462,himanshu virender,Pro Kabaddi Season 5,UP Yoddha,28.50 L,SOLD
463,himanshu virender,Pro Kabaddi Season 4,U Mumba,17.20 L,SOLD
464,sunil kumar,Pro Kabaddi Season 7,UP Yoddha,10.00 L,SOLD
465,sunil kumar,Pro Kabaddi Season 6,Patna Pirates,12.25 L,SOLD
466,sunil kumar,Pro Kabaddi Season 5,UP Yoddha,28.50 L,SOLD
467,sunil kumar,Pro Kabaddi Season 4,U Mumba,17.20 L,SOLD
468,athul m s,Pro Kabaddi Season 7,UP Yoddha,10.00 L,SOLD
469,athul m s,Pro Kabaddi Season 6,Patna Pirates,12.25 L,SOLD
470,athul m s,Pro Kabaddi Season 5,UP Yoddha,28.50 L,SOLD
471,athul m s,Pro Kabaddi Season 4,U Mumba,17.20 L,SOLD
472,anil kumar,Pro Kabaddi Season 7,UP Yoddha,10.00 L,SOLD
473,anil kumar,Pro Kabaddi Season 6,Patna Pirates,12.25 L,SOLD
474,anil kumar,Pro Kabaddi Season 5,UP Yoddha,28.50 L,SOLD
475,anil kumar,Pro Kabaddi Season 4,U Mumba,17.20 L,SOLD
476,surender singh bhola,Pro Kabaddi Season 7,UP Yoddha,10.00 L,SOLD
477,surender singh bhola,Pro Kabaddi Season 6,Patna Pirates,12.25 L,SOLD
478,surender singh bhola,Pro Kabaddi Season 5,UP Yoddha,28.50 L,SOLD
479,surender singh bhola,Pro Kabaddi Season 4,U Mumba,17.20 L,SOLD
480,rakesh narwal,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
481,rakesh narwal,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
482,rakesh narwal,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
483,rakesh narwal,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
484,rakesh narwal,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
485,vinay virender,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
486,vinay virender,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
487,vinay virender,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
488,vinay virender,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
489,vinay virender,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
490,ashish,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
491,ashish,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
492,ashish,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
493,ashish,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
494,ashish,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
495,akshay kumar,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
496,akshay kumar,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
497,akshay kumar,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
498,akshay kumar,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
499,akshay kumar,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
500,sahul kumar,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
501,sahul kumar,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
502,sahul kumar,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
503,sahul kumar,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
504,sahul kumar,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
505,manjeet,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
506,manjeet,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
507,manjeet,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
508,manjeet,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
509,manjeet,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
510,mohsen maghsoudlou,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
511,mohsen maghsoudlou,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
512,mohsen maghsoudlou,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
513,mohsen maghsoudlou,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
514,mohsen maghsoudlou,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
515,rohit rana,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
516,rohit rana,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
517,rohit rana,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
518,rohit rana,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
519,rohit rana,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
520,sushil om,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
521,sushil om,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
522,sushil om,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
523,sushil om,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
524,sushil om,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
525,sagar b  krishna,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
526,sagar b  krishna,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
527,sagar b  krishna,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
528,sagar b  krishna,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
529,sagar b  krishna,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
530,tushar patil,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
531,tushar patil,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
532,adarsh t,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
533,adarsh t,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
534,aman,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
535,aman,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
536,akshay jaywant bodake,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
537,akshay jaywant bodake,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
538,amit nagar,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
539,amit nagar,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
540,ankit,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
541,ankit,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
542,amirmohammad zafardanesh,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
543,amirmohammad zafardanesh,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
544,sachin kumar,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
545,sachin kumar,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
546,rohit raghav,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
547,rohit raghav,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
548,manoj kumar,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
549,manoj kumar,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
550,brijendra singh chaudhary,,,,
551,amit nirwal,,,,
552,yogesh,,,,
553,abolfazel maghsodlo,,,,
554,jasmer singh gulia,,,,
555,d  suresh kumar,,,,
556,ajinkya pawar,,,,
557,vikas jaglan,,,,
558,mallikarjun,,,,
559,rohit tomar,,,,
560,umesh,,,,
561,bhupender singh,,,,
562,vaibhav bhausaheb garje,,,,
563,mohit rajesh,,,,
564,abinesh nadarajan,,,,
565,gaurav kathri,,,,
566,sumit singh,,,,
567,ankush,,,,
568,vinod kumar,,,,
569,kuldeep singh,,,,
570,manjeet,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
571,vijay malik,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
572,jai bhagwan,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
573,shubham kumar,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
574,jeeva gopal,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
575,mohit,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
576,mohit jaipal,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
577,jaideep dahiya,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
578,rakesh gowda,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
579,bhavani rajput,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
580,sunil siddhgavali,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
581,sunil siddhgavali,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
582,vikas,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
583,vikas,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
584,reza mirbagheri,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
585,reza mirbagheri,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
586,mahipal narwal,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
587,mahipal narwal,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
588,darshan kadian,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
589,darshan kadian,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
590,himanshu surajmal,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
591,himanshu surajmal,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
592,shivam patare,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
593,shivam patare,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
594,sushil gulia,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
595,sushil gulia,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
596,darshan j ,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
597,darshan j ,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
598,pavan t r,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
599,pavan t r,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
600,priyanka,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
601,priyanka,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
602,priyanka,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
603,vinoth kumar,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
604,vinoth kumar,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
605,vinoth kumar,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
606,gurdeep,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
607,gurdeep,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
608,gurdeep,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
609,preetam chhillar,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
610,preetam chhillar,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
611,preetam chhillar,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
612,rohit kumar,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
613,rohit kumar,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
614,rohit kumar,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
615,sudhakar m,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
616,sudhakar m,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
617,sudhakar m,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
618,jawahar dagar,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
619,jawahar dagar,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
620,jawahar dagar,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
621,muskan maalik,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
622,muskan maalik,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
623,muskan maalik,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
624,mohit narwal,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
625,mohit narwal,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
626,mohit narwal,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
627,viraj vishnu landge,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
628,viraj vishnu landge,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
629,viraj vishnu landge,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
630,rohit kumar choudary,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
631,pankaj,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
632,km amresh,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
633,sansar,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
634,abhineesh natarajan,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
635,jadhav balasaheb shahaji,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
636,vinay rajesh,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
637,deepak rajinder,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
