,Player_Name,Tournament,Team,Price,Status
1400,rahul samunder,,,,
1401,raj sohel,,,,
1402,rakesh,,,,
1403,vikrant,,,,
1404,mandeep kaur,,,,
1405,n shivarama krishna,,,,
1406,ram narayan,,,,
1407,jigar narayan chauhan,,,,
1408,sonia,,,,
1409,k  abhimanyu,,,,
1410,akhil,,,,
1411,shalini kaushik,,,,
1412,keshav singh,,,,
1413,rutuja prakash patil,,,,
1414,pooja,,,,
1415,md hasan,,,,
1416,deshavath anji,,,,
1417,sama nirikshan,,,,
1418,durgesh sahu,,,,
1419,manjeet ,,,,
1420,shama parveen,,,,
1421,anil tyagi,,,,
1422,rishi kumar,,,,
1423,loganathan padthmanathan,,,,
1424,praveen,,,,
1425,ritesh narwale,,,,
1426,rayalapuram akhila,,,,
1427,jahangir miah,,,,
1428,moumita duley,,,,
1429,rahul choudhary,,,,
1430,parveen m  jangra,,,,
1431,john karugo muremwa,,,,
1432,akshay,,,,
1433,subhash narwal,,,,
1434,suresh ram,,,,
1435,ritik vikas kholapure,,,,
1436,punit kumar teotia,,,,
1437,deepak,,,,
1438,rajendra,,,,
1439,mita pal,,,,
1440,d shiva kumar,Pro Kabaddi Season 4,Bengal Warriors,5.50 L,SOLD
1441,kumerasan,Pro Kabaddi Season 4,Bengal Warriors,5.50 L,SOLD
1442,jishnu k k,Pro Kabaddi Season 4,Bengal Warriors,5.50 L,SOLD
1443,aditya bhujang gomkale,Pro Kabaddi Season 4,Bengal Warriors,5.50 L,SOLD
1444,p bindyarani,Pro Kabaddi Season 4,Bengal Warriors,5.50 L,SOLD
1445,pratik anil patil,Pro Kabaddi Season 4,Bengal Warriors,5.50 L,SOLD
1446,rohit kumar mural,Pro Kabaddi Season 4,Bengal Warriors,5.50 L,SOLD
1447,sujin,Pro Kabaddi Season 4,Bengal Warriors,5.50 L,SOLD
1448,vishal babu rathod,Pro Kabaddi Season 4,Bengal Warriors,5.50 L,SOLD
1449,simon maina kibura,Pro Kabaddi Season 4,Bengal Warriors,5.50 L,SOLD
1450,rahul sheo taj,,,,
1451,manish,,,,
1452,balraj singh,,,,
1453,kher anupam bhagvanbhai,,,,
1454,moti chandan,,,,
1455,sitek piotr,,,,
1456,shekhar,,,,
1457,m a a sandaruwan,,,,
1458,deepak,,,,
1459,sachin mainpal,,,,
1460,amit ghosh,,,,
1461,bipin jagdeesh thale,,,,
1462,y k tambaakiar,,,,
1463,ankit,,,,
1464,aditi ashok jadhav,,,,
1465,nilotpal das,,,,
1466,kunta sushank,,,,
1467,rahul sudhir,,,,
1468,deepak,,,,
1469,tnp 2,,,,
1470,happy,,,,
1471,akash nagar,,,,
1472,vishnupriya v,,,,
1473,mahima thakur,,,,
1474,mufeed pk,,,,
1475,girish t d,,,,
1476,rajwinderpal singh,,,,
1477,hodage sunny,,,,
1478,alfarah j memon,,,,
1479,priyam singh,,,,
1480,shweta patel,,,,
1481,pooja mehra,,,,
1482,pranay charan,,,,
1483,p  vadivel,,,,
1484,ghanshyam kumar,,,,
1485,apeksha takle,,,,
1486,c k sahu,,,,
1487,neetu tomar,,,,
1488,arjun sharma,,,,
1489,ashish narwal,,,,
1490,s mohanapriya,Pro Kabaddi Season 5,Jaipur Pink Panthers,24.00 L,SOLD
1491,amit kumar,Pro Kabaddi Season 5,Jaipur Pink Panthers,24.00 L,SOLD
1492,sahil pahal,Pro Kabaddi Season 5,Jaipur Pink Panthers,24.00 L,SOLD
1493,asha,Pro Kabaddi Season 5,Jaipur Pink Panthers,24.00 L,SOLD
1494,vijay,Pro Kabaddi Season 5,Jaipur Pink Panthers,24.00 L,SOLD
1495,manju,Pro Kabaddi Season 5,Jaipur Pink Panthers,24.00 L,SOLD
1496,rajat singh,Pro Kabaddi Season 5,Jaipur Pink Panthers,24.00 L,SOLD
1497,md rabiul islam,Pro Kabaddi Season 5,Jaipur Pink Panthers,24.00 L,SOLD
1498,narender hooda,Pro Kabaddi Season 5,Jaipur Pink Panthers,24.00 L,SOLD
1499,navneet gautam,Pro Kabaddi Season 5,Jaipur Pink Panthers,24.00 L,SOLD
1500,nitin kumbhar,,,,
1501,ravi,,,,
1502,neha,,,,
1503,mala t ,,,,
1504,monisha tomy,,,,
1505,shrikant suresh khapne,,,,
1506,vijay sahu,,,,
1507,sumit,,,,
1508,vahid rezaeimehr,,,,
1509,rajesh goud,,,,
1510,gaurav kadiyan,,,,
1511,sheraz ahmed,,,,
1512,sakshi thakur,,,,
1513,meher anirudha,,,,
1514,sankit kumar,,,,
1515,shweta mane,,,,
1516,santosh kumar barik,,,,
1517,dayaram marbate,,,,
1518,renu,,,,
1519,r  soundarya,,,,
1520,ruby ,,,,
1521,sanjay,,,,
1522,anubhav kumar,,,,
1523,krishan pooniya,,,,
1524,sandeep malik,,,,
1525,arpit rajput,,,,
1526,pradeep joshi,,,,
1527,raj rani,,,,
1528,dhananjay annasahab asana,,,,
1529,rinki,,,,
1530,mohit ,,,,
1531,kunal yadav,,,,
1532,r iyappan,,,,
1533,deekshith,,,,
1534,venkata durga rao,,,,
1535,naveen kagithapu,,,,
1536,ankit zen,,,,
1537,aiswarya m,,,,
1538,mona ghawde,,,,
1539,rohit,,,,
1540,shravangowda mp,,,,
1541,annu chahal,,,,
1542,natekar raj,,,,
1543,roshan lohbare,,,,
1544,chauhan jaykishan,,,,
1545,cherukupally mounika,,,,
1546,umendra dhruw,,,,
1547,v sooriya,,,,
1548,vineet kumar,,,,
1549,dwijaraj pradhan,,,,
1550,bhanu chander,,,,
1551,sagar singh,,,,
1552,balram,,,,
1553,ranjeeth,,,,
1554,uttam kumar ram,,,,
1555,sandip arvindbhai,,,,
1556,gurdeep,,,,
1557,ramneek kaur,,,,
1558,pavithra i,,,,
1559,surjit moshel,,,,
1560,ashish babulal,,,,
1561,saurav,,,,
1562,anitta raju,,,,
1563,harpreet singh,,,,
1564,hardeep singh,,,,
1565,kirti,,,,
1566,vikram kandola,,,,
1567,thoudam ambeka,,,,
1568,pabitra rabha,,,,
1569,urmila bist,,,,
1570,rabbu,,,,
1571,himanshu chaudhary,,,,
1572,suhas,,,,
1573,virender wazir singh,,,,
1574,yadhavi shree b,,,,
1575,simon peter karanja,,,,
1576,roshan,,,,
1577,sonu,,,,
1578,sachin,,,,
1579,dovlet bashimov,,,,
1580,sumit,,,,
1581,raj rani,,,,
1582,shelly chandel,,,,
1583,suresh pradhan,,,,
1584,aman kadin,,,,
1585,saurabh kulkarni,,,,
1586,nirmal goud,,,,
1587,jyoti prajapat,,,,
1588,rekha sawant,,,,
1589,kadam praful,,,,
1590,gawecki piotr,,,,
1591,muni swamy,,,,
1592,vijay prakash,,,,
1593,vigneshwaran,,,,
1594,p subhash chandra bose,,,,
1595,ritik chahare,,,,
1596,praveen,,,,
1597,abhishek,,,,
1598,karuna sagar yadav,,,,
1599,mohd  shihas ,,,,
1600,parikshit nandlal,,,,
1601,sunil yadav,,,,
1602,purushottam lal,,,,
1603,ekta ,,,,
1604,vikas,,,,
1605,praveen tapeli,,,,
1606,sumit bhadana,,,,
1607,namandeep,,,,
1608,mustan ahmed,,,,
1609,nikam akash,,,,
1610,abinaya s,,,,
1611,shirodhar rahul,,,,
1612,nitesh,,,,
1613,akshay bhoir,,,,
1614,mukesh thakur,,,,
1615,k  abirami,,,,
1616,sahil anil,,,,
1617,selima jamatia,,,,
1618,dharma shivakumar,,,,
1619,neetu,,,,
1620,ankit,,,,
1621,neha virender singh,,,,
1622,navjot singh,,,,
1623,prashant,,,,
1624,mohd altaf,,,,
1625,prashant,,,,
1626,tejpal dhaka,,,,
1627,raksha narkar,,,,
1628,jackson jolly,,,,
1629,ajay vikas kakde,,,,
1630,vasundhara jaybhaye,,,,
1631,raju shah,,,,
1632,onkar vilas jadhav,,,,
1633,roshan sharma,,,,
1634,m suresh,,,,
1635,arti thapa,,,,
1636,vivek bhoite,,,,
1637,raju,,,,
1638,sudoroli pandyan,,,,
1639,elavarasan a,,,,
1640,manjeet,,,,
1641,gokul das,,,,
1642,sunil hanumanthappa,,,,
1643,p mahendran,,,,
1644,kalpana,,,,
1645,suraj,,,,
1646,r vignesh,,,,
1647,devendra gopal,,,,
1648,debika das,,,,
1649,swati ,,,,
1650,garje madhukar,,,,
1651,gurpreet singh,,,,
1652,krishan,,,,
1653,vonay ambekar,,,,
1654,sachin jangra,,,,
1655,himanshu choudhary,,,,
1656,r soundarya,,,,
1657,sudheer kumar,,,,
1658,sumith gulia,,,,
1659,mohit ,,,,
1660,dipak chandravanshi,,,,
1661,saurabha mahendra sherki,,,,
1662,sachin p,,,,
1663,mohammad rafi,,,,
1664,sanskar mishra,,,,
1665,wajid ali,,,,
1666,sandeep sangwan,,,,
1667,deepchand,,,,
1668,sonia,,,,
1669,shino m s,,,,
1670,tnp 6,,,,
1671,poornima shahajirao,,,,
1672,mali niramaben baladev,,,,
1673,ashish,,,,
1674,sachin mavi,,,,
1675,ravindra,,,,
1676,hansraj,,,,
1677,vishal sonkar,,,,
1678,virendra kumar,,,,
1679,siddhi vijay pol,,,,
1680,roshi jamwal,Pro Kabaddi Season 4,Dabang Delhi KC,8.00 L,SOLD
1681,sac 6,Pro Kabaddi Season 4,Dabang Delhi KC,8.00 L,SOLD
1682,anuj kumar,Pro Kabaddi Season 4,Dabang Delhi KC,8.00 L,SOLD
1683,jasmin c s,Pro Kabaddi Season 4,Dabang Delhi KC,8.00 L,SOLD
1684,mahendra s,Pro Kabaddi Season 4,Dabang Delhi KC,8.00 L,SOLD
1685,sapam paikhomba meetei,Pro Kabaddi Season 4,Dabang Delhi KC,8.00 L,SOLD
1686,kuldeep,Pro Kabaddi Season 4,Dabang Delhi KC,8.00 L,SOLD
1687,reshma ather,Pro Kabaddi Season 4,Dabang Delhi KC,8.00 L,SOLD
1688,swati babasaheb hage,Pro Kabaddi Season 4,Dabang Delhi KC,8.00 L,SOLD
1689,ram kumar sah,Pro Kabaddi Season 4,Dabang Delhi KC,8.00 L,SOLD
1690,anandaraman m,,,,
1691,raju kumar,,,,
1692,sashank subramanaya gouda,,,,
1693,jyoti,,,,
1694,k sumithra,,,,
1695,monu kumar,,,,
1696,amit chauhan,,,,
1697,amol wadar,,,,
1698,t shankar,,,,
1699,gayatri,,,,
1700,elangeshwaran r,,,,
1701,arti kumari,,,,
1702,manoj,,,,
1703,raja lingam,,,,
1704,rajni,,,,
1705,vikas,,,,
1706,udit kumar,,,,
1707,anup singh,,,,
1708,priya singh,,,,
1709,mahima chaudhary,,,,
1710,krishan,,,,
1711,muniraju b,,,,
1712,manoj ,,,,
1713,gurchet singh,,,,
1714,manisha,,,,
1715,anil,,,,
1716,george philip,,,,
1717,parvesh,,,,
1718,roje goyary,,,,
1719,baljinder singh,,,,
1720,ajay kumar,,,,
1721,nagaraj b,,,,
1722,parvathy shaji,,,,
1723,ali ahmed goundi,,,,
1724,prateek,,,,
1725,mudasala mangamma,,,,
1726,ravindra kumar,,,,
1727,mohd bilal,,,,
1728,r elavarasi,,,,
1729,pintu bardwal,,,,
1730,n dhanaraj singh,Pro Kabaddi Season 5,UP Yoddha,5.00 L,SOLD
1731,anoop,Pro Kabaddi Season 5,UP Yoddha,5.00 L,SOLD
1732,arjun singh,Pro Kabaddi Season 5,UP Yoddha,5.00 L,SOLD
1733,rinky behera,Pro Kabaddi Season 5,UP Yoddha,5.00 L,SOLD
1734,sac 2,Pro Kabaddi Season 5,UP Yoddha,5.00 L,SOLD
1735,akash sharma,Pro Kabaddi Season 5,UP Yoddha,5.00 L,SOLD
1736,himanshu,Pro Kabaddi Season 5,UP Yoddha,5.00 L,SOLD
1737,hyunil park,Pro Kabaddi Season 5,UP Yoddha,5.00 L,SOLD
1738,patel hitaxi kiritbhai,Pro Kabaddi Season 5,UP Yoddha,5.00 L,SOLD
1739,sanoj kumar,Pro Kabaddi Season 5,UP Yoddha,5.00 L,SOLD
1740,ramesh kumar,,,,
1741,arun yadav,,,,
1742,veera,,,,
1743,naveen kumar,,,,
1744,mamat ali,,,,
1745,neeraj ,,,,
1746,md saddam hussain,,,,
1747,dipan debnath,,,,
1748,nisha kumre,,,,
1749,vignesh r,,,,
1750,jatin narwal,,,,
1751,ujjawal,,,,
1752,vinay,,,,
1753,onkar,,,,
1754,shobit singh chauhan,,,,
1755,anil krishan,,,,
1756,jiyarul hoque,,,,
1757,durgesh kumawat,,,,
1758,yashwant bishnoi,,,,
1759,sumitha u,,,,
1760,ashwini longadge,,,,
1761,anil,,,,
1762,parteek,,,,
1763,pratiksha nivangune,,,,
1764,pavan kumar,,,,
1765,shahnawaz mobin ahmad,,,,
1766,gayatri prabha,,,,
1767,rohit kumar mishra,,,,
1768,himanhu,,,,
1769,harachkar shubham,,,,
1770,nirbhay narwal,,,,
1771,sac 3,,,,
1772,runali bhuvad,,,,
1773,aakash rudele,,,,
1774,kirti,,,,
1775,promila,,,,
1776,sumit bhagat,,,,
1777,sahil,,,,
1778,yashwant fulchand,,,,
1779,satish,,,,
1780,swati bhimrao khandare,,,,
1781,sourav,,,,
1782,mahantesh rathod,,,,
1783,v raja,,,,
1784,ajay dhaka,,,,
1785,mohammad hussain war,,,,
1786,chumman singh dhru,,,,
1787,balamurugan m,,,,
1788,dugyalasai kiran,,,,
1789,j komali,,,,
1790,abhijeet dagar,,,,
1791,subhajit pal,,,,
1792,rutika honmane,,,,
1793,g radha krishnan,,,,
1794,vijay saini,,,,
1795,monu ,,,,
1796,mohinder singh,,,,
1797,pardeep dalal,,,,
1798,hemant chauhan,,,,
1799,suraj banosale,,,,
1800,baru ram,,,,
1801,monu,,,,
1802,prateek nayak,,,,
1803,aniket,,,,
1804,sujit maharana,,,,
1805,nainika s bhoi,,,,
1806,nafis,,,,
1807,lucky,,,,
1808,mohit,,,,
1809,ashish kumar,,,,
1810,gundu shirisha,,,,
1811,amit,,,,
1812,jeevan jyoti,,,,
1813,puja kumari,,,,
1814,krishan,,,,
1815,anu,,,,
1816,yosuke sasaki,,,,
1817,moti ram siyak,,,,
1818,jatin,,,,
1819,rajni marandi,,,,
1820,gursahib singh,,,,
1821,bharath sb,,,,
1822,gulshan kumar,,,,
1823,devina,,,,
1824,shalini ushare,,,,
1825,mohit yadav,,,,
1826,samar yadav,,,,
1827,thirumani rajitha,,,,
1828,rahul,,,,
1829,vanika pareek,,,,
1830,jithender yadav,,,,
1831,rahul choudhary,,,,
1832,amit,,,,
1833,richhpal jat,,,,
1834,ajith kumar a,,,,
1835,rinku yadav,,,,
1836,mohammed ghorbani,,,,
1837,elavarasan c,,,,
1838,mayuri ravindra chavan,,,,
1839,sanju,,,,
1840,vishwas naik,,,,
1841,gokularaj,,,,
1842,amrita tamuche,,,,
1843,devadharsini n,,,,
1844,akash upendra singh,,,,
1845,rohith reddy,,,,
1846,moni,,,,
1847,vimal raj,,,,
1848,r  karthika,,,,
1849,m sandhiya,,,,
1850,ankit a,,,,
1851,manpreet kaur,,,,
1852,anchal,,,,
1853,himanshi,,,,
1854,harsh raghav,,,,
1855,ayush gurjar,,,,
1856,bharat,,,,
1857,sahil,,,,
1858,sanika patil,,,,
1859,laxman gawda,,,,
1860,anand,,,,
1861,saurabh yadav ,,,,
1862,hawinder singh,,,,
1863,saravanan,,,,
1864,ajay kumar,,,,
1865,muhammad arab,,,,
1866,ankita rong,,,,
1867,khushiram gurjar,,,,
1868,divya luderkar,,,,
1869,r  hema latha,,,,
1870,laxmi ,,,,
1871,naresh dhindle,,,,
1872,ashwini,,,,
1873,ilavarasan p,,,,
1874,doddi sangeetha,,,,
1875,pranali nagdeote,,,,
1876,sunil rathore,,,,
1877,vignesh ,,,,
1878,khyati meena,,,,
1879,deepak dahiya,,,,
1880,banothu santosh,,,,
1881,pr sreeja,,,,
1882,gopalappa thimarayappa,,,,
1883,promod kumar,,,,
1884,shiva,,,,
1885,elavarasan,,,,
1886,r surya naik,,,,
1887,deepti dighe,,,,
1888,priyanka kanwar,,,,
1889,rajender singh,,,,
1890,rakesh bhosle,,,,
1891,abhishek n,,,,
1892,arpit saroha,,,,
1893,yarramsetti rajesh,,,,
1894,suraj jadav,,,,
1895,samudhani mansotra,,,,
1896,saraswati beura (kailash),,,,
1897,poonam jaibir,,,,
1898,muniraja ,,,,
1899,navso vishram,,,,
1900,samdesh yallawarti,,,,
1901,babita ,,,,
1902,pardeep kumar,,,,
1903,harender singh,,,,
1904,anupriya s,,,,
1905,parmar mayurbhai,,,,
1906,anjali,,,,
1907,rinku narwal,,,,
1908,vinay br,,,,
1909,rinku suresh,,,,
1910,nitin mavi,,,,
1911,aman singh,,,,
1912,mukesh choudhary,,,,
1913,sachin,,,,
1914,aryan kumar,,,,
1915,n t puttannanavar,,,,
1916,v pathma,,,,
1917,deepak sharma,,,,
1918,garry dami,,,,
1919,lo chia wei,,,,
1920,sumit,,,,
1921,m divya,,,,
1922,ranjani,,,,
1923,bashant,,,,
1924,sompal,,,,
1925,ekta,,,,
1926,s selvakumar,,,,
1927,kanagaraj,,,,
1928,k balamurugan,,,,
1929,prabhakaran k ,,,,
1930,amit kumar,,,,
1931,pankaj kumar,,,,
1932,aakanksha shivkant,,,,
1933,aakanksha bane,,,,
1934,vishnu uthaman,,,,
1935,rishav rana,,,,
1936,anil,,,,
1937,ajay m,,,,
1938,kajal s p,,,,
1939,chetan narayan,,,,
1940,sunita kumari,,,,
1941,rajan singh,,,,
1942,amit,,,,
1943,annu,,,,
1944,shiva kumar,,,,
1945,avishak ,,,,
1946,rohit ,,,,
1947,roma tripura,,,,
1948,bhuwan lal,,,,
1949,madhuri,,,,
1950,sampat choudhary,,,,
1951,adhavan r,,,,
1952,viyasa muni,,,,
1953,navin ahmed nikkadi,,,,
1954,sarika,,,,
1955,rajnesh,,,,
1956,mohd asif,,,,
1957,mohammad soyab,,,,
1958,vipin malik,,,,
1959,s murukeshwaran,,,,
1960,harikrishnan r,,,,
1961,s  ambiga,,,,
1962,k padhmasri,,,,
1963,sunil kumar,,,,
1964,manish kumar,,,,
1965,d geetha,,,,
1966,chahat devi,,,,
1967,inderpreet kaur,,,,
1968,gohil siddharth,,,,
1969,shubham,,,,
1970,manish d,,,,
1971,michel johnson,,,,
1972,yashwanth mc,,,,
1973,dugyalasai kiran,,,,
1974,manasa kv,,,,
1975,kazuhiro takano,,,,
1976,gogan gowda cb,,,,
1977,khushi rani,,,,
1978,meenu,,,,
1979,kavali sangeetha,,,,
1980,nitin,,,,
1981,md  liton ali,,,,
1982,mohammad tantray,,,,
1983,manish tewatia,,,,
1984,siddharth choudhary,,,,
1985,vishnu sahu,,,,
1986,sachin,,,,
1987,amir hossein mohammadmaleki,,,,
1988,ravinder radke,,,,
1989,shivam kumar,,,,
1990,d  jaijanani,,,,
1991,rahul,,,,
1992,subarna noatia,,,,
1993,vijay,,,,
1994,monu jakhar,,,,
1995,r  indhumathi,,,,
1996,gurdeep,,,,
1997,keerthika p,,,,
1998,p v durga rao,,,,
1999,patel tulsiben,,,,
2000,sardar choudhary,,,,
2001,chilukala sandhya,,,,
2002,sangram sopan jagadale,,,,
2003,sushmita subhash jadhav,,,,
2004,vandini r k,,,,
2005,amarjeet,,,,
2006,saravana kumar,,,,
2007,tushar dattatray adhawade,,,,
2008,vinoth kumar,,,,
2009,s arulesh kumar,,,,
2010,jyoti devi,,,,
2011,yogesh kumar yadav,,,,
2012,player 5,,,,
2013,aarti,,,,
2014,mohd raffi,,,,
2015,vicky narwal,,,,
2016,sachin kumar,,,,
2017,prathamesh ramesh nighot,,,,
2018,chandra prakash jakhar,,,,
2019,shashank,,,,
2020,anil patil,,,,
2021,m nithiya sri,,,,
2022,chai ming chang,,,,
2023,kunal chaudhary,,,,
2024,parveen,,,,
2025,k arpitha,,,,
2026,dong geon lee,,,,
2027,hemavathi p ,,,,
2028,k devapriya,,,,
2029,pardeep kumar,,,,
2030,rajagopal,,,,
2031,manickam,,,,
2032,prathamesh palande,,,,
2033,niranjan babu,,,,
2034,ankita,,,,
2035,ankush mehetre,,,,
2036,vijay kumar yadav,,,,
2037,satyawan,,,,
2038,m bhanuprakash reddy,,,,
2039,prachi gaikwad,,,,
2040,rama sharma,,,,
2041,rohit s parti,,,,
2042,manoj bondre,,,,
2043,saraswati behera (damabahara),,,,
2044,tanu krishnan kumar,,,,
2045,priya prakash,,,,
2046,akshya rathi,,,,
2047,vedang rajiv,,,,
2048,debajani majhi,,,,
2049,indu negi,,,,
2050,nilesh ravindra,,,,
2051,amit,,,,
2052,ankush,,,,
2053,md sobuj mia,,,,
2054,ankit,,,,
2055,sheetal k,,,,
2056,prince,,,,
2057,ajay sharma,,,,
2058,payal,,,,
2059,lalit dalal,,,,
2060,aman malik,,,,
2061,reshma tb,,,,
2062,rudy jonathan bassy,,,,
2063,sandeep chhillar,,,,
2064,sunny sehrawat,,,,
2065,sunny gupta,,,,
2066,m anitha,,,,
2067,deeksha,,,,
2068,anand surendra tomar,,,,
2069,s rasika,,,,
2070,harshit yadav,,,,
2071,yogesh,,,,
2072,savita,,,,
2073,anil ms,,,,
2074,urmila,,,,
2075,raja,,,,
2076,manisha,,,,
2077,yogesh choudhary,,,,
2078,suaaram,,,,
2079,abhishek bhojane,,,,
2080,raja pandi,,,,
2081,satish patil,,,,
2082,s bhavani,,,,
2083,vikas jaglan,,,,
2084,surender kumar,,,,
2085,yashwanth,,,,
2086,prashanth,,,,
2087,kareti venkata,,,,
2088,raj kumar r,,,,
2089,maheshwari k,,,,
2090,akshit,,,,
2091,ajay vishnoi,,,,
2092,ravita ,,,,
2093,ajay bisht,,,,
2094,rahitha e,,,,
2095,varinder kumar,,,,
2096,divya thakur,,,,
2097,ch  ravinder,,,,
2098,a akash,,,,
2099,suprabhat yadav ,,,,
2100,yumn m mangallei chanu,,,,
2101,kshiterja hirve,,,,
2102,shruti rautela,,,,
2103,rahul suresh,,,,
2104,sachin,,,,
2105,bazeela maqbool,,,,
2106,sanu,,,,
2107,umesh matre,,,,
2108,m sanjana,,,,
2109,anand tomar,,,,
2110,ritu kumari,,,,
2111,sumanth k,,,,
2112,ramlal s,,,,
2113,d charumathi,,,,
2114,mohit thakran,,,,
2115,gauri pakhale,,,,
2116,shubham shirke,,,,
2117,gowtham r,,,,
2118,arvind kumar,,,,
2119,s murali,,,,
2120,karamjeet,,,,
2121,rahul choudhary,,,,
2122,mukesh vishnoi,,,,
2123,ankita rong,,,,
2124,aswin raju,,,,
2125,arvind singh,,,,
2126,gurphej singh,,,,
2127,monu,,,,
2128,basavaraj,,,,
2129,tejavanth srinath,,,,
2130,tin phonchoo,,,,
2131,sadhana saroj,,,,
2132,simran kamboj,,,,
2133,vijay kadam,,,,
2134,animesh bug,,,,
2135,anas khan,,,,
2136,satish kumar,,,,
2137,ashish,,,,
2138,sajin c,,,,
2139,manikandan ,,,,
2140,prachi ,,,,
2141,monu narwal,,,,
2142,s sripriya,,,,
2143,b sandhya,,,,
2144,kuldeep sharma,,,,
2145,manohar yaduvanchi,,,,
2146,samunder,,,,
2147,dharamveer singh,,,,
2148,harjeetkaur sandhu,,,,
2149,nagaraj naik,,,,
2150,alok kumar,,,,
2151,siddhi rajendra marathe,,,,
2152,vishal s,,,,
2153,gurdeep deswal,,,,
2154,player 10,,,,
2155,rajat bobade,,,,
2156,vivek vikas jambhale,,,,
2157,darshan br,,,,
2158,anjali d k,,,,
2159,sourabh patil ,,,,
2160,anju,,,,
2161,om vir singh,,,,
2162,nitin rawal,,,,
2163,arshidha aneesh,,,,
2164,hariom,,,,
2165,p devadharshini,,,,
2166,jaya shree,,,,
2167,vishal verma ,,,,
2168,atchyutha kumar,,,,
2169,tanya verma,,,,
2170,n vikranth,,,,
2171,gyanu takar,,,,
2172,balamurghan,,,,
2173,ashish chauhan,,,,
2174,ravinder,,,,
2175,m  shayina,,,,
2176,manisha kumari,,,,
2177,mohit nandal,,,,
2178,preeti samant,,,,
2179,abhitha m ,,,,
2180,manish singh,,,,
2181,lavish,,,,
2182,hariharan m,,,,
2183,toshak,,,,
2184,lokesh n,,,,
2185,kavita,,,,
2186,deepak,,,,
2187,hemen singh,,,,
2188,aakash kumar,,,,
2189,anand surendra tomar,,,,
2190,gaurav kumar,,,,
2191,makwana aarti batukbhai,,,,
2192,ramalakshmi s,,,,
2193,k naresh,,,,
2194,chaithra b,,,,
2195,m thenmozhi,,,,
2196,monu,,,,
2197,venkatesha,,,,
2198,madhu,,,,
2199,sivaraj n r,,,,
2200,gaurav chhikara,,,,
2201,hameena haneefa,,,,
2202,jyoti,,,,
2203,shubham yadav ,,,,
2204,joravar singh,,,,
2205,hari kishan kaswan,,,,
2206,sahana n,,,,
2207,deepak parmar,,,,
2208,kalloo baliyan,,,,
2209,sarika subhash shinde,,,,
2210,arun pandi,,,,
2211,anshul j r,,,,
2212,girish ernak,,,,
2213,balasahab jadhav ,,,,
2214,prajwal,,,,
2215,tejaswi v,,,,
2216,firoj gandhi,,,,
2217,ankit ,,,,
2218,vishwaazhagan,,,,
2219,pamulak piotr,,,,
2220,g anna poorani,,,,
2221,abhishek cr,,,,
2222,sandeep singh,,,,
2223,anuja bagwe,,,,
2224,sapam yaiphabi,,,,
2225,ankit,,,,
2226,nitish yadav,,,,
2227,arulnathababu,,,,
2228,shubham baliyan,,,,
2229,praveen kumar,,,,
2230,amol,,,,
2231,nitu goyat,,,,
2232,sonia v k,,,,
2233,anbalagan r,,,,
2234,ashish kumar,,,,
2235,bharvad mohit,,,,
2236,omkar avinash shirke,,,,
2237,uttam kumar sahu,,,,
2238,sachin joginder,,,,
2239,ashish chhokar,,,,
2240,akash mahatre,,,,
2241,abhishek gowda,,,,
2242,vinay kumar,,,,
2243,rohit khatri,,,,
2244,sakshi jaivir,,,,
2245,molakalapally karnakar,,,,
2246,neha,,,,
2247,tuhina maity,,,,
2248,gajanan arun yadav,,,,
2249,ramsan r,,,,
2250,naveen,,,,
2251,rajan,,,,
2252,pankaj,,,,
2253,mowliraj ,,,,
2254,shiwani singh,,,,
2255,shree barthi,,,,
2256,devank,,,,
2257,nitin,,,,
2258,gangandeep kaur,,,,
2259,chinnamuniandy k,,,,
2260,t santhiya,,,,
2261,simran namta,,,,
2262,saurabh sambhaji vagare,,,,
2263,vipin,,,,
2264,ramesh r,,,,
2265,jyoti saini,,,,
2266,neha kaushal,,,,
2267,rinku,,,,
2268,jyoti kumari,,,,
2269,a  preethi,,,,
2270,sachin chiplunkar,,,,
2271,lalit kumar,,,,
2272,nitika ,,,,
2273,rohit sadashiv dhenge,,,,
2274,ankit,,,,
2275,tanu,,,,
2276,nandni vishwakarma,,,,
2277,sawan ,,,,
2278,banti hrishi,,,,
2279,priyanka prakash ozaramkar,,,,
2280,vinod r,,,,
2281,jay bahadur bohara,,,,
2282,r abinaya,,,,
2283,p govardhan reddy,,,,
2284,payen nath,,,,
2285,sathish ,,,,
2286,pareekshith a suvarna,,,,
2287,sahil,,,,
2288,heera mahra,,,,
2289,michael jackson y,,,,
2290,uttam sehruwat,,,,
2291,anita choudhary,,,,
2292,sachin kumar,,,,
2293,sumit,,,,
2294,akshay,,,,
2295,s  logeshwari,,,,
2296,nishant ws,,,,
2297,sahil satbir,,,,
2298,ponparthiban subramanian,,,,
2299,sowndharya,,,,
2300,goli saipriya,,,,
2301,pryanshi r,,,,
2302,kalyan bhujel,,,,
2303,vishal singh,,,,
2304,simran,,,,
2305,nitin panwar,,,,
2306,banpreet singh,,,,
2307,gurpreet singh,,,,
2308,aman dalal,,,,
2309,sunita,,,,
2310,sanjay n shedge,,,,
2311,alongbar hajorwary,,,,
2312,sombir,,,,
2313,deepanshu yadav,,,,
2314,joe dominic charles,,,,
2315,s senthamil selvi,,,,
2316,anand surendra tomar,,,,
2317,r ragavi,,,,
2318,p harini,,,,
2319,rahul yadav,,,,
2320,mrunali gajanan,,,,
