match_played,value,team_id,team_name,rank,points_per_match
16,14,4,Bengal Warriors,1,0.875
14,12,2,Dabang Delhi K.C.,2,0.8571428571428571
16,8,7,Puneri Paltan,3,0.5
14,8,8,Telugu Titans,4,0.5714285714285714
14,8,1,Bengaluru Bulls,5,0.5714285714285714
14,7,3,Jaipur Pink Panthers,6,0.5
16,5,5,U Mumba,7,0.3125
16,2,6,Patna Pirates,8,0.125
