match_played,value,team_id,team_name,rank,points_per_match
22,24.95,31,Gujarat Giants,1,1.134090909090909
23,23.57,2,Dabang Delhi K.C.,2,1.0247826086956522
24,22.92,1,Bengaluru Bulls,3,0.9550000000000001
22,22.23,4,Bengal Warriors,4,1.0104545454545455
23,21.91,30,U.P. Yoddhas,5,0.9526086956521739
24,21.63,3,Jaipur Pink Panthers,6,0.90125
24,21.13,7,Puneri Paltan,7,0.8804166666666666
22,20.82,28,Haryana Steelers,8,0.9463636363636364
24,20.29,29,Tamil Thalaivas,9,0.8454166666666666
22,19.0,6,Patna Pirates,10,0.8636363636363636
22,17.45,5,U Mumba,11,0.7931818181818181
22,17.09,8,Telugu Titans,12,0.7768181818181819
