match_played,value,team_id,team_name,rank,points_per_match
199,805,7,Puneri Paltan,1,4.045226130653266
204,763,6,Patna Pirates,2,3.7401960784313726
195,710,3,Jaipur Pink Panthers,3,3.641025641025641
197,654,5,U Mumba,4,3.3197969543147208
195,643,4,Bengal Warriors,5,3.2974358974358973
196,643,2,Dabang Delhi K.C.,6,3.2806122448979593
200,639,1,Bengaluru Bulls,7,3.195
192,620,8,Telugu Titans,8,3.2291666666666665
134,470,29,Tamil Thalaivas,9,3.5074626865671643
140,457,30,U.P. Yoddhas,10,3.2642857142857142
139,449,31,Gujarat Giants,11,3.2302158273381294
137,404,28,Haryana Steelers,12,2.948905109489051
