season,player-super-tackles_player_name,player-raid-points_player_name,player-super-raids_player_name,high-5s_player_name,player-tackle-points_player_name,player-avg-tackle-points_player_name,player-dod-raid-points_player_name,player-total-points_player_name,player-successful-tackles_player_name,player-successful-raids_player_name,super-10s_player_name,player-super-tackles_match_played,player-raid-points_match_played,player-super-raids_match_played,high-5s_match_played,player-tackle-points_match_played,player-avg-tackle-points_match_played,player-dod-raid-points_match_played,player-total-points_match_played,player-successful-tackles_match_played,player-successful-raids_match_played,super-10s_match_played,player-super-tackles_position_name,player-raid-points_position_name,player-super-raids_position_name,high-5s_position_name,player-tackle-points_position_name,player-avg-tackle-points_position_name,player-dod-raid-points_position_name,player-total-points_position_name,player-successful-tackles_position_name,player-successful-raids_position_name,super-10s_position_name,player-super-tackles_team,player-raid-points_team,player-super-raids_team,high-5s_team,player-tackle-points_team,player-avg-tackle-points_team,player-dod-raid-points_team,player-total-points_team,player-successful-tackles_team,player-successful-raids_team,super-10s_team,player-super-tackles_team_name,player-raid-points_team_name,player-super-raids_team_name,high-5s_team_name,player-tackle-points_team_name,player-avg-tackle-points_team_name,player-dod-raid-points_team_name,player-total-points_team_name,player-successful-tackles_team_name,player-successful-raids_team_name,super-10s_team_name,player-super-tackles_team_full_name,player-raid-points_team_full_name,player-super-raids_team_full_name,high-5s_team_full_name,player-tackle-points_team_full_name,player-avg-tackle-points_team_full_name,player-dod-raid-points_team_full_name,player-total-points_team_full_name,player-successful-tackles_team_full_name,player-successful-raids_team_full_name,super-10s_team_full_name,player-super-tackles_rank,player-raid-points_rank,player-super-raids_rank,high-5s_rank,player-tackle-points_rank,player-avg-tackle-points_rank,player-dod-raid-points_rank,player-total-points_rank,player-successful-tackles_rank,player-successful-raids_rank,super-10s_rank,player-super-tackles_value,player-raid-points_value,player-super-raids_value,high-5s_value,player-tackle-points_value,player-avg-tackle-points_value,player-dod-raid-points_value,player-total-points_value,player-successful-tackles_value,player-successful-raids_value,super-10s_value,player-super-tackles_points_per_match,player-raid-points_points_per_match,player-super-raids_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-avg-tackle-points_points_per_match,player-dod-raid-points_points_per_match,player-total-points_points_per_match,player-successful-tackles_points_per_match,player-successful-raids_points_per_match,super-10s_points_per_match,player-super-tackles_team_id,player-raid-points_team_id,player-super-raids_team_id,high-5s_team_id,player-tackle-points_team_id,player-avg-tackle-points_team_id,player-dod-raid-points_team_id,player-total-points_team_id,player-successful-tackles_team_id,player-successful-raids_team_id,super-10s_team_id,player-super-tackles_position_id,player-raid-points_position_id,player-super-raids_position_id,high-5s_position_id,player-tackle-points_position_id,player-avg-tackle-points_position_id,player-dod-raid-points_position_id,player-total-points_position_id,player-successful-tackles_position_id,player-successful-raids_position_id,super-10s_position_id
8,,Rajnish,Rajnish,,Rajnish,Rajnish,Rajnish,Rajnish,Rajnish,Rajnish,Rajnish,,13,13,,13,13,13,13,13,13,13,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,HYD,HYD,,HYD,HYD,HYD,HYD,HYD,HYD,HYD,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,20,16,,93,118,32,20,85,19,10,,106,3,,6,0.46,9,112,6,83,6,,8.153846153846153,0.2307692307692307,,0.4615384615384615,0.035384615,0.6923076923076923,8.615384615384615,0.4615384615384615,6.384615384615385,0.4615384615384615,,8,8,,8,8,8,8,8,8,8,,8,8,,8,8,8,8,8,8,8
8,,Naveen Kumar,Naveen Kumar,,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,Naveen Kumar,,17,17,,17,17,17,17,17,17,17,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,DEL,DEL,DEL,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,4,17,,118,148,23,4,113,4,4,,207,3,,3,0.18,12,210,3,180,12,,12.176470588235292,0.1764705882352941,,0.1764705882352941,0.010588235,0.7058823529411765,12.352941176470589,0.1764705882352941,10.588235294117649,0.7058823529411765,,2,2,,2,2,2,2,2,2,2,,8,8,,8,8,8,8,8,8,8
8,,Bhuvneshwar Gaur,,,,,Bhuvneshwar Gaur,Bhuvneshwar Gaur,,Bhuvneshwar Gaur,,,1,,,,,1,1,,1,,,Raider,,,,,Raider,Raider,,Raider,,,,,,,,,,,,,,GUJ,,,,,GUJ,GUJ,,GUJ,,,Gujarat Giants,,,,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,,106,,,,,70,169,,97,,,2,,,,,1,2,,2,,,2,,,,,1,2,,2,,,31,,,,,31,31,,31,,,8,,,,,8,8,,8,
8,,Ankit Beniwal,Ankit Beniwal,,Ankit Beniwal,Ankit Beniwal,Ankit Beniwal,Ankit Beniwal,Ankit Beniwal,Ankit Beniwal,Ankit Beniwal,,21,21,,21,21,21,21,21,21,21,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,HYD,HYD,,HYD,HYD,HYD,HYD,HYD,HYD,HYD,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,18,18,,57,93,15,17,52,18,20,,111,3,,15,0.71,21,126,15,85,4,,5.285714285714286,0.1428571428571428,,0.7142857142857143,0.033809524,1,6,0.7142857142857143,4.0476190476190474,0.1904761904761904,,8,8,,8,8,8,8,8,8,8,,8,8,,8,8,8,8,8,8,8
8,Naveen,Naveen,,,Naveen,Naveen,Naveen,Naveen,Naveen,Naveen,,11,11,,,11,11,11,11,11,11,,Raider,Raider,,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,JAI,JAI,,,JAI,JAI,JAI,JAI,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,43,69,,,76,81,83,106,78,61,,2,9,,,9,0.82,1,18,7,9,,0.1818181818181818,0.8181818181818182,,,0.8181818181818182,0.074545455,0.090909091,1.6363636363636365,0.6363636363636364,0.8181818181818182,,3,3,,,3,3,3,3,3,3,,8,8,,,8,8,8,8,8,8,
8,Sombir,Sombir,,Sombir,Sombir,Sombir,,Sombir,Sombir,,,19,19,,19,19,19,,19,19,,,Defender,Defender,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,PUN,PUN,,PUN,PUN,PUN,,PUN,PUN,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,,7,107,,4,7,3,,41,6,,,6,1,,5,60,3.16,,61,54,,,0.3157894736842105,0.052631579,,0.2631578947368421,3.1578947368421053,0.1663157894736842,,3.210526315789474,2.8421052631578947,,,7,7,,7,7,7,,7,7,,,9,9,,9,9,9,,9,9,,
8,,,,,Amit,Amit,,Amit,Amit,,,,,,,11,11,,11,11,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,JAI,JAI,,JAI,JAI,,,,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,,,,,79,90,,133,76,,,,,,,8,0.73,,8,8,,,,,,,0.7272727272727273,0.066363636,,0.7272727272727273,0.7272727272727273,,,,,,,3,3,,3,3,,,,,,,9,9,,9,9,,
8,Akash Choudhary,,,Akash Choudhary,Akash Choudhary,Akash Choudhary,,Akash Choudhary,Akash Choudhary,,,17,,,17,17,17,,17,17,,,Defender,,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,HYD,,,HYD,HYD,HYD,,HYD,HYD,,,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,,77,,,31,37,33,,83,35,,,1,,,1,30,1.76,,30,29,,,0.058823529,,,0.058823529,1.7647058823529411,0.1035294117647058,,1.7647058823529411,1.7058823529411764,,,8,,,8,8,8,,8,8,,,9,,,9,9,9,,9,9,,
8,,,,,Balasaheb Jadhav,Balasaheb Jadhav,,Balasaheb Jadhav,Balasaheb Jadhav,,,,,,,7,7,,7,7,,,,,,,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,,,,,,,,,,,,,,,,,,PUN,PUN,,PUN,PUN,,,,,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,,,,,,132,136,,168,125,,,,,,,2,0.29,,2,2,,,,,,,0.2857142857142857,0.041428571,,0.2857142857142857,0.2857142857142857,,,,,,,7,7,,7,7,,,,,,,0,0,,0,0,,
8,,,,,M. Abishek,M. Abishek,,M. Abishek,M. Abishek,,,,,,,7,7,,7,7,,,,,,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,,,,,CHE,CHE,,CHE,CHE,,,,,,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,,,,,,66,35,,120,60,,,,,,,12,1.71,,12,12,,,,,,,1.7142857142857142,0.2442857142857142,,1.7142857142857142,1.7142857142857142,,,,,,,29,29,,29,29,,,,,,,0,0,,0,0,,
8,,,,,Mohit Sehrawat,Mohit Sehrawat,,Mohit Sehrawat,Mohit Sehrawat,,,,,,,11,11,,11,11,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,BLR,BLR,,BLR,BLR,,,,,,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,,,,,,70,72,,125,67,,,,,,,10,0.91,,10,10,,,,,,,0.9090909090909092,0.082727273,,0.9090909090909092,0.9090909090909092,,,,,,,1,1,,1,1,,,,,,,9,9,,9,9,,
8,Pavan TR,,,,Pavan TR,Pavan TR,,Pavan TR,Pavan TR,,,9,,,,9,9,,9,9,,,Defender,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,JAI,,,,JAI,JAI,,JAI,JAI,,,Jaipur Pink Panthers,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,35,,,,96,101,,148,115,,,2,,,,5,0.56,,5,3,,,0.2222222222222222,,,,0.5555555555555556,0.062222222,,0.5555555555555556,0.3333333333333333,,,3,,,,3,3,,3,3,,,9,,,,9,9,,9,9,,
8,,Rohit Gulia,Rohit Gulia,,Rohit Gulia,Rohit Gulia,Rohit Gulia,Rohit Gulia,Rohit Gulia,Rohit Gulia,Rohit Gulia,,15,15,,15,15,15,15,15,15,15,,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,,,,,,,,,,,,HAR,HAR,,HAR,HAR,HAR,HAR,HAR,HAR,HAR,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,32,28,,124,153,84,35,128,35,31,,67,2,,2,0.13,1,69,2,43,1,,4.466666666666667,0.1333333333333333,,0.1333333333333333,0.008666667,0.066666667,4.6,0.1333333333333333,2.8666666666666667,0.066666667,,28,28,,28,28,28,28,28,28,28,,0,0,,0,0,0,0,0,0,0
8,,Ankush,,,,,,Ankush,,Ankush,,,3,,,,,,3,,3,,,Raider,,,,,,Raider,,Raider,,,,,,,,,,,,,,U.P.,,,,,,U.P.,,U.P.,,,U.P. Yoddhas,,,,,,U.P. Yoddhas,,U.P. Yoddhas,,,108,,,,,,198,,101,,,1,,,,,,1,,1,,,0.3333333333333333,,,,,,0.3333333333333333,,0.3333333333333333,,,30,,,,,,30,,30,,,8,,,,,,8,,8,
8,Ashish,Ashish,Ashish,,Ashish,Ashish,Ashish,Ashish,Ashish,Ashish,Ashish,15,15,15,,15,15,15,15,15,15,15,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,HAR,HAR,HAR,,HAR,HAR,HAR,HAR,HAR,HAR,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,82,33,11,,53,63,31,32,54,34,23,1,63,4,,16,1.07,9,79,15,43,2,0.066666667,4.2,0.2666666666666666,,1.0666666666666669,0.071333333,0.6,5.266666666666667,1,2.8666666666666667,0.1333333333333333,28,28,28,,28,28,28,28,28,28,28,8,8,8,,8,8,8,8,8,8,8
8,,Galla Raju,Galla Raju,,Galla Raju,Galla Raju,Galla Raju,Galla Raju,Galla Raju,Galla Raju,,,13,13,,13,13,13,13,13,13,,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,HYD,HYD,,HYD,HYD,HYD,HYD,HYD,HYD,,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,,41,36,,84,103,35,57,80,40,,,42,1,,7,0.54,7,49,7,31,,,3.230769230769231,0.076923077,,0.5384615384615384,0.041538462,0.5384615384615384,3.769230769230769,0.5384615384615384,2.3846153846153846,,,8,8,,8,8,8,8,8,8,,,8,8,,8,8,8,8,8,8,
8,,Guman Singh,Guman Singh,,Guman Singh,Guman Singh,Guman Singh,Guman Singh,Guman Singh,Guman Singh,Guman Singh,,19,19,,19,19,19,19,19,19,19,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,PAT,PAT,,PAT,PAT,PAT,PAT,PAT,PAT,PAT,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,21,27,,133,154,11,23,126,21,19,,95,2,,2,0.11,24,97,2,75,4,,5,0.1052631578947368,,0.1052631578947368,0.005789474,1.263157894736842,5.105263157894737,0.1052631578947368,3.9473684210526314,0.2105263157894736,,6,6,,6,6,6,6,6,6,6,,8,8,,8,8,8,8,8,8,8
8,,Mohit,,,,,Mohit,Mohit,,Mohit,,,1,,,,,1,1,,1,,,Raider,,,,,Raider,Raider,,Raider,,,,,,,,,,,,,,PAT,,,,,PAT,PAT,,PAT,,,Patna Pirates,,,,,Patna Pirates,Patna Pirates,,Patna Pirates,,,93,,,,,82,167,,77,,,3,,,,,1,3,,3,,,3,,,,,1,3,,3,,,6,,,,,6,6,,6,,,8,,,,,8,8,,8,
8,,Neeraj Narwal,Neeraj Narwal,,Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,Neeraj Narwal,,,19,19,,19,19,19,19,19,19,,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,DEL,DEL,DEL,DEL,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,40,37,,134,155,43,61,127,41,,,45,1,,2,0.11,5,47,2,31,,,2.3684210526315788,0.052631579,,0.1052631578947368,0.005789474,0.2631578947368421,2.473684210526316,0.1052631578947368,1.631578947368421,,,2,2,,2,2,2,2,2,2,,,8,8,,8,8,8,8,8,8,
8,,Rakesh Gowda,,,Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,Rakesh Gowda,,,13,,,13,13,13,13,13,13,,,Raider,,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,HYD,,,HYD,HYD,HYD,HYD,HYD,HYD,,,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,,42,,,109,135,44,68,101,43,,,38,,,4,0.31,4,42,4,28,,,2.923076923076923,,,0.3076923076923077,0.023846154,0.3076923076923077,3.230769230769231,0.3076923076923077,2.1538461538461537,,,8,,,8,8,8,8,8,8,,,8,,,8,8,8,8,8,8,
8,,V Ajith Kumar,V Ajith Kumar,,,,V Ajith Kumar,V Ajith Kumar,,V Ajith Kumar,V Ajith Kumar,,20,20,,,,20,20,,20,20,,Raider,Raider,,,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,MUM,MUM,,,,MUM,MUM,,MUM,MUM,,U Mumba,U Mumba,,,,U Mumba,U Mumba,,U Mumba,U Mumba,,13,8,,,,24,14,,13,12,,159,5,,,,12,159,,128,6,,7.95,0.25,,,,0.6,7.95,,6.4,0.3,,5,5,,,,5,5,,5,5,,8,8,,,,8,8,,8,8
8,,Vinay,,,Vinay,Vinay,Vinay,Vinay,Vinay,Vinay,,,15,,,15,15,15,15,15,15,,,Raider,,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,HAR,,,HAR,HAR,HAR,HAR,HAR,HAR,,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,36,,,146,158,34,54,142,33,,,51,,,1,0.07,8,52,1,46,,,3.4,,,0.066666667,0.004666667,0.5333333333333333,3.466666666666667,0.066666667,3.066666666666667,,,28,,,28,28,28,28,28,28,,,8,,,8,8,8,8,8,8,
8,,Jashandeep Singh,,,,,,Jashandeep Singh,,Jashandeep Singh,,,2,,,,,,2,,2,,,Raider,,,,,,Raider,,Raider,,,,,,,,,,,,,,MUM,,,,,,MUM,,MUM,,,U Mumba,,,,,,U Mumba,,U Mumba,,,92,,,,,,166,,98,,,3,,,,,,3,,2,,,1.5,,,,,,1.5,,1,,,5,,,,,,5,,5,,,8,,,,,,8,,8,
8,Nitin Rawal,Nitin Rawal,,,Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,Nitin Rawal,,13,13,,,13,13,13,13,13,13,,All-Rounder,All-Rounder,,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,,,,,,,,,,,,JAI,JAI,,,JAI,JAI,JAI,JAI,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,36,63,,,59,62,45,91,65,76,,2,11,,,14,1.08,4,25,12,4,,0.1538461538461538,0.8461538461538461,,,1.0769230769230769,0.083076923,0.3076923076923077,1.9230769230769231,0.9230769230769232,0.3076923076923077,,3,3,,,3,3,3,3,3,3,,0,0,,,0,0,0,0,0,0,
8,,Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,,Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,Brijendra Singh Chaudhary,,,7,7,,7,7,7,7,7,7,,,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,,JAI,JAI,,JAI,JAI,JAI,JAI,JAI,JAI,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,51,38,,82,55,81,85,75,54,,,20,1,,8,1.14,1,28,8,12,,,2.857142857142857,0.1428571428571428,,1.1428571428571428,0.1628571428571428,0.1428571428571428,4,1.1428571428571428,1.7142857142857142,,,3,3,,3,3,3,3,3,3,,,0,0,,0,0,0,0,0,0,
8,,Vijay,Vijay,,Vijay,Vijay,Vijay,Vijay,Vijay,Vijay,Vijay,,23,23,,23,23,23,23,23,23,23,,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,DEL,DEL,DEL,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,14,5,,102,142,17,13,96,14,13,,157,6,,5,0.22,17,162,5,119,5,,6.826086956521739,0.2608695652173913,,0.217391304,0.009565217,0.7391304347826086,7.043478260869565,0.217391304,5.173913043478261,0.217391304,,2,2,,2,2,2,2,2,2,2,,0,0,,0,0,0,0,0,0,0
8,Monu,Monu,Monu,,Monu,Monu,Monu,Monu,Monu,Monu,,15,15,15,,15,15,15,15,15,15,,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,PAT,PAT,PAT,,PAT,PAT,PAT,PAT,PAT,PAT,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,37,57,32,,68,91,54,93,71,62,,2,13,1,,11,0.73,3,24,9,9,,0.1333333333333333,0.8666666666666667,0.066666667,,0.7333333333333333,0.048666667,0.2,1.6,0.6,0.6,,6,6,6,,6,6,6,6,6,6,,8,8,8,,8,8,8,8,8,8,
8,Vishal Bhardwaj,Vishal Bhardwaj,,Vishal Bhardwaj,Vishal Bhardwaj,Vishal Bhardwaj,Vishal Bhardwaj,Vishal Bhardwaj,Vishal Bhardwaj,,,20,20,,20,20,20,20,20,20,,,Defender,Defender,,Defender,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,,,PUN,PUN,,PUN,PUN,PUN,PUN,PUN,PUN,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,,27,102,,13,21,19,79,62,20,,,3,2,,2,45,2.25,1,47,42,,,0.15,0.1,,0.1,2.25,0.1125,0.05,2.35,2.1,,,7,7,,7,7,7,7,7,7,,,9,9,,9,9,9,9,9,9,,
8,,,,,Rinku Narwal,Rinku Narwal,,Rinku Narwal,Rinku Narwal,,,,,,,4,4,,4,4,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,,,,,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,,,,,,103,52,,149,97,,,,,,,5,1.25,,5,5,,,,,,,1.25,0.3125,,1.25,1.25,,,,,,,4,4,,4,4,,,,,,,9,9,,9,9,,
8,Surinder Singh,Surinder Singh,,,Surinder Singh,Surinder Singh,Surinder Singh,Surinder Singh,Surinder Singh,,,21,21,,,21,21,21,21,21,,,Defender,Defender,,,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,,,HYD,HYD,,,HYD,HYD,HYD,HYD,HYD,,,Telugu Titans,Telugu Titans,,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,,28,124,,,35,45,80,78,37,,,3,1,,,31,1.48,1,32,28,,,0.1428571428571428,0.047619048,,,1.4761904761904765,0.07047619,0.047619048,1.5238095238095235,1.3333333333333333,,,8,8,,,8,8,8,8,8,,,9,9,,,9,9,9,9,9,,
8,Nitesh Kumar,Nitesh Kumar,,Nitesh Kumar,Nitesh Kumar,Nitesh Kumar,,Nitesh Kumar,Nitesh Kumar,,,24,24,,24,24,24,,24,24,,,Defender,Defender,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,U.P.,U.P.,,U.P.,U.P.,U.P.,,U.P.,U.P.,,,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,,,12,125,,14,8,15,,46,8,,,4,1,,2,57,2.38,,58,53,,,0.1666666666666666,0.041666667,,0.083333333,2.375,0.099166667,,2.4166666666666665,2.2083333333333335,,,30,30,,30,30,30,,30,30,,,9,9,,9,9,9,,9,9,,
8,,Ravindra Kumavat,,,Ravindra Kumavat,Ravindra Kumavat,Ravindra Kumavat,Ravindra Kumavat,Ravindra Kumavat,Ravindra Kumavat,,,5,,,5,5,5,5,5,5,,,Raider,,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,KOL,,,KOL,KOL,KOL,KOL,KOL,KOL,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,71,,,147,143,47,126,143,66,,,8,,,1,0.2,4,9,1,7,,,1.6,,,0.2,0.04,0.8,1.8,0.2,1.4,,,4,,,4,4,4,4,4,4,,,8,,,8,8,8,8,8,8,
8,Adarsh T,Adarsh T,Adarsh T,,Adarsh T,Adarsh T,Adarsh T,Adarsh T,Adarsh T,Adarsh T,Adarsh T,21,21,21,,21,21,21,21,21,21,21,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,HYD,HYD,HYD,,HYD,HYD,HYD,HYD,HYD,HYD,HYD,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,83,28,20,,73,117,16,28,72,30,33,1,76,3,,10,0.48,18,86,9,55,1,0.047619048,3.619047619047619,0.1428571428571428,,0.4761904761904761,0.022857143,0.8571428571428571,4.095238095238095,0.4285714285714285,2.619047619047619,0.047619048,8,8,8,,8,8,8,8,8,8,8,0,0,0,,0,0,0,0,0,0,0
8,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,Ajinkya Pawar,18,18,18,,18,18,18,18,18,18,18,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,CHE,CHE,CHE,,CHE,CHE,CHE,CHE,CHE,CHE,CHE,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,38,19,39,,86,132,3,19,102,20,14,2,108,1,,6,0.33,42,114,4,81,5,0.1111111111111111,6,0.055555556,,0.3333333333333333,0.018333333,2.3333333333333335,6.333333333333333,0.2222222222222222,4.5,0.2777777777777778,29,29,29,,29,29,29,29,29,29,29,8,8,8,,8,8,8,8,8,8,8
8,,,,,Ankit,Ankit,,Ankit,Ankit,,,,,,,6,6,,6,6,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,BLR,BLR,,BLR,BLR,,,,,,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,,,,,,,85,54,,135,81,,,,,,,7,1.17,,7,7,,,,,,,1.1666666666666667,0.1949999999999999,,1.1666666666666667,1.1666666666666667,,,,,,,1,1,,1,1,,,,,,,9,9,,9,9,,
