season,player-super-tackles_player_name,player-raid-points_player_name,player-super-raids_player_name,high-5s_player_name,player-tackle-points_player_name,player-avg-tackle-points_player_name,player-dod-raid-points_player_name,player-total-points_player_name,player-successful-tackles_player_name,player-successful-raids_player_name,super-10s_player_name,player-super-tackles_match_played,player-raid-points_match_played,player-super-raids_match_played,high-5s_match_played,player-tackle-points_match_played,player-avg-tackle-points_match_played,player-dod-raid-points_match_played,player-total-points_match_played,player-successful-tackles_match_played,player-successful-raids_match_played,super-10s_match_played,player-super-tackles_position_name,player-raid-points_position_name,player-super-raids_position_name,high-5s_position_name,player-tackle-points_position_name,player-avg-tackle-points_position_name,player-dod-raid-points_position_name,player-total-points_position_name,player-successful-tackles_position_name,player-successful-raids_position_name,super-10s_position_name,player-super-tackles_team,player-raid-points_team,player-super-raids_team,high-5s_team,player-tackle-points_team,player-avg-tackle-points_team,player-dod-raid-points_team,player-total-points_team,player-successful-tackles_team,player-successful-raids_team,super-10s_team,player-super-tackles_team_name,player-raid-points_team_name,player-super-raids_team_name,high-5s_team_name,player-tackle-points_team_name,player-avg-tackle-points_team_name,player-dod-raid-points_team_name,player-total-points_team_name,player-successful-tackles_team_name,player-successful-raids_team_name,super-10s_team_name,player-super-tackles_team_full_name,player-raid-points_team_full_name,player-super-raids_team_full_name,high-5s_team_full_name,player-tackle-points_team_full_name,player-avg-tackle-points_team_full_name,player-dod-raid-points_team_full_name,player-total-points_team_full_name,player-successful-tackles_team_full_name,player-successful-raids_team_full_name,super-10s_team_full_name,player-super-tackles_rank,player-raid-points_rank,player-super-raids_rank,high-5s_rank,player-tackle-points_rank,player-avg-tackle-points_rank,player-dod-raid-points_rank,player-total-points_rank,player-successful-tackles_rank,player-successful-raids_rank,super-10s_rank,player-super-tackles_value,player-raid-points_value,player-super-raids_value,high-5s_value,player-tackle-points_value,player-avg-tackle-points_value,player-dod-raid-points_value,player-total-points_value,player-successful-tackles_value,player-successful-raids_value,super-10s_value,player-super-tackles_points_per_match,player-raid-points_points_per_match,player-super-raids_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-avg-tackle-points_points_per_match,player-dod-raid-points_points_per_match,player-total-points_points_per_match,player-successful-tackles_points_per_match,player-successful-raids_points_per_match,super-10s_points_per_match,player-super-tackles_team_id,player-raid-points_team_id,player-super-raids_team_id,high-5s_team_id,player-tackle-points_team_id,player-avg-tackle-points_team_id,player-dod-raid-points_team_id,player-total-points_team_id,player-successful-tackles_team_id,player-successful-raids_team_id,super-10s_team_id,player-super-tackles_position_id,player-raid-points_position_id,player-super-raids_position_id,high-5s_position_id,player-tackle-points_position_id,player-avg-tackle-points_position_id,player-dod-raid-points_position_id,player-total-points_position_id,player-successful-tackles_position_id,player-successful-raids_position_id,super-10s_position_id
2,Sunil Jaipal,Sunil Jaipal,Sunil Jaipal,,Sunil Jaipal,Sunil Jaipal,Sunil Jaipal,Sunil Jaipal,Sunil Jaipal,Sunil Jaipal,,10,10,10,,10,10,10,10,10,10,,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,KOL,KOL,KOL,,KOL,KOL,KOL,KOL,KOL,KOL,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,25,23,15,,54,74,21,30,65,24,,2,34,2,,6,0.6,8,40,4,24,,0.2,3.4,0.2,,0.6,0.06,0.8,4,0.4,2.4,,4,4,4,,4,4,4,4,4,4,,8,8,8,,8,8,8,8,8,8,
2,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,Sandeep Narwal,,16,16,16,16,16,16,16,16,16,16,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,14,18,23,13,8,14,26,6,7,18,,3,46,1,2,37,2.31,6,83,34,36,,0.1875,2.875,0.0625,0.125,2.3125,0.144375,0.375,5.1875,2.125,2.25,,6,6,6,6,6,6,6,6,6,6,,0,0,0,0,0,0,0,0,0,0,
2,Surender Nada,Surender Nada,,Surender Nada,Surender Nada,Surender Nada,Surender Nada,Surender Nada,Surender Nada,Surender Nada,,14,14,,14,14,14,14,14,14,14,,Defender,Defender,,Defender,Defender,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,,MUM,MUM,,MUM,MUM,MUM,MUM,MUM,MUM,MUM,,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,21,67,,4,5,5,67,27,6,66,,2,3,,4,41,2.93,1,44,39,2,,0.1428571428571428,0.2142857142857142,,0.2857142857142857,2.9285714285714284,0.2092857142857143,0.071428571,3.142857142857143,2.7857142857142856,0.1428571428571428,,5,5,,5,5,5,5,5,5,5,,9,9,,9,9,9,9,9,9,9,
2,Prashant Chavan,,,,Prashant Chavan,Prashant Chavan,,Prashant Chavan,Prashant Chavan,,,11,,,,11,11,,11,11,,,Defender,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,JAI,,,,JAI,JAI,,JAI,JAI,,,Jaipur Pink Panthers,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,22,,,,34,48,,80,41,,,2,,,,11,1,,11,9,,,0.1818181818181818,,,,1,0.090909091,,1,0.8181818181818182,,,3,,,,3,3,,3,3,,,9,,,,9,9,,9,9,,
2,,,,,D. Gopu,D. Gopu,,D. Gopu,D. Gopu,,,,,,,7,7,,7,7,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,HYD,HYD,,HYD,HYD,,,,,,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,,,,,,42,41,,87,42,,,,,,,9,1.29,,9,9,,,,,,,1.2857142857142858,0.1842857142857143,,1.2857142857142858,1.2857142857142858,,,,,,,8,8,,8,8,,,,,,,9,9,,9,9,,
2,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,Prashanth Kumar Rai,15,15,15,,15,15,15,15,15,15,15,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,HYD,HYD,HYD,,HYD,HYD,HYD,HYD,HYD,HYD,HYD,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,42,14,24,,67,89,13,18,66,12,7,1,54,1,,4,0.27,14,58,3,42,1,0.066666667,3.6,0.066666667,,0.2666666666666666,0.018,0.9333333333333332,3.8666666666666663,0.2,2.8,0.066666667,8,8,8,,8,8,8,8,8,8,8,8,8,8,,8,8,8,8,8,8,8
2,,Pawan Kumar Kadian,Pawan Kumar Kadian,,,,Pawan Kumar Kadian,Pawan Kumar Kadian,,Pawan Kumar Kadian,,,10,10,,,,10,10,,10,,,Raider,Raider,,,,Raider,Raider,,Raider,,,,,,,,,,,,,,MUM,MUM,,,,MUM,MUM,,MUM,,,U Mumba,U Mumba,,,,U Mumba,U Mumba,,U Mumba,,,32,25,,,,27,58,,39,,,16,1,,,,6,16,,9,,,1.6,0.1,,,,0.6,1.6,,0.9,,,5,5,,,,5,5,,5,,,8,8,,,,8,8,,8,
2,Ravinder Pahal,Ravinder Pahal,,Ravinder Pahal,Ravinder Pahal,Ravinder Pahal,,Ravinder Pahal,Ravinder Pahal,Ravinder Pahal,,14,14,,14,14,14,,14,14,14,,Defender,Defender,,Defender,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,DEL,,DEL,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,2,61,,2,1,1,,13,2,62,,7,4,,5,60,4.29,,64,53,3,,0.5,0.2857142857142857,,0.3571428571428571,4.285714285714286,0.3064285714285714,,4.571428571428571,3.7857142857142856,0.2142857142857142,,2,2,,2,2,2,,2,2,2,,9,9,,9,9,9,,9,9,9,
2,Rakesh Singh Kumar,,,Rakesh Singh Kumar,Rakesh Singh Kumar,Rakesh Singh Kumar,,Rakesh Singh Kumar,Rakesh Singh Kumar,,,13,,,13,13,13,,13,13,,,Defender,,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,DEL,,,DEL,DEL,DEL,,DEL,DEL,,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,23,,,23,22,34,,50,22,,,2,,,1,19,1.46,,19,17,,,0.1538461538461538,,,0.076923077,1.4615384615384617,0.1123076923076923,,1.4615384615384617,1.3076923076923077,,,2,,,2,2,2,,2,2,,,9,,,9,9,9,,9,9,,
2,Samarjeet Singh,,,,Samarjeet Singh,Samarjeet Singh,,Samarjeet Singh,Samarjeet Singh,,,5,,,,5,5,,5,5,,,All Rounder,,,,All Rounder,All Rounder,,All Rounder,All Rounder,,,,,,,,,,,,,,JAI,,,,JAI,JAI,,JAI,JAI,,,Jaipur Pink Panthers,,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,41,,,,88,83,,115,86,,,1,,,,2,0.4,,2,1,,,0.2,,,,0.4,0.08,,0.4,0.2,,,3,,,,3,3,,3,3,,,0,,,,0,0,,0,0,,
2,Ran Singh,Ran Singh,,Ran Singh,Ran Singh,Ran Singh,Ran Singh,Ran Singh,Ran Singh,Ran Singh,,14,14,,14,14,14,14,14,14,14,,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,JAI,JAI,,JAI,JAI,JAI,JAI,JAI,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,7,39,,24,13,16,31,26,14,38,,4,13,,1,31,2.21,5,44,27,10,,0.2857142857142857,0.9285714285714286,,0.071428571,2.2142857142857144,0.1578571428571428,0.3571428571428571,3.142857142857143,1.9285714285714288,0.7142857142857143,,3,3,,3,3,3,3,3,3,3,,0,0,,0,0,0,0,0,0,0,
2,Girish Maruti Ernak,,,Girish Maruti Ernak,Girish Maruti Ernak,Girish Maruti Ernak,,Girish Maruti Ernak,Girish Maruti Ernak,,,13,,,13,13,13,,13,13,,,Defender,,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,PAT,,,PAT,PAT,PAT,,PAT,PAT,,,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,,40,,,25,16,19,,40,15,,,1,,,1,27,2.08,,27,26,,,0.076923077,,,0.076923077,2.076923076923077,0.16,,2.076923076923077,2,,,6,,,6,6,6,,6,6,,,9,,,9,9,9,,9,9,,
2,D. Suresh Kumar,,,D. Suresh Kumar,D. Suresh Kumar,D. Suresh Kumar,,D. Suresh Kumar,D. Suresh Kumar,,,16,,,16,16,16,,16,16,,,Defender,,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,PAT,,,PAT,PAT,PAT,,PAT,PAT,,,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,,8,,,14,14,23,,39,16,,,4,,,2,30,1.88,,30,26,,,0.25,,,0.125,1.875,0.1175,,1.875,1.625,,,6,,,6,6,6,,6,6,,,9,,,9,9,9,,9,9,,
2,,Mahendra Ganesh Rajput,Mahendra Ganesh Rajput,,Mahendra Ganesh Rajput,Mahendra Ganesh Rajput,Mahendra Ganesh Rajput,Mahendra Ganesh Rajput,Mahendra Ganesh Rajput,Mahendra Ganesh Rajput,Mahendra Ganesh Rajput,,12,12,,12,12,12,12,12,12,12,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,KOL,KOL,KOL,KOL,KOL,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,13,8,,89,105,6,20,87,16,5,,55,3,,1,0.08,21,56,1,37,2,,4.583333333333333,0.25,,0.083333333,0.006666667,1.75,4.666666666666667,0.083333333,3.0833333333333335,0.1666666666666666,,4,4,,4,4,4,4,4,4,4,,8,8,,8,8,8,8,8,8,8
2,,,,,Bajirao Hodage,Bajirao Hodage,,Bajirao Hodage,Bajirao Hodage,,,,,,,7,7,,7,7,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,,,,,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,,,,,,29,24,,68,28,,,,,,,13,1.86,,13,13,,,,,,,1.8571428571428572,0.2657142857142857,,1.8571428571428572,1.8571428571428572,,,,,,,4,4,,4,4,,,,,,,9,9,,9,9,,
2,,,,,Sachin Shingade,Sachin Shingade,,Sachin Shingade,Sachin Shingade,,,,,,,4,4,,4,4,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,HYD,HYD,,HYD,HYD,,,,,,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,,,,,,87,79,,114,85,,,,,,,2,0.5,,2,2,,,,,,,0.5,0.125,,0.5,0.5,,,,,,,8,8,,8,8,,,,,,,9,9,,9,9,,
2,,Preetam Chhillar,,,Preetam Chhillar,Preetam Chhillar,,Preetam Chhillar,Preetam Chhillar,Preetam Chhillar,,,12,,,12,12,,12,12,12,,,All Rounder,,,All Rounder,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,,BLR,,,BLR,BLR,,BLR,BLR,BLR,,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,68,,,47,66,,81,44,63,,,2,,,8,0.67,,10,8,2,,,0.1666666666666666,,,0.6666666666666666,0.055833333,,0.8333333333333334,0.6666666666666666,0.1666666666666666,,,1,,,1,1,,1,1,1,,,0,,,0,0,,0,0,0,
2,,,,,Sagar Khatale,Sagar Khatale,,Sagar Khatale,Sagar Khatale,,,,,,,4,4,,4,4,,,,,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,,,,,PUN,PUN,,PUN,PUN,,,,,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,,,,,,66,50,,102,63,,,,,,,4,1,,4,4,,,,,,,1,0.25,,1,1,,,,,,,7,7,,7,7,,,,,,,9,9,,9,9,,
2,Pradeep Kumar,Pradeep Kumar,Pradeep Kumar,,Pradeep Kumar,Pradeep Kumar,Pradeep Kumar,Pradeep Kumar,Pradeep Kumar,Pradeep Kumar,Pradeep Kumar,6,6,6,,6,6,6,6,6,6,6,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,MUM,MUM,MUM,,MUM,MUM,MUM,MUM,MUM,MUM,MUM,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,39,27,11,,86,84,32,41,88,26,8,1,24,2,,2,0.33,5,26,1,19,1,0.1666666666666666,4,0.3333333333333333,,0.3333333333333333,0.055,0.8333333333333334,4.333333333333333,0.1666666666666666,3.1666666666666665,0.1666666666666666,5,5,5,,5,5,5,5,5,5,5,8,8,8,,8,8,8,8,8,8,8
2,,Suresu Kumar,,,Suresu Kumar,Suresu Kumar,Suresu Kumar,Suresu Kumar,Suresu Kumar,Suresu Kumar,,,1,,,1,1,1,1,1,1,,,Raider,,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,MUM,,,MUM,MUM,MUM,MUM,MUM,MUM,,,U Mumba,,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,,79,,,90,49,66,113,89,79,,,1,,,1,1,1,2,1,1,,,1,,,1,1,1,2,1,1,,,5,,,5,5,5,5,5,5,,,8,,,8,8,8,8,8,8,
2,,Deepak Kumar Dahiya,,,,,Deepak Kumar Dahiya,Deepak Kumar Dahiya,,Deepak Kumar Dahiya,,,2,,,,,2,2,,2,,,Raider,,,,,Raider,Raider,,Raider,,,,,,,,,,,,,,BLR,,,,,BLR,BLR,,BLR,,,Bengaluru Bulls,,,,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,,54,,,,,41,94,,61,,,6,,,,,4,6,,3,,,3,,,,,2,3,,1.5,,,1,,,,,1,1,,1,,,8,,,,,8,8,,8,
2,,Parveen M. Jangra,,,Parveen M. Jangra,Parveen M. Jangra,,Parveen M. Jangra,Parveen M. Jangra,Parveen M. Jangra,,,6,,,6,6,,6,6,6,,,Defender,,,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,KOL,,,KOL,KOL,,KOL,KOL,KOL,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,78,,,55,57,,95,53,80,,,1,,,5,0.83,,6,5,1,,,0.1666666666666666,,,0.8333333333333334,0.1383333333333333,,1,0.8333333333333334,0.1666666666666666,,,4,,,4,4,,4,4,4,,,9,,,9,9,,9,9,9,
2,Vikas Kale,,,Vikas Kale,Vikas Kale,Vikas Kale,,Vikas Kale,Vikas Kale,,,8,,,8,8,8,,8,8,,,Defender,,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,KOL,,,KOL,KOL,KOL,,KOL,KOL,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,,12,,,15,44,44,,86,52,,,3,,,1,9,1.13,,9,6,,,0.375,,,0.125,1.125,0.14125,,1.125,0.75,,,4,,,4,4,4,,4,4,,,9,,,9,9,9,,9,9,,
2,,Kedar Lal,Kedar Lal,,Kedar Lal,Kedar Lal,Kedar Lal,Kedar Lal,Kedar Lal,Kedar Lal,,,9,9,,9,9,9,9,9,9,,,Raider,Raider,,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,KOL,KOL,KOL,KOL,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,41,29,,91,103,18,64,90,49,,,12,1,,1,0.11,9,13,1,7,,,1.3333333333333333,0.1111111111111111,,0.1111111111111111,0.012222222,1,1.4444444444444444,0.1111111111111111,0.7777777777777778,,,4,4,,4,4,4,4,4,4,,,8,8,,8,8,8,8,8,8,
2,Deepak Dhull,Deepak Dhull,,Deepak Dhull,Deepak Dhull,Deepak Dhull,,Deepak Dhull,Deepak Dhull,,,8,8,,8,8,8,,8,8,,,Defender,Defender,,Defender,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,KOL,,KOL,KOL,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,,33,74,,16,37,38,,72,35,,,1,1,,1,11,1.38,,12,10,,,0.125,0.125,,0.125,1.375,0.1725,,1.5,1.25,,,4,4,,4,4,4,,4,4,,,9,9,,9,9,9,,9,9,,
