,player_id,player_name,total_points_match_played,total_points_value,total_points_team_id,total_points_team,team_name,total_points_rank,total_points_position_id,total_points_position_name,team_full_name,total_points_points_per_match,successful_raids_match_played,successful_raids_value,successful_raids_team_id,successful_raids_team,successful_raids_rank,successful_raids_position_id,successful_raids_position_name,successful_raids_points_per_match,raid_points_match_played,raid_points_value,raid_points_team_id,raid_points_team,raid_points_rank,raid_points_position_id,raid_points_position_name,raid_points_points_per_match,successful_tackles_match_played,successful_tackles_value,successful_tackles_team_id,successful_tackles_team,successful_tackles_rank,successful_tackles_position_id,successful_tackles_position_name,successful_tackles_points_per_match,tackle_points_match_played,tackle_points_value,tackle_points_team_id,tackle_points_team,tackle_points_rank,tackle_points_position_id,tackle_points_position_name,tackle_points_points_per_match,avg_tackle_points_match_played,avg_tackle_points_value,avg_tackle_points_team_id,avg_tackle_points_team,avg_tackle_points_rank,avg_tackle_points_position_id,avg_tackle_points_position_name,avg_tackle_points_points_per_match,dod_raid_points_match_played,dod_raid_points_value,dod_raid_points_team_id,dod_raid_points_team,dod_raid_points_rank,dod_raid_points_position_id,dod_raid_points_position_name,dod_raid_points_points_per_match,super_raids_match_played,super_raids_value,super_raids_team_id,super_raids_team,super_raids_rank,super_raids_position_id,super_raids_position_name,super_raids_points_per_match,super_tackles_match_played,super_tackles_value,super_tackles_team_id,super_tackles_team,super_tackles_rank,super_tackles_position_id,super_tackles_position_name,super_tackles_points_per_match,super_10s_match_played,super_10s_value,super_10s_team_id,super_10s_team,super_10s_rank,super_10s_position_id,super_10s_position_name,super_10s_points_per_match,super_5s_match_played,super_5s_value,super_5s_team_id,super_5s_team,super_5s_rank,super_5s_position_id,super_5s_position_name,super_5s_points_per_match
0,12,Jang Lee,16,63,6,,PAT,45,8,Raider,Patna Pirates,3.9375,16.0,47.0,6.0,,32.0,8.0,Raider,2.9375,16.0,60.0,6.0,,32.0,8.0,Raider,3.75,16.0,2.0,6.0,,128.0,8.0,Raider,0.125,16.0,3.0,6.0,,115.0,8.0,Raider,0.1875,16.0,0.19,6.0,,133.0,8.0,Raider,0.011875,16.0,15.0,6.0,,17.0,8.0,Raider,0.9375,,,,,,,,,16.0,1.0,6.0,,67.0,8.0,Raider,0.0625,,,,,,,,,,,,,,,,
1,26,Ajay Thakur,13,58,29,,CHE,51,8,Raider,Tamil Thalaivas,4.461538461538462,13.0,47.0,29.0,,33.0,8.0,Raider,3.6153846153846154,13.0,58.0,29.0,,36.0,8.0,Raider,4.461538461538462,,,,,,,,,,,,,,,,,,,,,,,,,13.0,8.0,29.0,,34.0,8.0,Raider,0.6153846153846154,13.0,2.0,29.0,,20.0,8.0,Raider,0.1538461538461538,,,,,,,,,13.0,1.0,29.0,,28.0,8.0,Raider,0.0769230769230769,,,,,,,,
2,36,Chandran Ranjit,22,125,2,,DEL,14,8,Raider,Dabang Delhi K.C.,5.681818181818182,22.0,89.0,2.0,,15.0,8.0,Raider,4.045454545454546,22.0,118.0,2.0,,15.0,8.0,Raider,5.363636363636363,22.0,6.0,2.0,,87.0,8.0,Raider,0.2727272727272727,22.0,7.0,2.0,,85.0,8.0,Raider,0.3181818181818182,22.0,0.32,2.0,,116.0,8.0,Raider,0.0145454545454545,22.0,11.0,2.0,,22.0,8.0,Raider,0.5,22.0,2.0,2.0,,21.0,8.0,Raider,0.0909090909090909,22.0,1.0,2.0,,68.0,8.0,Raider,0.0454545454545454,22.0,2.0,2.0,,24.0,8.0,Raider,0.0909090909090909,,,,,,,,
3,41,Deepak Hooda,20,158,3,,JAI,8,0,All Rounder,Jaipur Pink Panthers,7.9,20.0,113.0,3.0,,8.0,0.0,All Rounder,5.65,20.0,146.0,3.0,,9.0,0.0,All Rounder,7.3,20.0,10.0,3.0,,65.0,0.0,All Rounder,0.5,20.0,12.0,3.0,,65.0,0.0,All Rounder,0.6,20.0,0.6,3.0,,87.0,0.0,All Rounder,0.03,20.0,25.0,3.0,,8.0,0.0,All Rounder,1.25,20.0,2.0,3.0,,22.0,0.0,All Rounder,0.1,20.0,2.0,3.0,,49.0,0.0,All Rounder,0.1,20.0,7.0,3.0,,8.0,0.0,All Rounder,0.35,,,,,,,,
4,42,Dharmaraj Cheralathan,19,46,28,,HAR,70,9,Defender,Haryana Steelers,2.4210526315789473,19.0,1.0,28.0,,112.0,9.0,Defender,0.0526315789473684,19.0,3.0,28.0,,94.0,9.0,Defender,0.1578947368421052,19.0,39.0,28.0,,24.0,9.0,Defender,2.0526315789473686,19.0,43.0,28.0,,24.0,9.0,Defender,2.263157894736842,19.0,2.26,28.0,,23.0,9.0,Defender,0.1189473684210526,,,,,,,,,,,,,,,,,19.0,4.0,28.0,,20.0,9.0,Defender,0.2105263157894736,,,,,,,,,19.0,1.0,28.0,,37.0,9.0,Defender,0.0526315789473684
5,46,GURVINDER SINGH,2,4,31,,GUJ,164,0,All Rounder,Gujarat Giants,2.0,2.0,3.0,31.0,,87.0,0.0,All Rounder,1.5,2.0,4.0,31.0,,92.0,0.0,All Rounder,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,54,Jeeva Kumar,22,39,4,,KOL,77,9,Defender,Bengal Warriors,1.7727272727272727,,,,,,,,,,,,,,,,,22.0,38.0,4.0,,26.0,9.0,Defender,1.7272727272727273,22.0,39.0,4.0,,27.0,9.0,Defender,1.7727272727272727,22.0,1.77,4.0,,37.0,9.0,Defender,0.0804545454545454,,,,,,,,,,,,,,,,,22.0,1.0,4.0,,66.0,9.0,Defender,0.0454545454545454,,,,,,,,,,,,,,,,
7,69,Manjeet Chhillar,15,41,29,,CHE,74,0,All Rounder,Tamil Thalaivas,2.7333333333333334,,,,,,,,,15.0,4.0,29.0,,93.0,0.0,All Rounder,0.2666666666666666,15.0,35.0,29.0,,30.0,0.0,All Rounder,2.3333333333333335,15.0,37.0,29.0,,31.0,0.0,All Rounder,2.466666666666667,15.0,2.47,29.0,,18.0,0.0,All Rounder,0.1646666666666666,,,,,,,,,,,,,,,,,15.0,2.0,29.0,,50.0,0.0,All Rounder,0.1333333333333333,,,,,,,,,15.0,2.0,29.0,,22.0,0.0,All Rounder,0.1333333333333333
8,71,Mohit Chhillar,18,37,29,,CHE,79,9,Defender,Tamil Thalaivas,2.0555555555555554,,,,,,,,,,,,,,,,,18.0,34.0,29.0,,31.0,9.0,Defender,1.8888888888888888,18.0,37.0,29.0,,32.0,9.0,Defender,2.0555555555555554,18.0,2.06,29.0,,28.0,9.0,Defender,0.1144444444444444,,,,,,,,,,,,,,,,,18.0,3.0,29.0,,25.0,9.0,Defender,0.1666666666666666,,,,,,,,,18.0,1.0,29.0,,38.0,9.0,Defender,0.0555555555555555
9,81,Rahul Chaudhari,22,138,29,,CHE,12,8,Raider,Tamil Thalaivas,6.2727272727272725,22.0,109.0,29.0,,10.0,8.0,Raider,4.954545454545454,22.0,130.0,29.0,,11.0,8.0,Raider,5.909090909090909,22.0,8.0,29.0,,72.0,8.0,Raider,0.3636363636363636,22.0,8.0,29.0,,77.0,8.0,Raider,0.3636363636363636,22.0,0.36,29.0,,111.0,8.0,Raider,0.0163636363636363,22.0,26.0,29.0,,7.0,8.0,Raider,1.181818181818182,,,,,,,,,,,,,,,,,22.0,4.0,29.0,,11.0,8.0,Raider,0.1818181818181818,,,,,,,,
