match_played,value,team_id,team_name,rank,points_per_match
16,172,6,Patna Pirates,1,10.75
16,162,8,Telugu Titans,2,10.125
16,147,7,Puneri Paltan,3,9.1875
14,136,2,Dabang Delhi K.C.,4,9.714285714285714
16,136,3,Jaipur Pink Panthers,5,8.5
14,125,4,Bengal Warriors,6,8.928571428571429
14,124,1,Bengaluru Bulls,7,8.857142857142858
14,121,5,U Mumba,8,8.642857142857142
