,Match_No,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type,win_by_coin_toss,extra_time,golden_raid
0,0,"Pro Kabaddi League Season 4, 2016",W,4,6/25/2016 8:00,Puneri Paltan beat Telugu Titans (28-24),6/25/2016 8:00,Completed,4,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",182,League,Match 1,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,28,TRUE,Telugu Titans,24,FALSE,Puneri Paltan,Manjeet Chhillar,69,6,,Sonu Narwal,190,5,Raider,Joginder Singh Narwal,194,3,,Ajay Thakur,26,3,,Ravinder Pahal,157,3,,Sandeep Narwal,142,6,,Vinod Kumar,215,5,,Rahul Chaudhari,81,4,,S Mahalingam,391,2,All Rounder,Jasmer Singh Gulia,51,1,,,FALSE,FALSE
1,1,"Pro Kabaddi League Season 4, 2016",W,4,6/25/2016 9:00,U Mumba beat Jaipur Pink Panthers (36-34),6/25/2016 9:00,Completed,2,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",183,League,Match 2,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,U Mumba,36,TRUE,Jaipur Pink Panthers,34,FALSE,U Mumba,Rakesh Kumar,88,12,Raider,Rishank Devadiga,94,5,,Sunil,207,2,,Surjeet Singh,322,2,,Anup Kumar,29,2,,Shabeer Bappu,105,9,,Ran Singh,160,4,,Ajay Kumar,389,3,,Amit Hooda,212,3,,Tushar Patil,242,2,,,FALSE,FALSE
2,2,"Pro Kabaddi League Season 4, 2016",W,4,6/26/2016 8:00,Bengaluru Bulls beat Bengal Warriors (24-23),6/26/2016 8:00,Completed,1,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",184,League,Match 3,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,24,TRUE,Bengal Warriors,23,FALSE,Bengaluru Bulls,Rohit Kumar,326,7,,Surender Nada,146,5,Defender,Mohit Chhillar,71,3,,Deepak Kumar Dahiya,174,2,,Pawan Kumar Kadian,156,1,,Jang Kun Lee,12,5,,Monu Goyat,388,5,,Girish Maruti Ernak,161,3,,Nilesh Shinde,73,3,Defender,Nitin Madane,75,2,Raider,,FALSE,FALSE
3,3,"Pro Kabaddi League Season 4, 2016",W,4,6/26/2016 9:00,Puneri Paltan beat U Mumba (41-19),6/26/2016 9:00,Completed,22,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",185,League,Match 4,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,41,TRUE,U Mumba,19,FALSE,Puneri Paltan,Ajay Thakur,26,12,,Manjeet Chhillar,69,7,,Joginder Singh Narwal,194,4,,Deepak Niwas Hooda,41,3,,Somvir Shekhar,109,2,Defender,Anup Kumar,29,9,,Rakesh Kumar,88,2,Raider,Rishank Devadiga,94,2,,Vikash Kumar,380,2,Raider,Sunil,207,1,,,FALSE,FALSE
4,4,"Pro Kabaddi League Season 4, 2016",W,4,6/27/2016 8:00,Bengal Warriors beat Dabang Delhi K.C. (31-23),6/27/2016 8:00,Completed,8,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",186,League,Match 5,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengal Warriors,31,TRUE,Dabang Delhi,23,FALSE,Bengal Warriors,Ravi Dalal,92,6,Raider,Nilesh Shinde,73,4,Defender,Nitin Madane,75,3,Raider,Girish Maruti Ernak,161,3,,Monu Goyat,388,3,,Meraj Sheykh,251,9,,Anil Kumar,386,3,,Selvamani K,264,2,,Kashiling Adake,58,2,,Deepak Narwal,211,1,,,FALSE,FALSE
5,5,"Pro Kabaddi League Season 4, 2016",W,4,6/27/2016 9:00,Patna Pirates beat Puneri Paltan (30-24),6/27/2016 9:00,Completed,6,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",187,League,Match 6,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,24,FALSE,Patna Pirates,30,TRUE,Patna Pirates,Nitin Tomar,320,7,,Deepak Niwas Hooda,41,6,,Manjeet Chhillar,69,3,,Ravinder Pahal,157,3,,Sonu Narwal,190,2,Raider,Surjeet Singh,119,7,,Pardeep Narwal,197,7,,Dharmaraj Cheralathan,42,5,,Rajesh Mondal,85,3,,Fazel Atrachali,259,2,,,FALSE,FALSE
6,6,"Pro Kabaddi League Season 4, 2016",Tied,4,6/28/2016 8:00,Match Tied,6/28/2016 8:00,Completed,0,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",188,League,Match 7,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,27,FALSE,Dabang Delhi,27,FALSE,Unknown,Deepak Niwas Hooda,41,7,,Manjeet Chhillar,69,7,,Sonu Narwal,190,3,Raider,Joginder Singh Narwal,194,3,,Nitin Tomar,320,2,,Kashiling Adake,58,5,,Sachin Shingade,165,5,,Deepak Narwal,211,5,,Meraj Sheykh,251,4,,Selvamani K,264,4,,,FALSE,FALSE
7,7,"Pro Kabaddi League Season 4, 2016",W,4,6/29/2016 8:00,Jaipur Pink Panthers beat Telugu Titans (28-24),6/29/2016 8:00,Completed,4,3,kabaddi,Sawai Mansingh Stadium,189,League,Match 8,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,28,TRUE,Telugu Titans,24,FALSE,Jaipur Pink Panthers,Rajesh Narwal,86,8,,Jasvir Singh,52,3,,Ran Singh,160,3,,Amit Hooda,212,3,,Mahipal Narwal,67,2,Defender,Sandeep Narwal,142,6,,Nilesh Salunke,293,4,,Vinoth Kumar,172,4,,Vinod Kumar,215,3,,S Mahalingam,391,2,All Rounder,,FALSE,FALSE
8,8,"Pro Kabaddi League Season 4, 2016",W,4,6/29/2016 9:00,Patna Pirates beat U Mumba (36-34),6/29/2016 9:00,Completed,2,3,kabaddi,Sawai Mansingh Stadium,190,League,Match 9,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,U Mumba,34,FALSE,Patna Pirates,36,TRUE,Patna Pirates,Rishank Devadiga,94,11,,Anup Kumar,29,6,,Rakesh Kumar,88,3,Raider,Sunil,207,3,,Surjeet Singh,322,3,,Pardeep Narwal,197,18,,Kuldeep Singh,252,5,,Bajirao Hodage,164,4,,Fazel Atrachali,259,2,,Surjeet Singh,119,1,,,FALSE,FALSE
9,9,"Pro Kabaddi League Season 4, 2016",Tied,4,6/30/2016 8:00,Match Tied,6/30/2016 8:00,Completed,0,3,kabaddi,Sawai Mansingh Stadium,191,League,Match 10,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,28,FALSE,Bengaluru Bulls,28,FALSE,Unknown,Jasvir Singh,52,9,,Rajesh Narwal,86,6,,Mahipal Narwal,67,3,Defender,Shabeer Bappu,105,2,,Ran Singh,160,2,,Rohit Kumar,326,6,,Vinod Kumar,387,5,,Mohit Chhillar,71,4,,Pawan Kumar Kadian,156,2,,Manoj Kumar,70,2,Defender,,FALSE,FALSE
10,10,"Pro Kabaddi League Season 4, 2016",W,4,7/1/2016 8:00,U Mumba beat Dabang Delhi K.C. (27-25),7/1/2016 8:00,Completed,2,3,kabaddi,Sawai Mansingh Stadium,192,League,Match 11,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,U Mumba,27,TRUE,Dabang Delhi,25,FALSE,U Mumba,Rishank Devadiga,94,8,,Surender Singh,234,3,,Rakesh Kumar,88,3,Raider,Sunil,207,3,,Anup Kumar,29,3,,Kashiling Adake,58,7,,Sachin Shingade,165,5,,Selvamani K,264,5,,Sanket Chavan,360,2,Defender,Deepak Narwal,211,1,,,FALSE,FALSE
11,11,"Pro Kabaddi League Season 4, 2016",W,4,7/1/2016 9:00,Jaipur Pink Panthers beat Bengal Warriors (36-33),7/1/2016 9:00,Completed,3,3,kabaddi,Sawai Mansingh Stadium,193,League,Match 12,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,36,TRUE,Bengal Warriors,33,FALSE,Jaipur Pink Panthers,Jasvir Singh,52,13,,Shabeer Bappu,105,10,,Rajesh Narwal,86,3,,Tushar Patil,242,3,,Amit Hooda,212,2,,Monu Goyat,388,8,,Nitin Madane,75,8,Raider,Shrikant Jadhav,106,5,,Girish Maruti Ernak,161,4,,Nilesh Shinde,73,3,Defender,,FALSE,FALSE
12,12,"Pro Kabaddi League Season 4, 2016",W,4,7/2/2016 8:00,Dabang Delhi K.C. beat Bengaluru Bulls (32-24),7/2/2016 8:00,Completed,8,3,kabaddi,Sawai Mansingh Stadium,194,League,Match 13,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Dabang Delhi,32,TRUE,Bengaluru Bulls,24,FALSE,Dabang Delhi,Meraj Sheykh,251,8,,Sachin Shingade,165,7,,D. Gopu,152,5,,Kashiling Adake,58,2,,Selvamani K,264,2,,Rohit Kumar,326,8,,Mohit Chhillar,71,7,,Vinod Kumar,387,3,,Yogesh Hooda,245,3,,Surender Nada,146,2,Defender,,FALSE,FALSE
13,13,"Pro Kabaddi League Season 4, 2016",W,4,7/2/2016 9:00,Puneri Paltan beat Jaipur Pink Panthers (33-28),7/2/2016 9:00,Completed,5,3,kabaddi,Sawai Mansingh Stadium,195,League,Match 14,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,28,FALSE,Puneri Paltan,33,TRUE,Puneri Paltan,Ajay Kumar,389,11,,Rajesh Narwal,86,8,,Shabeer Bappu,105,5,,Amit Hooda,212,3,,Jasvir Singh,52,1,,Deepak Niwas Hooda,41,9,,Manjeet Chhillar,69,7,,Ravinder Pahal,157,5,,Ajay Thakur,26,4,,Joginder Singh Narwal,194,2,,,FALSE,FALSE
14,14,"Pro Kabaddi League Season 4, 2016",W,4,7/3/2016 8:00,Patna Pirates beat Telugu Titans (35-33),7/3/2016 8:00,Completed,2,9,kabaddi,Gachibowli Indoor Stadium,196,League,Match 15,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,33,FALSE,Patna Pirates,35,TRUE,Patna Pirates,Rahul Chaudhari,81,11,,Sandeep Narwal,142,5,,Vinod Kumar,215,4,,Vinoth Kumar,172,3,,Sukesh Hegde,111,2,,Pardeep Narwal,197,11,,Rajesh Mondal,85,7,,Kuldeep Singh,252,5,,Dharmaraj Cheralathan,42,3,,Surjeet Singh,119,2,,,FALSE,FALSE
15,15,"Pro Kabaddi League Season 4, 2016",W,4,7/3/2016 9:00,U Mumba beat Bengal Warriors (26-18),7/3/2016 9:00,Completed,8,9,kabaddi,Gachibowli Indoor Stadium,197,League,Match 16,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengal Warriors,18,FALSE,U Mumba,26,TRUE,U Mumba,Girish Maruti Ernak,161,3,,Ravi Dalal,92,2,Raider,Nilesh Shinde,73,2,Defender,Nitin Madane,75,2,Raider,Monu Goyat,388,2,,Rishank Devadiga,94,5,,Rakesh Kumar,88,4,Raider,Surjeet Singh,322,4,,Anup Kumar,29,3,,Suresu Kumar,173,3,Raider,,FALSE,FALSE
16,16,"Pro Kabaddi League Season 4, 2016",W,4,7/4/2016 8:00,Bengaluru Bulls beat Puneri Paltan (29-27),7/4/2016 8:00,Completed,2,9,kabaddi,Gachibowli Indoor Stadium,198,League,Match 17,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,29,TRUE,Puneri Paltan,27,FALSE,Bengaluru Bulls,Rohit Kumar,326,8,,Mohit Chhillar,71,7,,Ashish Kumar,202,6,,Amit Om Prakash Rathi,231,3,Raider,Surender Nada,146,2,Defender,Ravinder Pahal,157,6,,Deepak Niwas Hooda,41,5,,Nitin Tomar,320,4,,Manjeet Chhillar,69,3,,Sonu Narwal,190,3,Raider,,FALSE,FALSE
17,17,"Pro Kabaddi League Season 4, 2016",W,4,7/4/2016 9:00,Telugu Titans beat Bengal Warriors (35-18),7/4/2016 9:00,Completed,17,9,kabaddi,Gachibowli Indoor Stadium,199,League,Match 18,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,35,TRUE,Bengal Warriors,18,FALSE,Telugu Titans,Rahul Chaudhari,81,10,,Sandeep Kumar Dhull,290,8,,Nilesh Salunke,293,4,,Vinod Kumar,215,3,,K. Prapanjan,219,3,,Nilesh Shinde,73,3,Defender,Nitin Madane,75,3,Raider,Vishal Mane,123,3,,Monu Goyat,388,3,,Ravi Dalal,92,2,Raider,,FALSE,FALSE
18,18,"Pro Kabaddi League Season 4, 2016",W,4,7/5/2016 8:00,Bengaluru Bulls beat Telugu Titans (30-28),7/5/2016 8:00,Completed,2,9,kabaddi,Gachibowli Indoor Stadium,200,League,Match 19,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,28,FALSE,Bengaluru Bulls,30,TRUE,Bengaluru Bulls,Rahul Chaudhari,81,9,,Nilesh Salunke,293,7,,Sandeep Narwal,142,4,,Vinod Kumar,215,2,,K. Prapanjan,219,1,,Rohit Kumar,326,11,,Vinod Kumar,387,4,,Pawan Kumar Kadian,156,4,,Surender Nada,146,2,Defender,Ashish Kumar,202,2,,,FALSE,FALSE
19,19,"Pro Kabaddi League Season 4, 2016",W,4,7/6/2016 8:00,Jaipur Pink Panthers beat Dabang Delhi K.C. (51-26),7/6/2016 8:00,Completed,25,9,kabaddi,Gachibowli Indoor Stadium,201,League,Match 20,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Dabang Delhi,26,FALSE,Jaipur Pink Panthers,51,TRUE,Jaipur Pink Panthers,Meraj Sheykh,251,8,,Kashiling Adake,58,7,,Deepak Narwal,211,4,,Selvamani K,264,3,,Sanket Chavan,360,2,Defender,Rajesh Narwal,86,16,,Jasvir Singh,52,9,,Amit Hooda,212,6,,Ajay Kumar,389,4,,Mahipal Narwal,67,3,Defender,,FALSE,FALSE
20,20,"Pro Kabaddi League Season 4, 2016",W,4,7/6/2016 9:00,Telugu Titans beat U Mumba (35-30),7/6/2016 9:00,Completed,5,9,kabaddi,Gachibowli Indoor Stadium,202,League,Match 21,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,35,TRUE,U Mumba,30,FALSE,Telugu Titans,Rahul Chaudhari,81,8,,Nilesh Salunke,293,8,,Sandeep Kumar Dhull,290,4,,K. Prapanjan,219,3,,Sandeep Narwal,142,3,,Rakesh Kumar,88,11,Raider,Suresu Kumar,173,4,Raider,Anup Kumar,29,4,,Surjeet Singh,322,3,,Surender Singh,234,2,,,FALSE,FALSE
21,21,"Pro Kabaddi League Season 4, 2016",W,4,7/7/2016 8:00,Patna Pirates beat Bengaluru Bulls (31-25),7/7/2016 8:00,Completed,6,6,kabaddi,Patliputra Indoor Stadium,203,League,Match 22,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,31,TRUE,Bengaluru Bulls,25,FALSE,Patna Pirates,Pardeep Narwal,197,8,,Kuldeep Singh,252,7,,Rajesh Mondal,85,6,,Abolfazl Maghsodloumahali,300,3,,Bajirao Hodage,164,2,,Rohit Kumar,326,9,,Pawan Kumar Kadian,156,6,,Mohit Chhillar,71,4,,Surender Nada,146,4,Defender,Vinod Kumar,387,1,,,FALSE,FALSE
22,22,"Pro Kabaddi League Season 4, 2016",W,4,7/8/2016 8:00,U Mumba beat Bengaluru Bulls (24-23),7/8/2016 8:00,Completed,1,6,kabaddi,Patliputra Indoor Stadium,204,League,Match 23,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,23,FALSE,U Mumba,24,TRUE,U Mumba,Surender Nada,146,5,Defender,Rohit Kumar,326,5,,Pawan Kumar Sehrawat,318,4,,Pawan Kumar Kadian,156,4,,Mohit Chhillar,71,3,,Anup Kumar,29,11,,Rakesh Kumar,88,3,Raider,Sunil,207,3,,Surjeet Singh,322,2,,Rishank Devadiga,94,1,,,FALSE,FALSE
23,23,"Pro Kabaddi League Season 4, 2016",W,4,7/8/2016 9:00,Patna Pirates beat Bengal Warriors (35-21),7/8/2016 9:00,Completed,14,6,kabaddi,Patliputra Indoor Stadium,205,League,Match 24,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,35,TRUE,Bengal Warriors,21,FALSE,Patna Pirates,Pardeep Narwal,197,10,,Dharmaraj Cheralathan,42,9,,Rajesh Mondal,85,5,,Fazel Atrachali,259,3,,Abolfazl Maghsodloumahali,300,2,,Nitin Madane,75,7,Raider,Vishal Mane,123,4,,Monu Goyat,388,3,,Ravi Dalal,92,2,Raider,Girish Maruti Ernak,161,2,,,FALSE,FALSE
24,24,"Pro Kabaddi League Season 4, 2016",W,4,7/9/2016 8:00,Puneri Paltan beat Bengal Warriors (38-31),7/9/2016 8:00,Completed,7,6,kabaddi,Patliputra Indoor Stadium,206,League,Match 25,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengal Warriors,31,FALSE,Puneri Paltan,38,TRUE,Puneri Paltan,Nitin Madane,75,12,Raider,Amit Singh Chhillar,28,4,Defender,Jang Kun Lee,12,3,,Nilesh Shinde,73,2,Defender,Ravindra Ramesh Kumawat,370,2,,Manjeet Chhillar,69,11,,Sonu Narwal,190,7,Raider,Deepak Niwas Hooda,41,5,,Ajay Thakur,26,4,,Joginder Singh Narwal,194,3,,,FALSE,FALSE
25,25,"Pro Kabaddi League Season 4, 2016",W,4,7/9/2016 9:00,Dabang Delhi K.C. beat Patna Pirates (33-15),7/9/2016 9:00,Completed,18,6,kabaddi,Patliputra Indoor Stadium,207,League,Match 26,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,15,FALSE,Dabang Delhi,33,TRUE,Dabang Delhi,Abolfazl Maghsodloumahali,300,5,,Pardeep Narwal,197,3,,Kuldeep Singh,252,2,,Fazel Atrachali,259,2,,Bajirao Hodage,164,1,,Meraj Sheykh,251,6,,Sachin Shingade,165,4,,D. Suresh Kumar,162,3,Defender,Selvamani K,264,3,,Sanket Chavan,360,3,Defender,,FALSE,FALSE
26,26,"Pro Kabaddi League Season 4, 2016",W,4,7/10/2016 8:00,Telugu Titans beat Dabang Delhi K.C. (28-23),7/10/2016 8:00,Completed,5,6,kabaddi,Patliputra Indoor Stadium,208,League,Match 27,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Dabang Delhi,23,FALSE,Telugu Titans,28,TRUE,Telugu Titans,Kashiling Adake,58,7,,Sachin Shingade,165,6,,Anil Kumar,386,4,,Selvamani K,264,3,,Hadi Tajik,301,1,,Nilesh Salunke,293,7,,Sandeep Kumar Dhull,290,6,,Rahul Chaudhari,81,5,,Sandeep Narwal,142,2,,Jasmer Singh Gulia,51,2,,,FALSE,FALSE
27,27,"Pro Kabaddi League Season 4, 2016",W,4,7/10/2016 9:00,Jaipur Pink Panthers beat Patna Pirates (26-21),7/10/2016 9:00,Completed,5,6,kabaddi,Patliputra Indoor Stadium,209,League,Match 28,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,21,FALSE,Jaipur Pink Panthers,26,TRUE,Jaipur Pink Panthers,Pardeep Narwal,197,7,,Fazel Atrachali,259,5,,Bajirao Hodage,164,4,,Kuldeep Singh,252,2,,Dharmaraj Cheralathan,42,1,,Shabeer Bappu,105,7,,Amit Hooda,212,5,,Rajesh Narwal,86,3,,Ran Singh,160,3,,Tushar Patil,242,2,,,FALSE,FALSE
28,28,"Pro Kabaddi League Season 4, 2016",W,4,7/12/2016 8:00,Telugu Titans beat Bengaluru Bulls (32-24),7/12/2016 8:00,Completed,8,1,kabaddi,Kanteerava Indoor Stadium,210,League,Match 29,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,24,FALSE,Telugu Titans,32,TRUE,Telugu Titans,Rohit Kumar,326,9,,Ashish Kumar,202,7,,Pawan Kumar Kadian,156,3,,Surender Nada,146,2,Defender,Rahul Kumar,288,1,Defender,Rahul Chaudhari,81,9,,Sandeep Narwal,142,5,,Sandeep Kumar Dhull,290,3,,Nilesh Salunke,293,3,,K. Prapanjan,219,2,,,FALSE,FALSE
29,29,"Pro Kabaddi League Season 4, 2016",Tied,4,7/12/2016 9:00,Match Tied,7/12/2016 9:00,Completed,0,1,kabaddi,Kanteerava Indoor Stadium,211,League,Match 30,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,34,FALSE,Bengal Warriors,34,FALSE,Unknown,Deepak Niwas Hooda,41,8,,Ajay Thakur,26,6,,Joginder Singh Narwal,194,4,,Sonu Narwal,190,4,Raider,Manjeet Chhillar,69,3,,Vishal Mane,123,6,,Nilesh Shinde,73,5,Defender,Jang Kun Lee,12,5,,Girish Maruti Ernak,161,4,,Monu Goyat,388,4,,,FALSE,FALSE
30,30,"Pro Kabaddi League Season 4, 2016",W,4,7/13/2016 8:00,Jaipur Pink Panthers beat Bengaluru Bulls (24-22),7/13/2016 8:00,Completed,2,1,kabaddi,Kanteerava Indoor Stadium,212,League,Match 31,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,22,FALSE,Jaipur Pink Panthers,24,TRUE,Jaipur Pink Panthers,Rohit Kumar,326,5,,Surender Nada,146,3,Defender,Deepak Kumar Dahiya,174,3,,Mohit Chhillar,71,3,,Ashish Kumar,202,2,,Rajesh Narwal,86,5,,Jasvir Singh,52,5,,Amit Hooda,212,4,,Ran Singh,160,3,,Ajay Kumar,389,3,,,FALSE,FALSE
31,31,"Pro Kabaddi League Season 4, 2016",W,4,7/14/2016 8:00,U Mumba beat Jaipur Pink Panthers (29-23),7/14/2016 8:00,Completed,6,1,kabaddi,Kanteerava Indoor Stadium,213,League,Match 32,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Jaipur Pink Panthers,23,FALSE,U Mumba,29,TRUE,U Mumba,Rajesh Narwal,86,7,,Jasvir Singh,52,5,,Amit Hooda,212,3,,Ajay Kumar,389,3,,Parvesh Bhainswal,357,1,,Rakesh Kumar,88,7,Raider,Suresu Kumar,173,6,Raider,Anup Kumar,29,5,,Jeeva Kumar,54,3,,Surjeet Singh,322,3,,,FALSE,FALSE
32,32,"Pro Kabaddi League Season 4, 2016",W,4,7/14/2016 9:00,Patna Pirates beat Bengaluru Bulls (38-23),7/14/2016 9:00,Completed,15,1,kabaddi,Kanteerava Indoor Stadium,214,League,Match 33,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,23,FALSE,Patna Pirates,38,TRUE,Patna Pirates,Ashish Kumar,202,7,,Rohit Kumar,326,6,,Sumit Singh,363,3,,Mohit Chhillar,71,2,,Surender Nada,146,2,Defender,Rajesh Mondal,85,9,,Surjeet Singh,119,7,,Dharmaraj Cheralathan,42,7,,Fazel Atrachali,259,6,,Kuldeep Singh,252,2,,,FALSE,FALSE
33,33,"Pro Kabaddi League Season 4, 2016",W,4,7/15/2016 8:00,Telugu Titans beat Puneri Paltan (32-29),7/15/2016 8:00,Completed,3,1,kabaddi,Kanteerava Indoor Stadium,215,League,Match 34,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Telugu Titans,32,TRUE,Puneri Paltan,29,FALSE,Telugu Titans,Rahul Chaudhari,81,10,,Sandeep Narwal,142,7,,Nilesh Salunke,293,4,,Vinod Kumar,215,3,,Sandeep Kumar Dhull,290,2,,Deepak Niwas Hooda,41,9,,Ravinder Pahal,157,5,,Sonu Narwal,190,3,Raider,Somvir Shekhar,109,3,Defender,Ajay Thakur,26,3,,,FALSE,FALSE
34,34,"Pro Kabaddi League Season 4, 2016",W,4,7/15/2016 9:00,Dabang Delhi K.C. beat Bengaluru Bulls (40-20),7/15/2016 9:00,Completed,20,1,kabaddi,Kanteerava Indoor Stadium,216,League,Match 35,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengaluru Bulls,20,FALSE,Dabang Delhi,40,TRUE,Dabang Delhi,Yogesh Hooda,245,7,,Deepak Kumar Dahiya,174,6,,Pawan Kumar Sehrawat,318,3,,Rohit Kumar,326,1,,Mohit Chhillar,71,1,,Kashiling Adake,58,11,,Selvamani K,264,6,,Meraj Sheykh,251,3,,D. Suresh Kumar,162,3,Defender,Sachin Shingade,165,3,,,FALSE,FALSE
35,35,"Pro Kabaddi League Season 4, 2016",W,4,7/16/2016 8:00,Bengal Warriors beat Jaipur Pink Panthers (32-25),7/16/2016 8:00,Completed,7,4,kabaddi,Netaji Indoor Stadium,217,League,Match 36,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Bengal Warriors,32,TRUE,Jaipur Pink Panthers,25,FALSE,Bengal Warriors,Jang Kun Lee,12,13,,Surjeet Narwal,118,6,Raider,Nilesh Shinde,73,4,Defender,Nitin Madane,75,3,Raider,Vishal Mane,123,2,,Ajay Kumar,389,11,,Mahipal Narwal,67,6,Defender,Jasvir Singh,52,2,,Amit Hooda,212,2,,Ran Singh,160,1,,,FALSE,FALSE
36,36,"Pro Kabaddi League Season 4, 2016",W,4,7/16/2016 9:00,Patna Pirates beat U Mumba (34-24),7/16/2016 9:00,Completed,10,4,kabaddi,Netaji Indoor Stadium,218,League,Match 37,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Patna Pirates,34,TRUE,U Mumba,24,FALSE,Patna Pirates,Rajesh Mondal,85,8,,Dharmaraj Cheralathan,42,7,,Pardeep Narwal,197,4,,Kuldeep Singh,252,4,,Fazel Atrachali,259,3,,Rishank Devadiga,94,7,,Jeeva Kumar,54,4,,Rakesh Kumar,88,2,Raider,Suresu Kumar,173,2,Raider,Sunil,207,2,,,FALSE,FALSE
37,37,"Pro Kabaddi League Season 4, 2016",W,4,7/17/2016 8:00,Jaipur Pink Panthers beat Puneri Paltan (33-27),7/17/2016 8:00,Completed,6,4,kabaddi,Netaji Indoor Stadium,219,League,Match 38,pkl,"Pro Kabaddi League Season 4, 2016",4,+05:30,Puneri Paltan,27,FALSE,Jaipur Pink Panthers,33,TRUE,Jaipur Pink Panthers,Ajay Thakur,26,9,,Deepak Niwas Hooda,41,9,,Manjeet Chhillar,69,2,,Ravinder Pahal,157,2,,Somvir Shekhar,109,1,Defender,Jasvir Singh,52,7,,Rajesh Narwal,86,7,,Ajay Kumar,389,5,,Amit Hooda,212,3,,Ran Singh,160,2,,,FALSE,FALSE
