,Match_No,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type,win_by_coin_toss,extra_time,golden_raid
11,11,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-27 19:30+05:30,U Mumba Won by 10 Pts,2019-07-27 19:30+05:30,Match Completed,10,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1696,League,Match 12,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,33,TRUE,Puneri Paltan,23,FALSE,U Mumba,Fazel Atrachali,259,4,defender,Surinder Singh,3086,4,Defender,Sandeep Narwal,142,4,all-rounder,Young Chang Ko,519,0,Defender,Rohit Baliyan,261,4,Raider,Surjeet Singh,322,6,Defender,Shubham Shinde,3103,3,Defender - Right corner,Sushant Sail,3235,3,Raider,Sanket Sawant,3234,3,Defender,,,,,,FALSE,FALSE
12,12,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-27 20:30+05:30,Jaipur Pink Panthers Won by 2 Pts,2019-07-27 20:30+05:30,Match Completed,2,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1697,League,Match 13,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Jaipur Pink Panthers,27,TRUE,Bengal Warriors,25,FALSE,Jaipur Pink Panthers,Vishal ,3159,0,defender,Sandeep Dhull,290,8,Defender,Deepak Hooda,41,6,all-rounder,Deepak Narwal,211,4,Raider,Sachin Narwal,3154,2,All Rounder,Mohammad Nabibakhsh,3176,2,All Rounder,Mohammad Taghi Paein Mahali ,3177,1,raider,Jeeva Kumar,54,0,Defender,Maninder Singh,143,6,raider,K.Prapanjan ,219,7,raider,,FALSE,FALSE
13,13,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-28 19:30+05:30,Dabang Delhi K.C. Won by 20 Pts,2019-07-28 19:30+05:30,Match Completed,20,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1698,League,Match 14,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,41,TRUE,Haryana Steelers,21,FALSE,Dabang Delhi K.C.,Ravinder Pahal,157,0,Defender,Joginder Narwal,194,3,Defender,Naveen Kumar,2296,10,Raider,Aman Kadian,3098,1, ,Chandran Ranjit,36,11,Raider,Parveen ,3100,0,Defender - Left Cover,Vikas kale,179,0,Defender,Vinay ,3054,5,Raider,Vikram Kandola,2351,0, ,,,,,,FALSE,FALSE
14,14,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-28 20:30+05:30,Bengaluru Bulls Won by 4 Pts,2019-07-28 20:30+05:30,Match Completed,4,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1699,League,Match 15,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,26,FALSE,Bengaluru Bulls,30,TRUE,Bengaluru Bulls,Fazel Atrachali,259,3,defender,Arjun Deshwal,2024,6,Raider,Surinder Singh,3086,2,Defender,Rajaguru Subramanian,84,0,Defender,Young Chang Ko,519,0,Defender,Mahender Singh,769,4,Defender,Rohit Kumar,326,1,raider,Vijay Kumar,768,0,Defender,Amit Sheoran,3115,1,Defender,Pawan Kumar,318,11,raider,,FALSE,FALSE
15,15,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-29 19:30+05:30,Patna Pirates Won by 1 Pts,2019-07-29 19:30+05:30,Match Completed,1,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1700,League,Match 16,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Tamil Thalaivas,23,FALSE,Patna Pirates,24,TRUE,Patna Pirates,Ajay Thakur,26,3,Raider,Ajeet ,3111,3,Defender,Mohit Chhillar,71,1,Defender,V Ajith Kumar,3053,0,Raider,,,,,Vikash Jaglan,121,1,all-rounder,Neeraj Kumar,3107,1,Defender,Mohammad Mahalli,3175,2,Raider,Jaideep ,579,7,Defender,Monu ,3082,5,Raider,,FALSE,FALSE
16,16,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-29 20:30+05:30,Bengal Warriors Won by 20 Pts,2019-07-29 20:30+05:30,Match Completed,20,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1701,League,Match 17,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,43,TRUE,Puneri Paltan,23,FALSE,Bengal Warriors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
17,17,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-31 19:30+05:30,Jaipur Pink Panthers Won by 16 Pts,2019-07-31 19:30+05:30,Match Completed,16,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1702,League,Match 18,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Haryana Steelers,21,FALSE,Jaipur Pink Panthers,37,TRUE,Jaipur Pink Panthers,Sunil ,3106,6,Defender - Right Corner,Dharmaraj Cheralathan,42,0,Defender,Parveen ,3100,0,Defender - Left Cover,Selvamani K ,264,5,raider,Vikas kale,179,1,Defender,Vishal ,3159,4,defender,Sandeep Dhull,290,6,Defender,Deepak Hooda,41,14,all-rounder,Sunil Siddhgavali,613,2,defender,Ajinkya Ashok Pawar,3097,2,Raider,,FALSE,FALSE
18,18,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-31 20:30+05:30,U.P. Yoddha Won by 4 Pts,2019-07-31 20:30+05:30,Match Completed,4,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1703,League,Match 19,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,23,FALSE,U.P. Yoddha,27,TRUE,U.P. Yoddha,Arjun Deshwal,2024,0,Raider,Athul M S,376,1,Raider,Abhishek Singh,2028,3,Raider,,,,,,,,,Nitesh Kumar,3088,2,Defender,Rishank Devadiga,94,2,Raider,Sumit ,3240,6,Defender,Sachin Kumar,218,0,Defender,Amit ,3126,1,defender,,FALSE,FALSE
19,19,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-01 19:30+05:30,Gujarat Giants Won by 5 Pts,2019-08-01 19:30+05:30,Match Completed,5,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1704,League,Match 20,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,31,TRUE,Dabang Delhi K.C.,26,FALSE,Gujarat Giants,Parvesh Bhainswal,357,2,defender,Ankit ,3227,1,Defender,Sunil Kumar,368,1,Defender,Sumit ,3226,1,Defender,More G B,772,9,Raider,Vijay ,3081,0,all-rounder,Ravinder Pahal,157,2,Defender,Joginder Narwal,194,2,Defender,Naveen Kumar,2296,10,Raider,Vishal Mane,123,1,Defender,,FALSE,FALSE
20,20,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-08-02 19:30+05:30,,2019-08-02 19:30+05:30,Match Completed,,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1705,League,Match 21,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,20,FALSE,U.P. Yoddha,20,FALSE,Unknown,Rakesh Gowda,3046,0,Raider,Farhad Milaghardan,482,4,Defender,Vishal Bharadwaj,3083,1,defender,Siddharth Desai,2026,5,Raider,Abozar Mighani,489,4,Defender,Nitesh Kumar,3088,4,Defender,Sachin Kumar,218,1,Defender,Amit ,3126,4,defender,Ashu Singh,3239,1,Defender,,,,,,FALSE,FALSE
21,21,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-02 20:30+05:30,U Mumba Won by 12 Pts,2019-08-02 20:30+05:30,Match Completed,12,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1706,League,Match 22,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,32,TRUE,Gujarat Giants,20,FALSE,U Mumba,Surinder Singh,3086,9,Defender,Sandeep Narwal,142,0,all-rounder,Young Chang Ko,519,4,Defender,Rohit Baliyan,261,3,Raider,Dong Geon Lee,522,2,Raider,Ruturaj Koravi,2023,0,Defender,Harmanjit Singh,3225,4,Raider,Sumit ,3226,0,Defender,Sonu GFG,3128,3,Raider,More G B,772,3,Raider,,FALSE,FALSE
22,22,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-03 19:30+05:30,Jaipur Pink Panthers Won by 13 Pts,2019-08-03 19:30+05:30,Match Completed,13,5,kabaddi,"Patliputra Indoor Stadium, Patna",1707,League,Match 23,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Patna Pirates,21,FALSE,Jaipur Pink Panthers,34,TRUE,Jaipur Pink Panthers,Vikash Jaglan,121,0,all-rounder,Jang Lee,12,0,Raider,Neeraj Kumar,3107,2,Defender,Hadi Oshtorak,249,1,All Rounder,,,,,Vishal ,3159,2,defender,Sandeep Dhull,290,8,Defender,Deepak Narwal,211,9,Raider,Sachin Narwal,3154,1,All Rounder,Amit Hooda,212,5,Defender,,FALSE,FALSE
23,23,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-03 20:30+05:30,Bengaluru Bulls Won by 1 Pts,2019-08-03 20:30+05:30,Match Completed,1,5,kabaddi,"Patliputra Indoor Stadium, Patna",1708,League,Match 24,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,42,FALSE,Bengaluru Bulls,43,TRUE,Bengaluru Bulls,Baldev Singh,621,0,Defender - Right Corner,Mohammad Nabibakhsh,3176,8,All Rounder,Adarsh T,3095,1,Defender - Left Corner,Maninder Singh,143,11,raider,,,,,Mohit Sehrawat,3019,1,Defender,Ajay ,3096,0, ,Rohit Kumar,326,1,raider,Amit Sheoran,3115,2,Defender,Pawan Kumar,318,29,raider,,FALSE,FALSE
24,24,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-04 19:30+05:30,Tamil Thalaivas Won by 7 Pts,2019-08-04 19:30+05:30,Match Completed,7,5,kabaddi,"Patliputra Indoor Stadium, Patna",1709,League,Match 25,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Haryana Steelers,28,FALSE,Tamil Thalaivas,35,TRUE,Tamil Thalaivas,Ravi Kumar,240,0,Defender,,,,,,,,,,,,,,,,,Rahul Chaudhari,81,14,Raider,Mohit Chhillar,71,2,Defender,Manjeet Chhillar,69,3,All Rounder,Ajay Thakur,26,5,Raider,Ajeet ,3111,1,Defender,,FALSE,FALSE
25,25,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-04 20:30+05:30,Puneri Paltan Won by 21 Pts,2019-08-04 20:30+05:30,Match Completed,21,5,kabaddi,"Patliputra Indoor Stadium, Patna",1710,League,Match 26,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Patna Pirates,20,FALSE,Puneri Paltan,41,TRUE,Puneri Paltan,Vikash Jaglan,121,0,all-rounder,,,,,,,,,,,,,,,,,Manjeet ,763,6,raider,Surjeet Singh,322,3,Defender,Girish Maruti Ernak,161,4,Defender,Shubham Shinde,3103,1,Defender - Right corner,Pankaj Mohite,3233,8,Raider,,FALSE,FALSE
26,26,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-05 19:30+05:30,Dabang Delhi K.C. Won by 11 Pts,2019-08-05 19:30+05:30,Match Completed,11,5,kabaddi,"Patliputra Indoor Stadium, Patna",1711,League,Match 27,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,35,TRUE,Jaipur Pink Panthers,24,FALSE,Dabang Delhi K.C.,Ravinder Pahal,157,3,Defender,Joginder Narwal,194,1,Defender,Naveen Kumar,2296,12,Raider,Vishal Mane,123,1,Defender,Chandran Ranjit,36,10,Raider,Vishal ,3159,0,defender,Sandeep Dhull,290,0,Defender,Deepak Hooda,41,11,all-rounder,Deepak Narwal,211,5,Raider,Nilesh Salunke,293,2,Defender,,FALSE,FALSE
27,27,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-05 20:30+05:30,Puneri Paltan Won by 2 Pts,2019-08-05 20:30+05:30,Match Completed,2,5,kabaddi,"Patliputra Indoor Stadium, Patna",1712,League,Match 28,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,31,FALSE,Puneri Paltan,33,TRUE,Puneri Paltan,Parvesh Bhainswal,357,1,defender,Rohit Gulia,3023,6,All Rounder,Sunil Kumar,368,1,Defender,Ruturaj Koravi,2023,1,Defender,Sumit ,3226,2,Defender,Manjeet ,763,5,raider,Girish Maruti Ernak,161,6,Defender,Pankaj Mohite,3233,3,Raider,Sanket Sawant,3234,1,Defender,,,,,,FALSE,FALSE
28,28,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-08-07 19:30+05:30,,2019-08-07 19:30+05:30,Match Completed,,5,kabaddi,"Patliputra Indoor Stadium, Patna",1713,League,Match 29,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,28,FALSE,Tamil Thalaivas,28,FALSE,Unknown,Rishank Devadiga,94,5,Raider,Sumit ,3240,4,Defender,Amit ,3126,2,defender,Ashu Singh,3239,2,Defender,Monu Goyat,388,3,Raider,Rahul Chaudhari,81,5,Raider,Mohit Chhillar,71,3,Defender,Manjeet Chhillar,69,4,All Rounder,Ajay Thakur,26,3,Raider,Ajeet ,3111,0,Defender,,FALSE,FALSE
29,29,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-07 20:30+05:30,Haryana Steelers Won by 9 Pts,2019-08-07 20:30+05:30,Match Completed,9,5,kabaddi,"Patliputra Indoor Stadium, Patna",1714,League,Match 30,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Patna Pirates,26,FALSE,Haryana Steelers,35,TRUE,Haryana Steelers,Vikash Jaglan,121,0,all-rounder,Neeraj Kumar,3107,1,Defender,Hadi Oshtorak,249,2,All Rounder,Jaideep ,579,2,Defender,Monu ,3082,1,Raider,Sunil ,3106,4,Defender - Right Corner,Dharmaraj Cheralathan,42,3,Defender,Vikas kale,179,1,Defender,Ravi Kumar,240,4,Defender,Vinay ,3054,6,Raider,,FALSE,FALSE
30,30,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-08 19:30+05:30,Bengaluru Bulls Won by 21 Pts,2019-08-08 19:30+05:30,Match Completed,21,5,kabaddi,"Patliputra Indoor Stadium, Patna",1715,League,Match 31,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,26,FALSE,Bengaluru Bulls,47,TRUE,Bengaluru Bulls,Farhad Milaghardan,482,1,Defender,Vishal Bharadwaj,3083,6,defender,Suraj Desai,3058,1,All Rounder,Abozar Mighani,489,0,Defender,,,,,Mahender Singh,769,7,Defender,Rohit Kumar,326,8,raider,Vijay Kumar,768,3,Defender,Amit Sheoran,3115,2,Defender,Pawan Kumar,318,17,raider,,FALSE,FALSE
31,31,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-09 19:30+05:30,Bengal Warriors Won by 2 Pts,2019-08-09 19:30+05:30,Match Completed,2,5,kabaddi,"Patliputra Indoor Stadium, Patna",1716,League,Match 32,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,32,TRUE,U Mumba,30,FALSE,Bengal Warriors,Baldev Singh,621,5,Defender - Right Corner,Mohammad Nabibakhsh,3176,3,All Rounder,Mohammad Taghi Paein Mahali ,3177,0,raider,Jeeva Kumar,54,4,Defender,K.Prapanjan ,219,6,raider,Fazel Atrachali,259,2,defender,Surinder Singh,3086,4,Defender,Athul M S,376,1,Raider,Sandeep Narwal,142,3,all-rounder,Young Chang Ko,519,0,Defender,,FALSE,FALSE
32,32,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-09 20:30+05:30,Patna Pirates Won by 21 Pts,2019-08-09 20:30+05:30,Match Completed,21,5,kabaddi,"Patliputra Indoor Stadium, Patna",1717,League,Match 33,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Patna Pirates,41,TRUE,U.P. Yoddha,20,FALSE,Patna Pirates,Vikash Jaglan,121,3,all-rounder,Jang Lee,12,5,Raider,Neeraj Kumar,3107,8,Defender,Hadi Oshtorak,249,0,All Rounder,Monu ,3082,2,Raider,Nitesh Kumar,3088,0,Defender,Mohsen Maghsoudlou,567,1,all-rounder,Sumit ,3240,5,Defender,Surender Gill,3241,3,Raider,Amit ,3126,0,defender,,FALSE,FALSE
33,33,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-10 19:30+05:30,Tamil Thalaivas Won by 6 Pts,2019-08-10 19:30+05:30,Match Completed,6,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1718,League,Match 34,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,28,FALSE,Tamil Thalaivas,34,TRUE,Tamil Thalaivas,Parvesh Bhainswal,357,1,defender,Ankit ,3227,1,Defender,Rohit Gulia,3023,9,All Rounder,Sunil Kumar,368,6,Defender,Sumit ,3226,1,Defender,Rahul Chaudhari,81,4,Raider,Ajay Thakur,26,9,Raider,Ajeet ,3111,0,Defender,Shabeer Bappu,105,3,Defender,Ran Singh,160,2,All Rounder,,FALSE,FALSE
34,34,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-10 20:30+05:30,Dabang Delhi K.C. Won by 2 Pts,2019-08-10 20:30+05:30,Match Completed,2,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1719,League,Match 35,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,30,FALSE,Dabang Delhi K.C.,32,TRUE,Dabang Delhi K.C.,Hadi Tajik,301,1,defender,Surjeet Singh,322,2,Defender,Girish Maruti Ernak,161,4,Defender,Pankaj Mohite,3233,7,Raider,Sanket Sawant,3234,0,Defender,Vijay ,3081,2,all-rounder,Anil Kumar,311,1, ,Joginder Narwal,194,1,Defender,Naveen Kumar,2296,11,Raider,Ravinder Pahal,157,3,Defender,,FALSE,FALSE
35,35,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-11 19:30+05:30,Haryana Steelers Won by 3 Pts,2019-08-11 19:30+05:30,Match Completed,3,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1720,League,Match 36,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengaluru Bulls,30,FALSE,Haryana Steelers,33,TRUE,Haryana Steelers,Sumit Singh,3104,2,raider,Rohit Kumar,326,12,raider,,,,,,,,,,,,,Dharmaraj Cheralathan,42,3,Defender,Vikas kale,179,6,Defender,Ravi Kumar,240,0,Defender,Vinay ,3054,5,Raider,Kuldeep Singh (732),732,2,All Rounder,,FALSE,FALSE
36,36,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-11 20:30+05:30,Telugu Titans Won by 6 Pts,2019-08-11 20:30+05:30,Match Completed,6,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1721,League,Match 37,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,24,FALSE,Telugu Titans,30,TRUE,Telugu Titans,Parvesh Bhainswal,357,7,defender,Sunil Kumar,368,0,Defender,Sumit ,3226,0,Defender,More G B,772,3,Raider,,,,,Farhad Milaghardan,482,4,Defender,Vishal Bharadwaj,3083,7,defender,Suraj Desai,3058,2,All Rounder,Siddharth Desai,2026,7,Raider,Abozar Mighani,489,3,Defender,,FALSE,FALSE
37,37,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-08-12 19:30+05:30,,2019-08-12 19:30+05:30,Match Completed,,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1722,League,Match 38,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,29,FALSE,Telugu Titans,29,FALSE,Unknown,Baldev Singh,621,2,Defender - Right Corner,Mohammad Nabibakhsh,3176,8,All Rounder,Jeeva Kumar,54,2,Defender,Maninder Singh,143,5,raider,K.Prapanjan ,219,4,raider,Farhad Milaghardan,482,3,Defender,Vishal Bharadwaj,3083,2,defender,Suraj Desai,3058,7,All Rounder,Abozar Mighani,489,1,Defender,C.Arun ,191,2,Defender,,FALSE,FALSE
38,38,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-12 20:30+05:30,U.P. Yoddha Won by 2 Pts,2019-08-12 20:30+05:30,Match Completed,2,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1723,League,Match 39,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,35,TRUE,Bengaluru Bulls,33,FALSE,U.P. Yoddha,Nitesh Kumar,3088,2,Defender,Sumit ,3240,5,Defender,Sachin Kumar,218,0,Defender,Amit ,3126,3,defender,Shrikant Jadhav,106,9,raider,Mohit Sehrawat,3019,0,Defender,Sumit Singh,3104,5,raider,Rohit Kumar,326,4,raider,Amit Sheoran,3115,2,Defender,Pawan Kumar,318,15,raider,,FALSE,FALSE
39,39,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-14 19:30+05:30,Haryana Steelers Won by 3 Pts,2019-08-14 19:30+05:30,Match Completed,3,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1724,League,Match 40,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,33,FALSE,Haryana Steelers,36,TRUE,Haryana Steelers,Nitesh Kumar,3088,3,Defender,Surender Singh,234,5,Defender,Mohsen Maghsoudlou,567,2,all-rounder,Sumit ,3240,4,Defender,Shrikant Jadhav,106,9,raider,Sunil ,3106,6,Defender - Right Corner,Dharmaraj Cheralathan,42,2,Defender,Vikas kale,179,1,Defender,Ravi Kumar,240,2,Defender,Vinay ,3054,3,Raider,,FALSE,FALSE
40,40,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-14 20:30+05:30,Bengal Warriors Won by 2 Pts,2019-08-14 20:30+05:30,Match Completed,2,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1725,League,Match 41,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,26,FALSE,Bengal Warriors,28,TRUE,Bengal Warriors,Parvesh Bhainswal,357,2,defender,Sunil Kumar,368,6,Defender,,,,,,,,,,,,,Baldev Singh,621,1,Defender - Right Corner,Mohammad Nabibakhsh,3176,5,All Rounder,Maninder Singh,143,5,raider,K.Prapanjan ,219,8,raider,Rinku Narwal,3084,2,Defender,,FALSE,FALSE
41,41,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-15 19:30+05:30,Jaipur Pink Panthers Won by 8 Pts,2019-08-15 19:30+05:30,Match Completed,8,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1726,League,Match 42,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Jaipur Pink Panthers,33,TRUE,Puneri Paltan,25,FALSE,Jaipur Pink Panthers,Pavan TR,3021,1,Defender,Deepak Narwal,211,0,Raider,,,,,,,,,,,,,Manjeet ,763,5,raider,Hadi Tajik,301,2,defender,Surjeet Singh,322,3,Defender,Girish Maruti Ernak,161,0,Defender,Nitin Tomar,320,3,raider,,FALSE,FALSE
42,42,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-16 19:30+05:30,U Mumba Won by 4 Pts,2019-08-16 19:30+05:30,Match Completed,4,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1727,League,Match 43,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,34,TRUE,Patna Pirates,30,FALSE,U Mumba,Fazel Atrachali,259,3,defender,Athul M S,376,8,Raider,Rohit Baliyan,261,9,Raider,Harendra Kumar,3138,0,Defender,,,,,Vikash Jaglan,121,1,all-rounder,Mohammad Mahalli,3175,6,Raider,Jaideep ,579,2,Defender,Monu ,3082,0,Raider,,,,,,FALSE,FALSE
43,43,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-16 20:30+05:30,Jaipur Pink Panthers Won by 3 Pts,2019-08-16 20:30+05:30,Match Completed,3,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1728,League,Match 44,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,19,FALSE,Jaipur Pink Panthers,22,TRUE,Jaipur Pink Panthers,Pankaj ,3089,6,All Rounder,Parvesh Bhainswal,357,0,defender,Sunil Kumar,368,2,Defender,Ruturaj Koravi,2023,0,Defender,More G B,772,2,Raider,Pavan TR,3021,2,Defender,Vishal ,3159,3,defender,Sandeep Dhull,290,3,Defender,Deepak Hooda,41,7,all-rounder,Deepak Narwal,211,1,Raider,,FALSE,FALSE
44,44,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-17 19:30+05:30,Bengaluru Bulls Won by 11 Pts,2019-08-17 19:30+05:30,Match Completed,11,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1729,League,Match 45,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Tamil Thalaivas,21,FALSE,Bengaluru Bulls,32,TRUE,Bengaluru Bulls,Mohit Chhillar,71,1,Defender,Manjeet Chhillar,69,1,All Rounder,Ajay Thakur,26,4,Raider,Ajeet ,3111,2,Defender,Shabeer Bappu,105,3,Defender,Banty ,3029,2,Raider,Ajay ,3096,1, ,Ankit ,3099,2,Defender,Rohit Kumar,326,2,raider,Pawan Kumar,318,11,raider,,FALSE,FALSE
45,45,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-08-17 20:30+05:30,,2019-08-17 20:30+05:30,Match Completed,,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1730,League,Match 46,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,30,FALSE,Dabang Delhi K.C.,30,FALSE,Unknown,Baldev Singh,621,0,Defender - Right Corner,Jeeva Kumar,54,4,Defender,Sukesh Hegde,111,3,Raider,Vijin Thangadurai,185,0,Defender,,,,,Vijay ,3081,1,all-rounder,Joginder Narwal,194,4,Defender,Naveen Kumar,2296,11,Raider,Vishal Mane,123,0,Defender,Ravinder Pahal,157,2,Defender,,FALSE,FALSE
46,46,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-18 19:30+05:30,Telugu Titans Won by 11 Pts,2019-08-18 19:30+05:30,Match Completed,11,1016,kabaddi,"JAWAHARLAL NEHRU INDOOR STADIUM, Chennai",1731,League,Match 47,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Haryana Steelers,29,FALSE,Telugu Titans,40,TRUE,Telugu Titans,Chand Singh,3221,1,Defender,Parveen ,3100,0,Defender - Left Cover,Vikas kale,179,0,Defender,Vinay ,3054,4,Raider,Naveen ,2357,6,Raider,Rajnish ,2290,0,Raider,Farhad Milaghardan,482,2,Defender,,,,,,,,,,,,,,FALSE,FALSE
