match_played,value,team_id,team_name,rank,points_per_match
199,1987,7,Puneri Paltan,1,9.984924623115578
204,1915,6,Patna Pirates,2,9.387254901960784
197,1873,5,U Mumba,3,9.50761421319797
200,1822,1,Bengaluru Bulls,4,9.11
195,1776,3,Jaipur Pink Panthers,5,9.107692307692307
192,1669,8,Telugu Titans,6,8.692708333333334
196,1664,2,Dabang Delhi K.C.,7,8.489795918367347
195,1622,4,Bengal Warriors,8,8.317948717948719
137,1298,28,Haryana Steelers,9,9.474452554744525
139,1293,31,Gujarat Giants,10,9.302158273381295
140,1281,30,U.P. Yoddhas,11,9.15
134,1253,29,Tamil Thalaivas,12,9.350746268656716
