,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type,win_by_coin_toss,extra_time,golden_raid
0,"Pro Kabaddi League Season 2, 2015",W,2,07/18/2015 8:00:00 ,U Mumba beat Jaipur Pink Panthers (29-28),07/18/2015 8:00:00 ,Completed,1,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",62,League,Match 1,pkl,"Pro Kabaddi League Season 2, 2015",2,+05:30,U Mumba,29,true,Jaipur Pink Panthers,28,false,U Mumba,Jeeva Kumar,54,9,,Anup Kumar,29,4,,Mohit Chhillar,71,3,,Shabeer Bappu,105,3,,Vishal Mane,123,3,,Jasvir Singh,52,7,,Kuldeep Singh,252,6,,Rajesh Narwal,86,3,,Samarjeet Singh,159,2,Defender,Rohit Rana,96,2,,,False,False
1,"Pro Kabaddi League Season 2, 2015",W,2,07/18/2015 9:00:00 ,Bengaluru Bulls beat Bengal Warriors (33-25),07/18/2015 9:00:00 ,Completed,8,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",63,League,Match 2,pkl,"Pro Kabaddi League Season 2, 2015",2,+05:30,Bengaluru Bulls,33,true,Bengal Warriors,25,false,Bengaluru Bulls,Ajay Thakur,26,11,,Rajesh Mondal,85,3,,Somvir Shekhar,109,3,Defender,Joginder Singh Narwal,194,3,,Dharmaraj Cheralathan,42,2,,Dinesh Kumar,182,6,Defender,Nilesh Shinde,73,4,Defender,Sachin Khambe,98,2,Defender,Bajirao Hodage,164,2,,Jang Kun Lee,12,2,,,False,False
2,"Pro Kabaddi League Season 2, 2015",W,2,07/19/2015 8:00:00 ,Telugu Titans beat Dabang Delhi (36-27),07/19/2015 8:00:00 ,Completed,9,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",64,League,Match 3,pkl,"Pro Kabaddi League Season 2, 2015",2,+05:30,Telugu Titans,36,true,Dabang Delhi,27,false,Telugu Titans,Meraj Sheykh,251,10,,Deepak Niwas Hooda,41,8,,Rahul Chaudhari,81,5,,Sandeep Kandola,248,4,Defender,Rajaguru Subramanian,84,2,,Kashiling Adake,58,8,,Ravinder Pahal,157,7,,Rohit Kumar Choudary,217,7,,Shrikant Tewthia,107,1,,Inderpal Bishnoi,224,1,Defender,,False,False
3,"Pro Kabaddi League Season 2, 2015",W,2,07/19/2015 9:00:00 ,U Mumba beat Bengaluru Bulls (36-23),07/19/2015 9:00:00 ,Completed,13,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",65,League,Match 4,pkl,"Pro Kabaddi League Season 2, 2015",2,+05:30,U Mumba,36,true,Bengaluru Bulls,23,false,U Mumba,Shabeer Bappu,105,10,,Anup Kumar,29,9,,Mohit Chhillar,71,4,,Rishank Devadiga,94,3,,Surender Nada,146,3,Defender,Ajay Thakur,26,5,,Dharmaraj Cheralathan,42,4,,Manjeet Chhillar,69,4,,Rajesh Mondal,85,4,,Joginder Singh Narwal,194,2,,,False,False
4,"Pro Kabaddi League Season 2, 2015",W,2,07/20/2015 8:00:00 ,Telugu Titans beat Puneri Paltan (45-24),07/20/2015 8:00:00 ,Completed,21,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",66,League,Match 5,pkl,"Pro Kabaddi League Season 2, 2015",2,+05:30,Puneri Paltan,24,false,Telugu Titans,45,true,Telugu Titans,Wazir Singh,124,7,,Yogesh Hooda,245,7,,Mahipal Narwal,67,4,Defender,Vijender Singh,235,2,Defender,Harvinder Singh,246,1,Defender,Rahul Chaudhari,81,12,,Deepak Niwas Hooda,41,7,,Sandeep Kandola,248,5,Defender,Prashanth Kumar Rai,155,5,,Meraj Sheykh,251,3,,,False,False
5,"Pro Kabaddi League Season 2, 2015",W,2,07/20/2015 9:00:00 ,U Mumba beat Patna Pirates (25-20),07/20/2015 9:00:00 ,Completed,5,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",67,League,Match 6,pkl,"Pro Kabaddi League Season 2, 2015",2,+05:30,U Mumba,25,true,Patna Pirates,20,false,U Mumba,Anup Kumar,29,7,,Shabeer Bappu,105,5,,Rishank Devadiga,94,4,,Jeeva Kumar,54,2,,Mohit Chhillar,71,2,,Sandeep Narwal,142,8,,Ravi Dalal,92,4,Raider,Gurvinder Singh,46,2,,Deepak Narwal,211,2,,Amit Hooda,212,2,,,False,False
6,"Pro Kabaddi League Season 2, 2015",W,2,07/21/2015 8:00:00 ,U Mumba beat Puneri Paltan (28-21),07/21/2015 8:00:00 ,Completed,7,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",68,League,Match 7,pkl,"Pro Kabaddi League Season 2, 2015",2,+05:30,U Mumba,28,true,Puneri Paltan,21,false,U Mumba,Rishank Devadiga,94,8,,Shabeer Bappu,105,8,,Mohit Chhillar,71,5,,Anup Kumar,29,3,,Surender Nada,146,1,Defender,Wazir Singh,124,7,,Mahipal Narwal,67,4,Defender,Pravin Niwale,79,3,Raider,Manoj Kumar,70,1,Defender,Vijender Singh,235,1,Defender,,False,False
7,"Pro Kabaddi League Season 2, 2015",W,2,07/22/2015 8:00:00 ,Bengal Warriors beat Jaipur Pink Panthers (28-26),07/22/2015 8:00:00 ,Completed,2,4,kabaddi,Netaji Indoor Stadium,69,League,Match 8,pkl,"Pro Kabaddi League Season 2, 2015",2,+05:30,Bengal Warriors,28,true,Jaipur Pink Panthers,26,false,Bengal Warriors,Nilesh Shinde,73,7,Defender,Sachin Khambe,98,3,Defender,Mahesh Goud,66,3,,Jang Kun Lee,12,3,,Dinesh Kumar,182,3,Defender,Jasvir Singh,52,9,,Rajesh Narwal,86,4,,Gangadhari Mallesh,44,3,,Rohit Rana,96,2,,Ran Singh,160,2,,,False,False
8,"Pro Kabaddi League Season 2, 2015",W,2,07/22/2015 9:00:00 ,Bengaluru Bulls beat Patna Pirates (31-26),07/22/2015 9:00:00 ,Completed,5,4,kabaddi,Netaji Indoor Stadium,70,League,Match 9,pkl,"Pro Kabaddi League Season 2, 2015",2,+05:30,Bengaluru Bulls,31,true,Patna Pirates,26,false,Bengaluru Bulls,Manjeet Chhillar,69,11,,Rajesh Mondal,85,4,,Joginder Singh Narwal,194,4,,Pardeep Narwal,197,4,,Dharmaraj Cheralathan,42,1,,Rakesh Kumar,88,6,Raider,Sandeep Narwal,142,6,,Deepak Narwal,211,4,,Varinder Singh,208,2,Defender,Gurvinder Singh,46,2,,,False,False
9,"Pro Kabaddi League Season 2, 2015",W,2,07/23/2015 8:00:00 ,Telugu Titans beat Bengal Warriors (32-30),07/23/2015 8:00:00 ,Completed,2,4,kabaddi,Netaji Indoor Stadium,71,League,Match 10,pkl,"Pro Kabaddi League Season 2, 2015",2,+05:30,Bengal Warriors,30,false,Telugu Titans,32,true,Telugu Titans,Jang Kun Lee,12,12,,Sunil Jaipal,141,6,Raider,Bajirao Hodage,164,3,,Sachin Khambe,98,2,Defender,Dinesh Kumar,182,2,Defender,Deepak Niwas Hooda,41,14,,Prashanth Kumar Rai,155,7,,Rahul Chaudhari,81,4,,Sachin Shingade,165,2,,Sandeep Kandola,248,2,Defender,,False,False
