,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,win_by_coin_toss,extra_time,golden_raid,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type
68,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-09 20:30+05:30,Puneri Paltan won by 1 Pts,2022-11-09 20:30+05:30,Match Completed,1,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2960,League,Match 69,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Tamil Thalaivas,34,false,Puneri Paltan,35,true,Puneri Paltan,Ajinkya Ashok Pawar,3097,5,Raider,M. Abishek ,3014,5,Defender - Right Cover,Himanshu ,3161,2,Defender - Left Corner,Sagar ,3236,4,Defender - Right Corner,Mohit ,4964,2,Defender - Left Cover,Sanket Sawant,3234,2,Defender - Left Cover,,False,False,Abinesh Nadarajan,4192,1,Defender - Right Cover,Akash Shinde,4959,10,Raider,Aslam Inamdar,4960,6,Raider,,,,
69,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-11 19:30+05:30,U.P. Yoddhas won by 6 Pts,2022-11-11 19:30+05:30,Match Completed,6,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2961,League,Match 70,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U.P. Yoddhas,40,true,Haryana Steelers,34,false,U.P. Yoddhas,Nitesh Kumar,3088,3,Defender,Gurdeep ,2041,1,All-Rounder,Surender Gill,3241,11,Raider,,,,,,,,,K.Prapanjan ,219,8,Raider,,False,False,Manjeet ,763,12,Raider,Nitin Rawal,3065,1,All-Rounder,Jaideep ,4184,6,Defender - Left Cover,Mohit ,4954,0,Defender - Right Cover
70,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-11 20:30+05:30,U Mumba won by 1 Pts,2022-11-11 20:30+05:30,Match Completed,1,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2962,League,Match 71,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U Mumba,34,true,Puneri Paltan,33,false,U Mumba,Guman Singh,3032,13,Raider,Ashish ,3028,6,Raider,Harendra Kumar,3138,2,Defender - Left Cover,Rinku ,3964,4,Defender - Right Corner,Shivansh Thakur,4032,0,Defender - Right Cover,Fazel Atrachali,259,0,Defender,,False,False,Sanket Sawant,3234,2,Defender - Left Cover,Mohit Goyat,4022,13,Raider,,,,,,,,
71,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-11 21:30+05:30,Patna Pirates won by 7 Pts,2022-11-11 21:30+05:30,Match Completed,7,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2963,League,Match 72,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Patna Pirates,37,true,Jaipur Pink Panthers,30,false,Patna Pirates,Rohit Gulia,3023,9,All-Rounder,Sunil ,3106,2,Defender - Right Corner,Mohammadreza Chiyaneh,4925,5,All-Rounder,Manish ,4957,0,Defender,,,,,Sunil Kumar,368,1,Defender,,False,False,Bhavani Rajput,660,2,Raider,Arjun Deshwal,2024,13,Raider,Ankush ,3574,6,Defender - Left Corner,Sahul Kumar,4769,3,Defender - Right Corner
72,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-12 19:30+05:30,Bengal Warriors won by 19 Pts,2022-11-12 19:30+05:30,Match Completed,19,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2964,League,Match 73,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengal Warriors,46,true,Gujarat Giants,27,false,Bengal Warriors,Maninder Singh,143,12,Raider,Surender Nada,146,3,Defender - Left Corner,Deepak Hooda,41,6,All-Rounder,Shrikant Jadhav,106,10,Raider,Sakthivel R,4195,4,Defender - Right Corner,Chandran Ranjit,36,9,Raider,,False,False,Arkam Shaikh,2297,0,All-Rounder,Rakesh ,3966,5,Raider,Manuj ,4693,3,Defender - Right Corner,,,,
73,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-12 20:30+05:30,U.P. Yoddhas won by 11 Pts,2022-11-12 20:30+05:30,Match Completed,11,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2965,League,Match 74,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Telugu Titans,30,false,U.P. Yoddhas,41,true,U.P. Yoddhas,Surjeet Singh,322,0,Defender - Right Cover,Vishal Bhardwaj,3083,3,Defender,Parvesh Bhainswal,357,5,Defender - Left Cover,Abhishek Singh,2028,1,Raider,Siddharth Desai,2026,11,Raider,Sumit ,3240,7,Defender - Left Corner,,False,False,Surender Gill,3241,13,Raider,,,,,,,,,,,,
74,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-12 21:30+05:30,Jaipur Pink Panthers won by 25 Pts,2022-11-12 21:30+05:30,Match Completed,25,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2966,League,Match 75,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Jaipur Pink Panthers,57,true,Dabang Delhi K.C.,32,false,Jaipur Pink Panthers,Sunil Kumar,368,4,Defender,Rahul Chaudhari,81,13,Raider,Navneet ,3238,3,Raider,Ankush ,3574,4,Defender - Left Corner,Sahul Kumar,4769,4,Defender - Right Corner,Ravi Kumar,240,1,Defender - Right Cover,,False,False,Manjeet ,3965,3,Raider,Ashu Malik,4947,4,Raider,Vijay ,5096,2,Defender - Left Corner,,,,
75,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-13 19:30+05:30,U Mumba won by 13 Pts,2022-11-13 19:30+05:30,Match Completed,13,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2967,League,Match 76,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U Mumba,36,true,Patna Pirates,23,false,U Mumba,Guman Singh,3032,13,Raider,Ashish ,3028,6,Raider,Harendra Kumar,3138,3,Defender - Left Cover,Rinku ,3964,4,Defender - Right Corner,Kiran Laxman,5037,2,Defender - Left Corner,Rohit Gulia,3023,7,All-Rounder,,False,False,Neeraj Kumar,3107,2,Defender - Right Cover,Monu ,3082,2,Raider,Sunil ,3106,3,Defender - Right Corner,Manish ,4957,0,Defender
76,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-13 20:30+05:30,Bengaluru Bulls won by 6 Pts,2022-11-13 20:30+05:30,Match Completed,6,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2968,League,Match 77,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Tamil Thalaivas,34,false,Bengaluru Bulls,40,true,Bengaluru Bulls,M. Abishek ,3014,1,Defender - Right Cover,Sagar ,3236,1,Defender - Right Corner,Mohit ,4964,4,Defender - Left Cover,Sahil Singh,4965,3,Defender - Left Corner,,,,,Mahender Singh,769,0,Defender - Left Cover,,False,False,More G B,772,1,Raider,Neeraj Narwal,3038,6,Raider,Sachin Narwal,3154,5,All-Rounder,Saurabh Nandal,3228,5,Defender - Left Corner
77,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-14 19:30+05:30,Puneri Paltan won by 16 Pts,2022-11-14 19:30+05:30,Match Completed,16,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2969,League,Match 78,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengal Warriors,27,false,Puneri Paltan,43,true,Puneri Paltan,Surender Nada,146,1,Defender - Left Corner,Shubham Shinde,3103,2,Defender - Right Corner,Manoj Gowda,3151,1,All-Rounder,Balaji D,4978,1,All-Rounder,Vaibhav Garje,5114,1,Defender - Right Cover,Fazel Atrachali,259,2,Defender,,False,False,Sanket Sawant,3234,0,Defender - Left Cover,Aslam Inamdar,4960,9,Raider,Gaurav Khatri,5128,2,Defender - Right Corner,,,,
78,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-14 20:30+05:30,Haryana Steelers won by 1 Pts,2022-11-14 20:30+05:30,Match Completed,1,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2970,League,Match 79,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Gujarat Giants,32,false,Haryana Steelers,33,true,Haryana Steelers,Chandran Ranjit,36,8,Raider,Rinku Narwal,3084,4,Defender,Rakesh ,3966,7,Raider,Manuj ,4693,1,Defender - Right Corner,Kapil ,4750,2,Defender - Right Cover,Nitin Rawal,3065,1,All-Rounder,,False,False,Meetu ,4183,5,Raider,Jaideep ,4184,3,Defender - Left Cover,Mohit ,4954,1,Defender - Right Cover,Amirhossein Bastami,4928,1,Defender
79,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-15 19:30+05:30,Jaipur Pink Panthers won by 10 Pts,2022-11-15 19:30+05:30,Match Completed,10,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2971,League,Match 80,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Jaipur Pink Panthers,32,true,U Mumba,22,false,Jaipur Pink Panthers,Sunil Kumar,368,3,Defender,Bhavani Rajput,660,1,Raider,Arjun Deshwal,2024,13,Raider,Sahul Kumar,4769,4,Defender - Right Corner,Abhishek KS,5113,1,Defender - Left Cover,Guman Singh,3032,4,Raider,,False,False,Ashish ,3028,4,Raider,Harendra Kumar,3138,2,Defender - Left Cover,Rinku ,3964,3,Defender - Right Corner,Kamlesh ,4968,2,Raider
80,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-15 20:30+05:30,Bengaluru Bulls won by 11 Pts,2022-11-15 20:30+05:30,Match Completed,11,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2972,League,Match 81,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Telugu Titans,38,false,Bengaluru Bulls,49,true,Bengaluru Bulls,Surjeet Singh,322,4,Defender - Right Cover,Vijay Kumar,768,2,Defender - Right Corner,Abhishek Singh,2028,5,Raider,Siddharth Desai,2026,18,Raider,Vinay ,5095,1,Raider,Ran Singh,160,0,All Rounder,,False,False,Mahender Singh,769,1,Defender - Left Cover,Bharat ,4944,17,Raider,Aman ,4972,6,Defender - Left Corner,,,,
81,"Pro Kabaddi League Season 9, 2022",T,25,2022-11-16 19:30+05:30,Match Tied,2022-11-16 19:30+05:30,Match Completed,,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2973,League,Match 82,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Patna Pirates,33,false,Tamil Thalaivas,33,false,Tie,Sachin ,757,14,Raider,Neeraj Kumar,3107,1,Defender - Right Cover,Monu ,3082,2,Raider,Sajin C,3343,0,All-Rounder,Mohammadreza Chiyaneh,4925,4,All-Rounder,Ajinkya Ashok Pawar,3097,7,Raider,,False,False,M. Abishek ,3014,0,Defender - Right Cover,Sagar ,3236,1,Defender - Right Corner,Himanshu Singh,4963,2,Raider,Mohit ,4964,0,Defender - Left Cover
82,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-16 20:30+05:30,U.P. Yoddhas won by 19 Pts,2022-11-16 20:30+05:30,Match Completed,19,1021,kabaddi,"Shree Shivchhatrapati Sports Complex,Balewadi, Pune",2974,League,Match 83,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Dabang Delhi K.C.,31,false,U.P. Yoddhas,50,true,U.P. Yoddhas,Vishal ,3159,2,Defender - Left Cover,Vijay ,3081,13,All-Rounder,Naveen Kumar,2296,8,Raider,Dipak ,4948,1,Defender,Krishan ,4949,0,Defender,Pardeep Narwal,197,22,Raider,,False,False,Nitesh Kumar,3088,2,Defender,Gurdeep ,2041,4,All-Rounder,Sumit ,3240,2,Defender - Left Corner,Ashu Singh,3239,1,Defender - Right Cover
83,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-18 19:30+05:30,Puneri Paltan won by 13 Pts,2022-11-18 19:30+05:30,Match Completed,13,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2975,League,Match 84,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Puneri Paltan,41,true,Haryana Steelers,28,false,Puneri Paltan,Sombir ,3000,1,Defender,Abinesh Nadarajan,4192,4,Defender - Right Cover,Akash Shinde,4959,7,Raider,Aslam Inamdar,4960,10,Raider,,,,,K.Prapanjan ,219,8,Raider,,False,False,Vinay ,3054,4,Raider,Meetu ,4183,4,Raider,Amirhossein Bastami,4928,3,Defender,,,,
84,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-18 20:30+05:30,Bengal Warriors won by 8 Pts,2022-11-18 20:30+05:30,Match Completed,8,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2976,League,Match 85,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengal Warriors,36,true,Telugu Titans,28,false,Bengal Warriors,Deepak Hooda,41,1,All-Rounder,Parveen Satpal,3100,1,Defender - Left Corner,,,,,,,,,,,,,Parvesh Bhainswal,357,5,Defender - Left Cover,,False,False,Abhishek Singh,2028,9,Raider,Siddharth Desai,2026,8,Raider,Adarsh T,3095,1,Defender - Left Corner,Ankit ,3227,1,Defender
85,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-18 21:30+05:30,Bengaluru Bulls won by 7 Pts,2022-11-18 21:30+05:30,Match Completed,7,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2977,League,Match 86,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Gujarat Giants,38,false,Bengaluru Bulls,45,true,Bengaluru Bulls,Chandran Ranjit,36,12,Raider,Rinku Narwal,3084,2,Defender,Arkam Shaikh,2297,4,All-Rounder,Purna Singh,3075,1,Raider,Manuj ,4693,2,Defender - Right Corner,Vikash Khandola,366,5,Raider,,False,False,Neeraj Narwal,3038,5,Raider,Aman ,4972,2,Defender - Left Corner,,,,,,,,
86,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-19 19:30+05:30,Jaipur Pink Panthers won by 13 Pts,2022-11-19 19:30+05:30,Match Completed,13,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2978,League,Match 87,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U.P. Yoddhas,29,false,Jaipur Pink Panthers,42,true,Jaipur Pink Panthers,Pardeep Narwal,197,14,Raider,Nitesh Kumar,3088,1,Defender,James Kamweti,4933,4,Raider,Sumit ,3240,1,Defender - Left Corner,Shubham Kumar,4228,0,Defender - Left Cover,Sunil Kumar,368,2,Defender,,False,False,Rahul Chaudhari,81,2,Raider,Arjun Deshwal,2024,19,Raider,V Ajith Kumar,3053,2,Raider,Sahul Kumar,4769,3,Defender - Right Corner
87,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-19 20:30+05:30,Telugu Titans won by 6 Pts,2022-11-19 20:30+05:30,Match Completed,6,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2979,League,Match 88,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Telugu Titans,32,true,U Mumba,26,false,Telugu Titans,Vishal Bhardwaj,3083,4,Defender,Parvesh Bhainswal,357,3,Defender - Left Cover,Mohsen Maghsoudlou,567,3,All-Rounder,Siddharth Desai,2026,9,Raider,Ankit ,3227,3,Defender,Guman Singh,3032,8,Raider,,False,False,Ashish ,3028,4,Raider,Harendra Kumar,3138,1,Defender - Left Cover,Rinku ,3964,3,Defender - Right Corner,Kiran Laxman,5037,1,Defender - Left Corner
88,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-19 21:30+05:30,Dabang Delhi K.C. won by 3 Pts,2022-11-19 21:30+05:30,Match Completed,3,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2980,League,Match 89,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Dabang Delhi K.C.,30,true,Patna Pirates,27,false,Dabang Delhi K.C.,Sandeep Dhull,290,1,Defender - Left Corner,Amit Hooda,212,5,Defender - Right Corner,Vijay ,3081,7,All-Rounder,Ashu Malik,4947,1,Raider,Dipak ,4948,2,Defender,Rohit Gulia,3023,3,All-Rounder,,False,False,Neeraj Kumar,3107,0,Defender - Right Cover,Monu ,3082,0,Raider,Manish ,4957,0,Defender,Ranjit Naik,5091,1,Raider
89,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-20 19:30+05:30,Dabang Delhi K.C. won by 12 Pts,2022-11-20 19:30+05:30,Match Completed,12,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2981,League,Match 90,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Haryana Steelers,30,false,Dabang Delhi K.C.,42,true,Dabang Delhi K.C.,Manjeet ,763,7,Raider,Nitin Rawal,3065,0,All-Rounder,Meetu ,4183,4,Raider,Jaideep ,4184,3,Defender - Left Cover,Mohit ,4954,3,Defender - Right Cover,Sandeep Dhull,290,3,Defender - Left Corner,,False,False,Naveen Kumar,2296,15,Raider,Krishan ,4949,3,Defender,,,,,,,,
90,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-20 20:30+05:30,Puneri Paltan won by 2 Pts,2022-11-20 20:30+05:30,Match Completed,2,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2982,League,Match 91,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengaluru Bulls,33,false,Puneri Paltan,35,true,Puneri Paltan,Vikash Khandola,366,2,Raider,Neeraj Narwal,3038,10,Raider,Sachin Narwal,3154,2,All-Rounder,Saurabh Nandal,3228,4,Defender - Left Corner,Bharat ,4944,9,Raider,Fazel Atrachali,259,0,Defender,,False,False,Sanket Sawant,3234,1,Defender - Left Cover,Mohit Goyat,4022,9,Raider,Abinesh Nadarajan,4192,3,Defender - Right Cover,Aslam Inamdar,4960,6,Raider
91,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-21 19:30+05:30,Tamil Thalaivas won by 5 Pts,2022-11-21 19:30+05:30,Match Completed,5,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2983,League,Match 92,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Tamil Thalaivas,35,true,Bengal Warriors,30,false,Tamil Thalaivas,Ajinkya Ashok Pawar,3097,7,Raider,M. Abishek ,3014,2,Defender - Right Cover,Sagar ,3236,5,Defender - Right Corner,Mohit ,4964,1,Defender - Left Cover,Sahil Singh,4965,2,Defender - Left Corner,Surender Nada,146,3,Defender - Left Corner,,False,False,Shrikant Jadhav,106,3,Raider,Parveen Satpal,3100,0,Defender - Left Corner,Vaibhav Garje,5114,1,Defender - Right Cover,,,,
92,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-21 20:30+05:30,U.P. Yoddhas won by 4 Pts,2022-11-21 20:30+05:30,Match Completed,4,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2984,League,Match 93,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U.P. Yoddhas,35,true,Gujarat Giants,31,false,U.P. Yoddhas,Pardeep Narwal,197,9,Raider,Gurdeep ,2041,3,All-Rounder,Sumit ,3240,2,Defender - Left Corner,Rohit Tomar,4222,10,Raider,,,,,Chandran Ranjit,36,7,Raider,,False,False,Arkam Shaikh,2297,3,All-Rounder,Sonu ,3128,2,Raider,Sourav Gulia,3593,0,Defender,Sandeep Kandola,248,1,Defender
93,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-22 19:30+05:30,Tamil Thalaivas won by 14 Pts,2022-11-22 19:30+05:30,Match Completed,14,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2985,League,Match 94,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U Mumba,20,false,Tamil Thalaivas,34,true,Tamil Thalaivas,Guman Singh,3032,4,Raider,Ashish ,3028,3,Raider,Harendra Kumar,3138,0,Defender - Left Cover,Shivansh Thakur,4032,2,Defender - Right Cover,Mohit ,5032,4,Defender - Left Corner,Ajinkya Ashok Pawar,3097,5,Raider,,False,False,M. Abishek ,3014,0,Defender - Right Cover,Himanshu ,3161,3,Defender - Left Corner,Sagar ,3236,8,Defender - Right Corner,Mohit ,4964,1,Defender - Left Cover
94,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-22 20:30+05:30,Patna Pirates won by 1 Pts,2022-11-22 20:30+05:30,Match Completed,1,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2986,League,Match 95,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Telugu Titans,35,false,Patna Pirates,36,true,Patna Pirates,Vishal Bhardwaj,3083,8,Defender,Parvesh Bhainswal,357,1,Defender - Left Cover,Abhishek Singh,2028,3,Raider,Siddharth Desai,2026,15,Raider,Adarsh T,3095,1,Defender - Left Corner,Sachin ,757,14,Raider,,False,False,Neeraj Kumar,3107,0,Defender - Right Cover,Monu ,3082,4,Raider,Sunil ,3106,1,Defender - Right Corner,Sajin C,3343,1,All-Rounder
95,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-23 19:30+05:30,Puneri Paltan won by 7 Pts,2022-11-23 19:30+05:30,Match Completed,7,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2987,League,Match 96,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Jaipur Pink Panthers,32,false,Puneri Paltan,39,true,Puneri Paltan,Arjun Deshwal,2024,19,Raider,,,,,,,,,,,,,,,,,Fazel Atrachali,259,0,Defender,,False,False,Sombir ,3000,4,Defender,Sanket Sawant,3234,1,Defender - Left Cover,Pankaj Mohite,3233,3,Raider,Abinesh Nadarajan,4192,3,Defender - Right Cover
96,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-23 20:30+05:30,Bengal Warriors won by 3 Pts,2022-11-23 20:30+05:30,Match Completed,3,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2988,League,Match 97,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Bengal Warriors,41,true,Bengaluru Bulls,38,false,Bengal Warriors,Maninder Singh,143,12,Raider,Girish Maruti Ernak,161,6,Defender - Left Corner,Shrikant Jadhav,106,9,Raider,Shubham Shinde,3103,1,Defender - Right Corner,Manoj Gowda,3151,2,All-Rounder,Vikash Khandola,366,5,Raider,,False,False,Mahender Singh,769,1,Defender - Left Cover,More G B,772,1,Raider,Neeraj Narwal,3038,3,Raider,Saurabh Nandal,3228,1,Defender - Left Corner
97,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-25 19:30+05:30,Dabang Delhi K.C. won by 3 Pts,2022-11-25 19:30+05:30,Match Completed,3,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2989,League,Match 98,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Gujarat Giants,47,false,Dabang Delhi K.C.,50,true,Dabang Delhi K.C.,Mahendra Rajput,163,5,Raider,Vijin Thangadurai,185,0,Defender,Rinku Narwal,3084,0,Defender,Dong Geon Lee,522,2,Raider,Baldev Singh,621,0,Defender - Right Corner,Amit Hooda,212,2,Defender - Right Corner,,False,False,Vijay ,3081,11,All-Rounder,Naveen Kumar,2296,11,Raider,Ashu Malik,4947,12,Raider,,,,
98,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-25 20:30+05:30,Jaipur Pink Panthers won by 15 Pts,2022-11-25 20:30+05:30,Match Completed,15,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2990,League,Match 99,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Jaipur Pink Panthers,41,true,Tamil Thalaivas,26,false,Jaipur Pink Panthers,Sunil Kumar,368,0,Defender,Arjun Deshwal,2024,12,Raider,V Ajith Kumar,3053,9,Raider,Ankush ,3574,5,Defender - Left Corner,Sahul Kumar,4769,3,Defender - Right Corner,Himanshu ,3161,7,Defender - Left Corner,,False,False,K. Abhimanyu,4198,0,All-Rounder,,,,,,,,,,,,
99,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-25 21:30+05:30,Haryana Steelers won by 10 Pts,2022-11-25 21:30+05:30,Match Completed,10,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2991,League,Match 100,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Haryana Steelers,33,true,Patna Pirates,23,false,Haryana Steelers,Rakesh Narwal,204,2,Raider,Manjeet ,763,10,Raider,Nitin Rawal,3065,3,All-Rounder,Meetu ,4183,8,Raider,Mohit ,4954,1,Defender - Right Cover,Sachin ,757,4,Raider,,False,False,Rohit Gulia,3023,11,All-Rounder,Neeraj Kumar,3107,1,Defender - Right Cover,Monu ,3082,2,Raider,Sunil ,3106,0,Defender - Right Corner
100,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-26 19:30+05:30,U Mumba won by 8 Pts,2022-11-26 19:30+05:30,Match Completed,8,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2992,League,Match 101,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U Mumba,49,true,Bengal Warriors,41,false,U Mumba,Guman Singh,3032,14,Raider,Rinku ,3964,5,Defender - Right Corner,Rahul Sethpal,4186,1,Defender - Right Corner,Mohit ,5032,3,Defender - Left Corner,,,,,Girish Maruti Ernak,161,3,Defender - Left Corner,,False,False,Shubham Shinde,3103,4,Defender - Right Corner,Manoj Gowda,3151,2,All-Rounder,Balaji D,4978,2,All-Rounder,,,,
101,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-26 20:30+05:30,Puneri Paltan won by 13 Pts,2022-11-26 20:30+05:30,Match Completed,13,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2993,League,Match 102,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,Puneri Paltan,38,true,Telugu Titans,25,false,Puneri Paltan,Fazel Atrachali,259,3,Defender,Sombir ,3000,1,Defender,Sanket Sawant,3234,4,Defender - Left Cover,Pankaj Mohite,3233,8,Raider,Abinesh Nadarajan,4192,1,Defender - Right Cover,Mohsen Maghsoudlou,567,2,All-Rounder,,False,False,Vijay Kumar,768,2,Defender - Right Corner,Muhammed Shihas,4966,0,Defender - Left Corner,,,,,,,,
102,"Pro Kabaddi League Season 9, 2022",W,25,2022-11-26 21:30+05:30,U.P. Yoddhas won by 2 Pts,2022-11-26 21:30+05:30,Match Completed,2,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",2994,League,Match 103,pkl,"Pro Kabaddi League Season 9, 2022",25,+05:30,U.P. Yoddhas,35,true,Patna Pirates,33,false,U.P. Yoddhas,Sandeep Narwal,142,5,All Rounder,Pardeep Narwal,197,15,Raider,Nitesh Kumar,3088,0,Defender,Gurdeep ,2041,3,All-Rounder,Sumit ,3240,3,Defender - Left Corner,Neeraj Kumar,3107,0,Defender - Right Cover,,False,False,Monu ,3082,1,Raider,Sajin C,3343,0,All-Rounder,Mohammadreza Chiyaneh,4925,6,All-Rounder,,,,
