,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type,win_by_coin_toss,extra_time,golden_raid
0,"Pro Kabaddi League Season 1, 2014",,1,07/26/2014 8:00:00 ,U Mumba beat Jaipur Pink Panthers (45 - 31),07/26/2014 8:00:00 ,Completed,14,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",1,League,Match 1,pkl,"Pro Kabaddi League Season 1, 2014",1,+05:30,U Mumba,45,true,Jaipur Pink Panthers,31,false,Unknown,Anup Kumar,29,14,,Surender Nada,146,9,Defender,Shabeer Bappu,105,8,,Rishank Devadiga,94,5,,Jeeva Kumar,54,3,,Maninder Singh,143,11,,Jasvir Singh,52,8,,Rajesh Narwal,86,4,,Gangadhari Mallesh,44,3,,Balbir Singh,32,0,All Rounder,,False,False
1,"Pro Kabaddi League Season 1, 2014",,1,07/26/2014 9:00:00 ,Bengaluru Bulls beat Dabang Delhi (47 - 28),07/26/2014 9:00:00 ,Completed,19,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",2,League,Match 2,pkl,"Pro Kabaddi League Season 1, 2014",1,+05:30,Dabang Delhi,28,false,Bengaluru Bulls,47,true,Unknown,Kashiling Adake,58,7,,Shrikant Tewthia,107,6,,Jasmer Singh Gulia,51,5,,Surjeet Narwal,118,5,Raider,Amit Singh Chhillar,28,2,Defender,Manjeet Chhillar,69,14,,Ajay Thakur,26,13,,Gurpreet Singh,45,6,Defender,Rajesh Mondal,85,2,,Dharmaraj Cheralathan,42,1,,,False,False
2,"Pro Kabaddi League Season 1, 2014",,1,07/27/2014 8:00:00 ,Bengaluru Bulls beat Puneri Paltan (40 - 37),07/27/2014 8:00:00 ,Completed,3,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",3,League,Match 3,pkl,"Pro Kabaddi League Season 1, 2014",1,+05:30,Bengaluru Bulls,40,true,Puneri Paltan,37,false,Unknown,Ajay Thakur,26,16,,Dharmaraj Cheralathan,42,7,,Manjeet Chhillar,69,7,,Gurpreet Singh,45,3,Defender,Sunil Hanumanthappa,113,1,Raider,Wazir Singh,124,12,,Mahipal Narwal,67,9,Defender,Kalimuthu Balamahendran,56,4,Defender,Vikas Tomar,151,4,Defender,Jitesh Joshi,55,2,Defender,,False,False
3,"Pro Kabaddi League Season 1, 2014",,1,07/27/2014 9:00:00 ,U Mumba beat Bengal Warriors (36 - 25),07/27/2014 9:00:00 ,Completed,11,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",4,League,Match 4,pkl,"Pro Kabaddi League Season 1, 2014",1,+05:30,U Mumba,36,true,Bengal Warriors,25,false,Unknown,Shabeer Bappu,105,15,,Surender Nada,146,7,Defender,Rishank Devadiga,94,5,,Anup Kumar,29,4,,Jeeva Kumar,54,2,,Shyam Kumar Sah,108,7,Defender,Nitin Madane,75,6,Raider,Mahesh Goud,66,5,,Sachin Khambe,98,2,Defender,Sunil Jaipal,141,2,Raider,,False,False
4,"Pro Kabaddi League Season 1, 2014",,1,07/28/2014 8:00:00 ,Dabang Delhi beat Puneri Paltan (35 - 31),07/28/2014 8:00:00 ,Completed,4,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",5,League,Match 5,pkl,"Pro Kabaddi League Season 1, 2014",1,+05:30,Puneri Paltan,31,false,Dabang Delhi,35,true,Unknown,Wazir Singh,124,10,,Jitesh Joshi,55,8,Defender,Kalimuthu Balamahendran,56,5,Defender,Mahipal Narwal,67,5,Defender,Pravin Niwale,79,1,Raider,Surjeet Narwal,118,13,Raider,Kashiling Adake,58,6,,Jasmer Singh Gulia,51,4,,Amit Singh Chhillar,28,4,Defender,Shrikant Tewthia,107,3,,,False,False
5,"Pro Kabaddi League Season 1, 2014",Tied,1,07/28/2014 9:00:00 ,Match Drawn (35 - 35),07/28/2014 9:00:00 ,Completed,0,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",6,League,Match 6,pkl,"Pro Kabaddi League Season 1, 2014",1,+05:30,U Mumba,35,false,Telugu Titans,35,false,Unknown,Anup Kumar,29,12,,Shabeer Bappu,105,10,,Rishank Devadiga,94,4,,Surender Nada,146,2,Defender,Jeeva Gopal,53,2,Defender,Rahul Chaudhari,81,13,,Sukesh Hegde,111,8,,Deepak Niwas Hooda,41,4,,D. Gopu,152,3,,Rajaguru Subramanian,84,2,,,False,False
6,"Pro Kabaddi League Season 1, 2014",,1,07/29/2014 8:00:00 ,U Mumba beat Patna Pirates (36 - 33),07/29/2014 8:00:00 ,Completed,3,5,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI",7,League,Match 7,pkl,"Pro Kabaddi League Season 1, 2014",1,+05:30,U Mumba,36,true,Patna Pirates,33,false,Unknown,Anup Kumar,29,11,,Shabeer Bappu,105,8,,Surender Nada,146,6,Defender,Rishank Devadiga,94,3,,Vishal Mane,123,2,,Rakesh Kumar,88,16,Raider,Ravi Dalal,92,6,Raider,Kuldeep Singh,61,3,Defender,Sandeep Narwal,142,3,,Gurvinder Singh,46,2,,,False,False
7,"Pro Kabaddi League Season 1, 2014",,1,07/30/2014 5:30:00 AM,Bengaluru Bulls beat Bengal Warriors (46 - 30),07/30/2014 5:30:00 AM,Completed,16,4,kabaddi,Netaji Indoor Stadium,8,League,Match 8,pkl,"Pro Kabaddi League Season 1, 2014",1,+05:30,Bengal Warriors,30,false,Bengaluru Bulls,46,true,Unknown,Nitin Madane,75,8,Raider,Jang Kun Lee,12,5,,Sunil Jaipal,141,4,Raider,Sachin Khambe,98,4,Defender,Shyam Kumar Sah,108,4,Defender,Ajay Thakur,26,10,,Parmod Narwal,150,7,All Rounder,Rajesh Mondal,85,6,,Sinotharan Kanesharajah,21,5,Raider,Dharmaraj Cheralathan,42,4,,,False,False
8,"Pro Kabaddi League Season 1, 2014",,1,07/31/2014 5:30:00 AM,Jaipur Pink Panthers beat Telugu Titans (46 - 32),07/31/2014 5:30:00 AM,Completed,14,4,kabaddi,Netaji Indoor Stadium,9,League,Match 9,pkl,"Pro Kabaddi League Season 1, 2014",1,+05:30,Jaipur Pink Panthers,46,true,Telugu Titans,32,false,Unknown,Rajesh Narwal,86,12,,Jasvir Singh,52,11,,Maninder Singh,143,8,,Prashant Chavan,147,4,All Rounder,Navneet Gautam,72,3,Defender,Sukesh Hegde,111,8,,Rahul Chaudhari,81,8,,Chandran Ranjit,36,4,,Deepak Niwas Hooda,41,3,,Rajaguru Subramanian,84,3,,,False,False
9,"Pro Kabaddi League Season 1, 2014",,1,07/31/2014 5:30:00 AM,Bengal Warriors beat Dabang Delhi (42 - 40),07/31/2014 5:30:00 AM,Completed,2,4,kabaddi,Netaji Indoor Stadium,10,League,Match 10,pkl,"Pro Kabaddi League Season 1, 2014",1,+05:30,Bengal Warriors,42,true,Dabang Delhi,40,false,Unknown,Nitin Madane,75,10,Raider,Jang Kun Lee,12,8,,Mahesh Goud,66,7,,Nilesh Shinde,73,7,Defender,Sachin Khambe,98,3,Defender,Kashiling Adake,58,12,,Surjeet Narwal,118,9,Raider,Shrikant Tewthia,107,6,,Jasmer Singh Gulia,51,4,,Amit Singh Chhillar,28,3,Defender,,False,False
