,tour_name,result_code,series_id,end_date,event_sub_status,start_date,event_status,winning_margin,venue_id,sport,venue_name,game_id,event_stage,event_name,league_code,series_name,tour_id,venue_gmt_offset,team1_name,team1_score,team1_highlight,team2_name,team2_score,team2_highlight,winner,team1_player1_name,team1_player1_id,team1_player1_value,team1_player1_type,team1_player2_name,team1_player2_id,team1_player2_value,team1_player2_type,team1_player3_name,team1_player3_id,team1_player3_value,team1_player3_type,team1_player4_name,team1_player4_id,team1_player4_value,team1_player4_type,team1_player5_name,team1_player5_id,team1_player5_value,team1_player5_type,team2_player1_name,team2_player1_id,team2_player1_value,team2_player1_type,team2_player2_name,team2_player2_id,team2_player2_value,team2_player2_type,team2_player3_name,team2_player3_id,team2_player3_value,team2_player3_type,win_by_coin_toss,extra_time,golden_raid,team2_player4_name,team2_player4_id,team2_player4_value,team2_player4_type,team2_player5_name,team2_player5_id,team2_player5_value,team2_player5_type
0,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-20 19:30+05:30,U Mumba Won by 6 Pts,2019-07-20 19:30+05:30,Match Completed,6,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1685,League,Match 1,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,25,false,U Mumba,31,true,U Mumba,Rakesh Gowda,3046,4,Raider,Rajnish ,2290,8,Raider,Farhad Milaghardan,482,3,Defender,Vishal Bharadwaj,3083,2,defender,Siddharth Desai,2026,5,Raider,Fazel Atrachali,259,4,defender,Abhishek Singh,2028,10,Raider,Rohit Baliyan,261,4,Raider,,False,False,,,,,,,,
1,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-20 20:30+05:30,Bengaluru Bulls Won by 2 Pts,2019-07-20 20:30+05:30,Match Completed,2,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1686,League,Match 2,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengaluru Bulls,34,true,Patna Pirates,32,false,Bengaluru Bulls,Sumit Singh,3104,4,raider,Rohit Kumar,326,4,raider,Vijay Kumar,768,0,Defender,Amit Sheoran,3115,5,Defender,Pawan Kumar,318,9,raider,Vikash Jaglan,121,4,all-rounder,Jang Lee,12,1,Raider,Neeraj Kumar,3107,2,Defender,,False,False,Hadi Oshtorak,249,3,All Rounder,Mohammad Mahalli,3175,9,Raider
2,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-21 19:30+05:30,Gujarat Giants Won by 18 Pts,2019-07-21 19:30+05:30,Match Completed,18,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1687,League,Match 3,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengaluru Bulls,24,false,Gujarat Giants,42,true,Gujarat Giants,Mahender Singh,769,4,Defender,Rohit Kumar,326,4,raider,Pawan Kumar,318,8,raider,,,,,,,,,Ankit ,3227,0,Defender,Abolfazel Maghsodlo,300,0,Raider,Sunil Kumar,368,6,Defender,,False,False,Sonu GFG,3128,5,Raider,More G B,772,6,Raider
3,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-21 20:30+05:30,Tamil Thalaivas Won by 13 Pts,2019-07-21 20:30+05:30,Match Completed,13,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1688,League,Match 4,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,26,false,Tamil Thalaivas,39,true,Tamil Thalaivas,Kamal Singh ,2307,2, ,Farhad Milaghardan,482,3,Defender,Vishal Bharadwaj,3083,2,defender,Siddharth Desai,2026,6,Raider,Abozar Mighani,489,2,Defender,Rahul Chaudhari,81,12,Raider,Mohit Chhillar,71,4,Defender,V Ajith Kumar,3053,3,Raider,,False,False,Ajay Thakur,26,4,Raider,Ajeet ,3111,2,Defender
4,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-22 19:30+05:30,Jaipur Pink Panthers Won by 19 Pts,2019-07-22 19:30+05:30,Match Completed,19,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1689,League,Match 5,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,23,false,Jaipur Pink Panthers,42,true,Jaipur Pink Panthers,Athul M S,376,2,Raider,Abhishek Singh,2028,7,Raider,Sandeep Narwal,142,1,all-rounder,Harendra Kumar,3138,0,Defender,Dong Geon Lee,522,6,Raider,Vishal ,3159,3,defender,Sandeep Dhull,290,1,Defender,Deepak Hooda,41,11,all-rounder,,False,False,Deepak Narwal,211,6,Raider,Sachin Narwal,3154,2,All Rounder
5,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-22 20:30:20.000 +05:30,Haryana Steelers Won by 10 Pts,2019-07-22 20:30:20.000 +05:30,Match Completed,10,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1690,League,Match 6,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,24,false,Haryana Steelers,34,true,Haryana Steelers,Hadi Tajik,301,0,defender,Jadhav Shahaji,3011,3,Defender,Girish Maruti Ernak,161,1,Defender,Shubham Shinde,3103,3,Defender - Right corner,Pawan Kumar,156,10,Raider,Parveen ,3100,4,Defender - Left Cover,Selvamani K ,264,3,raider,Kuldeep Singh (732),732,3,All Rounder,,False,False,Naveen ,2357,14,Raider,,,,
6,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-24 19:30+05:30,Bengal Warriors Won by 31 Pts,2019-07-24 19:30+05:30,Match Completed,31,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1691,League,Match 7,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,17,false,Bengal Warriors,48,true,Bengal Warriors,Nitesh Kumar,3088,3,Defender,Sumit ,3240,0,Defender,Amit ,3126,2,defender,Monu Goyat,388,6,Raider,,,,,Baldev Singh,621,7,Defender - Right Corner,Mohammad Nabibakhsh,3176,10,All Rounder,Naveen Narwal,3220,0,Defender,,False,False,Jeeva Kumar,54,3,Defender,Maninder Singh,143,9,raider
7,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-24 20:30+05:30,Dabang Delhi K.C. Won by 1 Pts,2019-07-24 20:30+05:30,Match Completed,1,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1692,League,Match 8,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,33,false,Dabang Delhi K.C.,34,true,Dabang Delhi K.C.,Farhad Milaghardan,482,1,Defender,Vishal Bharadwaj,3083,4,defender,Suraj Desai,3058,18,All Rounder,Abozar Mighani,489,0,Defender,C.Arun ,191,0,Defender,Vijay ,3081,1,all-rounder,Anil Kumar,311,0, ,Joginder Narwal,194,4,Defender,,False,False,Naveen Kumar,2296,14,Raider,Vishal Mane,123,0,Defender
8,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-25 19:30+05:30,Dabang Delhi K.C. Won by 1 Pts,2019-07-25 19:30+05:30,Match Completed,1,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1693,League,Match 9,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,30,true,Tamil Thalaivas,29,false,Dabang Delhi K.C.,Sombir ,3000,0,Defender,Joginder Narwal,194,4,Defender,Naveen Kumar,2296,8,Raider,Vishal Mane,123,2,Defender,Chandran Ranjit,36,1,Raider,Rahul Chaudhari,81,7,Raider,Mohit Chhillar,71,2,Defender,Shabeer Bappu,105,0,Defender,,False,False,Ran Singh,160,1,All Rounder,,,,
9,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-26 19:30+05:30,Gujarat Giants Won by 25 Pts,2019-07-26 19:30+05:30,Match Completed,25,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1694,League,Match 10,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,19,false,Gujarat Giants,44,true,Gujarat Giants,Mohsen Maghsoudlou,567,0,all-rounder,Shrikant Jadhav,106,5,raider,,,,,,,,,,,,,Vinod Kumar,764,0,Raider,Parvesh Bhainswal,357,6,defender,Abolfazel Maghsodlo,300,0,Raider,,False,False,Sunil Kumar,368,2,Defender,Ruturaj Koravi,2023,0,Defender
10,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-26 20:30+05:30,Patna Pirates Won by 12 Pts,2019-07-26 20:30+05:30,Match Completed,12,13,kabaddi,"Gachibowli Indoor Stadium, Hyderabad",1695,League,Match 11,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,22,false,Patna Pirates,34,true,Patna Pirates,Farhad Milaghardan,482,1,Defender,Suraj Desai,3058,1,All Rounder,Siddharth Desai,2026,6,Raider,Abozar Mighani,489,2,Defender,Krushna Madane,274,2,Defender,Jang Lee,12,4,Raider,Hadi Oshtorak,249,2,All Rounder,Monu ,3082,4,Raider,,False,False,,,,,,,,
11,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-27 19:30+05:30,U Mumba Won by 10 Pts,2019-07-27 19:30+05:30,Match Completed,10,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1696,League,Match 12,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,33,true,Puneri Paltan,23,false,U Mumba,Fazel Atrachali,259,4,defender,Surinder Singh,3086,4,Defender,Sandeep Narwal,142,4,all-rounder,Young Chang Ko,519,0,Defender,Rohit Baliyan,261,4,Raider,Surjeet Singh,322,6,Defender,Shubham Shinde,3103,3,Defender - Right corner,Sushant Sail,3235,3,Raider,,False,False,Sanket Sawant,3234,3,Defender,,,,
12,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-27 20:30+05:30,Jaipur Pink Panthers Won by 2 Pts,2019-07-27 20:30+05:30,Match Completed,2,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1697,League,Match 13,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Jaipur Pink Panthers,27,true,Bengal Warriors,25,false,Jaipur Pink Panthers,Vishal ,3159,0,defender,Sandeep Dhull,290,8,Defender,Deepak Hooda,41,6,all-rounder,Deepak Narwal,211,4,Raider,Sachin Narwal,3154,2,All Rounder,Mohammad Nabibakhsh,3176,2,All Rounder,Mohammad Taghi Paein Mahali ,3177,1,raider,Jeeva Kumar,54,0,Defender,,False,False,Maninder Singh,143,6,raider,K.Prapanjan ,219,7,raider
13,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-28 19:30+05:30,Dabang Delhi K.C. Won by 20 Pts,2019-07-28 19:30+05:30,Match Completed,20,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1698,League,Match 14,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,41,true,Haryana Steelers,21,false,Dabang Delhi K.C.,Ravinder Pahal,157,0,Defender,Joginder Narwal,194,3,Defender,Naveen Kumar,2296,10,Raider,Aman Kadian,3098,1, ,Chandran Ranjit,36,11,Raider,Parveen ,3100,0,Defender - Left Cover,Vikas kale,179,0,Defender,Vinay ,3054,5,Raider,,False,False,Vikram Kandola,2351,0, ,,,,
14,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-28 20:30+05:30,Bengaluru Bulls Won by 4 Pts,2019-07-28 20:30+05:30,Match Completed,4,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1699,League,Match 15,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,26,false,Bengaluru Bulls,30,true,Bengaluru Bulls,Fazel Atrachali,259,3,defender,Arjun Deshwal,2024,6,Raider,Surinder Singh,3086,2,Defender,Rajaguru Subramanian,84,0,Defender,Young Chang Ko,519,0,Defender,Mahender Singh,769,4,Defender,Rohit Kumar,326,1,raider,Vijay Kumar,768,0,Defender,,False,False,Amit Sheoran,3115,1,Defender,Pawan Kumar,318,11,raider
15,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-29 19:30+05:30,Patna Pirates Won by 1 Pts,2019-07-29 19:30+05:30,Match Completed,1,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1700,League,Match 16,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Tamil Thalaivas,23,false,Patna Pirates,24,true,Patna Pirates,Ajay Thakur,26,3,Raider,Ajeet ,3111,3,Defender,Mohit Chhillar,71,1,Defender,V Ajith Kumar,3053,0,Raider,,,,,Vikash Jaglan,121,1,all-rounder,Neeraj Kumar,3107,1,Defender,Mohammad Mahalli,3175,2,Raider,,False,False,Jaideep ,579,7,Defender,Monu ,3082,5,Raider
16,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-29 20:30+05:30,Bengal Warriors Won by 20 Pts,2019-07-29 20:30+05:30,Match Completed,20,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1701,League,Match 17,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,43,true,Puneri Paltan,23,false,Bengal Warriors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,
17,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-31 19:30+05:30,Jaipur Pink Panthers Won by 16 Pts,2019-07-31 19:30+05:30,Match Completed,16,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1702,League,Match 18,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Haryana Steelers,21,false,Jaipur Pink Panthers,37,true,Jaipur Pink Panthers,Sunil ,3106,6,Defender - Right Corner,Dharmaraj Cheralathan,42,0,Defender,Parveen ,3100,0,Defender - Left Cover,Selvamani K ,264,5,raider,Vikas kale,179,1,Defender,Vishal ,3159,4,defender,Sandeep Dhull,290,6,Defender,Deepak Hooda,41,14,all-rounder,,False,False,Sunil Siddhgavali,613,2,defender,Ajinkya Ashok Pawar,3097,2,Raider
18,"Pro Kabaddi League Season 7, 2019",W,11,2019-07-31 20:30+05:30,U.P. Yoddha Won by 4 Pts,2019-07-31 20:30+05:30,Match Completed,4,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1703,League,Match 19,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,23,false,U.P. Yoddha,27,true,U.P. Yoddha,Arjun Deshwal,2024,0,Raider,Athul M S,376,1,Raider,Abhishek Singh,2028,3,Raider,,,,,,,,,Nitesh Kumar,3088,2,Defender,Rishank Devadiga,94,2,Raider,Sumit ,3240,6,Defender,,False,False,Sachin Kumar,218,0,Defender,Amit ,3126,1,defender
19,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-01 19:30+05:30,Gujarat Giants Won by 5 Pts,2019-08-01 19:30+05:30,Match Completed,5,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1704,League,Match 20,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,31,true,Dabang Delhi K.C.,26,false,Gujarat Giants,Parvesh Bhainswal,357,2,defender,Ankit ,3227,1,Defender,Sunil Kumar,368,1,Defender,Sumit ,3226,1,Defender,More G B,772,9,Raider,Vijay ,3081,0,all-rounder,Ravinder Pahal,157,2,Defender,Joginder Narwal,194,2,Defender,,False,False,Naveen Kumar,2296,10,Raider,Vishal Mane,123,1,Defender
20,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-08-02 19:30+05:30,,2019-08-02 19:30+05:30,Match Completed,,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1705,League,Match 21,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,20,false,U.P. Yoddha,20,false,Unknown,Rakesh Gowda,3046,0,Raider,Farhad Milaghardan,482,4,Defender,Vishal Bharadwaj,3083,1,defender,Siddharth Desai,2026,5,Raider,Abozar Mighani,489,4,Defender,Nitesh Kumar,3088,4,Defender,Sachin Kumar,218,1,Defender,Amit ,3126,4,defender,,False,False,Ashu Singh,3239,1,Defender,,,,
21,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-02 20:30+05:30,U Mumba Won by 12 Pts,2019-08-02 20:30+05:30,Match Completed,12,3,kabaddi,"DOME,NSCI,SVP STADIUM,MUMBAI, Mumbai",1706,League,Match 22,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U Mumba,32,true,Gujarat Giants,20,false,U Mumba,Surinder Singh,3086,9,Defender,Sandeep Narwal,142,0,all-rounder,Young Chang Ko,519,4,Defender,Rohit Baliyan,261,3,Raider,Dong Geon Lee,522,2,Raider,Ruturaj Koravi,2023,0,Defender,Harmanjit Singh,3225,4,Raider,Sumit ,3226,0,Defender,,False,False,Sonu GFG,3128,3,Raider,More G B,772,3,Raider
22,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-03 19:30+05:30,Jaipur Pink Panthers Won by 13 Pts,2019-08-03 19:30+05:30,Match Completed,13,5,kabaddi,"Patliputra Indoor Stadium, Patna",1707,League,Match 23,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Patna Pirates,21,false,Jaipur Pink Panthers,34,true,Jaipur Pink Panthers,Vikash Jaglan,121,0,all-rounder,Jang Lee,12,0,Raider,Neeraj Kumar,3107,2,Defender,Hadi Oshtorak,249,1,All Rounder,,,,,Vishal ,3159,2,defender,Sandeep Dhull,290,8,Defender,Deepak Narwal,211,9,Raider,,False,False,Sachin Narwal,3154,1,All Rounder,Amit Hooda,212,5,Defender
23,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-03 20:30+05:30,Bengaluru Bulls Won by 1 Pts,2019-08-03 20:30+05:30,Match Completed,1,5,kabaddi,"Patliputra Indoor Stadium, Patna",1708,League,Match 24,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,42,false,Bengaluru Bulls,43,true,Bengaluru Bulls,Baldev Singh,621,0,Defender - Right Corner,Mohammad Nabibakhsh,3176,8,All Rounder,Adarsh T,3095,1,Defender - Left Corner,Maninder Singh,143,11,raider,,,,,Mohit Sehrawat,3019,1,Defender,Ajay ,3096,0, ,Rohit Kumar,326,1,raider,,False,False,Amit Sheoran,3115,2,Defender,Pawan Kumar,318,29,raider
24,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-04 19:30+05:30,Tamil Thalaivas Won by 7 Pts,2019-08-04 19:30+05:30,Match Completed,7,5,kabaddi,"Patliputra Indoor Stadium, Patna",1709,League,Match 25,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Haryana Steelers,28,false,Tamil Thalaivas,35,true,Tamil Thalaivas,Ravi Kumar,240,0,Defender,,,,,,,,,,,,,,,,,Rahul Chaudhari,81,14,Raider,Mohit Chhillar,71,2,Defender,Manjeet Chhillar,69,3,All Rounder,,False,False,Ajay Thakur,26,5,Raider,Ajeet ,3111,1,Defender
25,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-04 20:30+05:30,Puneri Paltan Won by 21 Pts,2019-08-04 20:30+05:30,Match Completed,21,5,kabaddi,"Patliputra Indoor Stadium, Patna",1710,League,Match 26,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Patna Pirates,20,false,Puneri Paltan,41,true,Puneri Paltan,Vikash Jaglan,121,0,all-rounder,,,,,,,,,,,,,,,,,Manjeet ,763,6,raider,Surjeet Singh,322,3,Defender,Girish Maruti Ernak,161,4,Defender,,False,False,Shubham Shinde,3103,1,Defender - Right corner,Pankaj Mohite,3233,8,Raider
26,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-05 19:30+05:30,Dabang Delhi K.C. Won by 11 Pts,2019-08-05 19:30+05:30,Match Completed,11,5,kabaddi,"Patliputra Indoor Stadium, Patna",1711,League,Match 27,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Dabang Delhi K.C.,35,true,Jaipur Pink Panthers,24,false,Dabang Delhi K.C.,Ravinder Pahal,157,3,Defender,Joginder Narwal,194,1,Defender,Naveen Kumar,2296,12,Raider,Vishal Mane,123,1,Defender,Chandran Ranjit,36,10,Raider,Vishal ,3159,0,defender,Sandeep Dhull,290,0,Defender,Deepak Hooda,41,11,all-rounder,,False,False,Deepak Narwal,211,5,Raider,Nilesh Salunke,293,2,Defender
27,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-05 20:30+05:30,Puneri Paltan Won by 2 Pts,2019-08-05 20:30+05:30,Match Completed,2,5,kabaddi,"Patliputra Indoor Stadium, Patna",1712,League,Match 28,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,31,false,Puneri Paltan,33,true,Puneri Paltan,Parvesh Bhainswal,357,1,defender,Rohit Gulia,3023,6,All Rounder,Sunil Kumar,368,1,Defender,Ruturaj Koravi,2023,1,Defender,Sumit ,3226,2,Defender,Manjeet ,763,5,raider,Girish Maruti Ernak,161,6,Defender,Pankaj Mohite,3233,3,Raider,,False,False,Sanket Sawant,3234,1,Defender,,,,
28,"Pro Kabaddi League Season 7, 2019",Tied,11,2019-08-07 19:30+05:30,,2019-08-07 19:30+05:30,Match Completed,,5,kabaddi,"Patliputra Indoor Stadium, Patna",1713,League,Match 29,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,U.P. Yoddha,28,false,Tamil Thalaivas,28,false,Unknown,Rishank Devadiga,94,5,Raider,Sumit ,3240,4,Defender,Amit ,3126,2,defender,Ashu Singh,3239,2,Defender,Monu Goyat,388,3,Raider,Rahul Chaudhari,81,5,Raider,Mohit Chhillar,71,3,Defender,Manjeet Chhillar,69,4,All Rounder,,False,False,Ajay Thakur,26,3,Raider,Ajeet ,3111,0,Defender
29,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-07 20:30+05:30,Haryana Steelers Won by 9 Pts,2019-08-07 20:30+05:30,Match Completed,9,5,kabaddi,"Patliputra Indoor Stadium, Patna",1714,League,Match 30,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Patna Pirates,26,false,Haryana Steelers,35,true,Haryana Steelers,Vikash Jaglan,121,0,all-rounder,Neeraj Kumar,3107,1,Defender,Hadi Oshtorak,249,2,All Rounder,Jaideep ,579,2,Defender,Monu ,3082,1,Raider,Sunil ,3106,4,Defender - Right Corner,Dharmaraj Cheralathan,42,3,Defender,Vikas kale,179,1,Defender,,False,False,Ravi Kumar,240,4,Defender,Vinay ,3054,6,Raider
30,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-08 19:30+05:30,Bengaluru Bulls Won by 21 Pts,2019-08-08 19:30+05:30,Match Completed,21,5,kabaddi,"Patliputra Indoor Stadium, Patna",1715,League,Match 31,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Telugu Titans,26,false,Bengaluru Bulls,47,true,Bengaluru Bulls,Farhad Milaghardan,482,1,Defender,Vishal Bharadwaj,3083,6,defender,Suraj Desai,3058,1,All Rounder,Abozar Mighani,489,0,Defender,,,,,Mahender Singh,769,7,Defender,Rohit Kumar,326,8,raider,Vijay Kumar,768,3,Defender,,False,False,Amit Sheoran,3115,2,Defender,Pawan Kumar,318,17,raider
31,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-09 19:30+05:30,Bengal Warriors Won by 2 Pts,2019-08-09 19:30+05:30,Match Completed,2,5,kabaddi,"Patliputra Indoor Stadium, Patna",1716,League,Match 32,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengal Warriors,32,true,U Mumba,30,false,Bengal Warriors,Baldev Singh,621,5,Defender - Right Corner,Mohammad Nabibakhsh,3176,3,All Rounder,Mohammad Taghi Paein Mahali ,3177,0,raider,Jeeva Kumar,54,4,Defender,K.Prapanjan ,219,6,raider,Fazel Atrachali,259,2,defender,Surinder Singh,3086,4,Defender,Athul M S,376,1,Raider,,False,False,Sandeep Narwal,142,3,all-rounder,Young Chang Ko,519,0,Defender
32,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-09 20:30+05:30,Patna Pirates Won by 21 Pts,2019-08-09 20:30+05:30,Match Completed,21,5,kabaddi,"Patliputra Indoor Stadium, Patna",1717,League,Match 33,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Patna Pirates,41,true,U.P. Yoddha,20,false,Patna Pirates,Vikash Jaglan,121,3,all-rounder,Jang Lee,12,5,Raider,Neeraj Kumar,3107,8,Defender,Hadi Oshtorak,249,0,All Rounder,Monu ,3082,2,Raider,Nitesh Kumar,3088,0,Defender,Mohsen Maghsoudlou,567,1,all-rounder,Sumit ,3240,5,Defender,,False,False,Surender Gill,3241,3,Raider,Amit ,3126,0,defender
33,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-10 19:30+05:30,Tamil Thalaivas Won by 6 Pts,2019-08-10 19:30+05:30,Match Completed,6,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1718,League,Match 34,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,28,false,Tamil Thalaivas,34,true,Tamil Thalaivas,Parvesh Bhainswal,357,1,defender,Ankit ,3227,1,Defender,Rohit Gulia,3023,9,All Rounder,Sunil Kumar,368,6,Defender,Sumit ,3226,1,Defender,Rahul Chaudhari,81,4,Raider,Ajay Thakur,26,9,Raider,Ajeet ,3111,0,Defender,,False,False,Shabeer Bappu,105,3,Defender,Ran Singh,160,2,All Rounder
34,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-10 20:30+05:30,Dabang Delhi K.C. Won by 2 Pts,2019-08-10 20:30+05:30,Match Completed,2,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1719,League,Match 35,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Puneri Paltan,30,false,Dabang Delhi K.C.,32,true,Dabang Delhi K.C.,Hadi Tajik,301,1,defender,Surjeet Singh,322,2,Defender,Girish Maruti Ernak,161,4,Defender,Pankaj Mohite,3233,7,Raider,Sanket Sawant,3234,0,Defender,Vijay ,3081,2,all-rounder,Anil Kumar,311,1, ,Joginder Narwal,194,1,Defender,,False,False,Naveen Kumar,2296,11,Raider,Ravinder Pahal,157,3,Defender
35,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-11 19:30+05:30,Haryana Steelers Won by 3 Pts,2019-08-11 19:30+05:30,Match Completed,3,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1720,League,Match 36,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Bengaluru Bulls,30,false,Haryana Steelers,33,true,Haryana Steelers,Sumit Singh,3104,2,raider,Rohit Kumar,326,12,raider,,,,,,,,,,,,,Dharmaraj Cheralathan,42,3,Defender,Vikas kale,179,6,Defender,Ravi Kumar,240,0,Defender,,False,False,Vinay ,3054,5,Raider,Kuldeep Singh (732),732,2,All Rounder
36,"Pro Kabaddi League Season 7, 2019",W,11,2019-08-11 20:30+05:30,Telugu Titans Won by 6 Pts,2019-08-11 20:30+05:30,Match Completed,6,1023,kabaddi,"The Arena by TransStadia, Ahmedabad",1721,League,Match 37,pkl,"Pro Kabaddi League Season 7, 2019",11,+05:30,Gujarat Giants,24,false,Telugu Titans,30,true,Telugu Titans,Parvesh Bhainswal,357,7,defender,Sunil Kumar,368,0,Defender,Sumit ,3226,0,Defender,More G B,772,3,Raider,,,,,Farhad Milaghardan,482,4,Defender,Vishal Bharadwaj,3083,7,defender,Suraj Desai,3058,2,All Rounder,,False,False,Siddharth Desai,2026,7,Raider,Abozar Mighani,489,3,Defender
